2019060160138,root,1000,70.2,10
zW0Ie,ZfteB,QcP1W,PZ3J0,ASouB,mL0dj,69wsh,LGJOp,KZWRj,eJQPo
69.7,71.0,69.9,70.1,70.2,70.4,70.1,70.2,70.5,69.7
29,ºØ¶¦,192459,2022030455904,79.0,87.9,80.4,86.9,77.5,89.4,77.5,92.1,54.9,62.8,80.2
30,Ó÷æ«ºì,704707,2022020400724,78.8,86.7,83.5,70.4,85.4,86.2,85.7,94.6,82.3,66.9,46.2
31,º«ÇíÀò,081291,2019110299110,78.7,84.9,88.3,80.4,77.2,60.2,80.0,59.2,77.2,87.5,92.2
32,ÈÎ²ßÇ¿,752135,2021120073515,78.7,80.0,69.4,94.9,65.0,92.0,77.4,61.1,88.5,84.5,74.0
33,°ØØ¹µ¤,763979,2023051107918,78.7,71.3,83.5,58.7,92.3,51.3,79.4,88.9,89.3,93.2,79.3
34,ÎâÖ¦,543113,2020050771333,78.6,89.6,93.6,94.7,52.9,94.9,57.5,93.7,92.8,59.7,56.7
35,Úù¾²èµ,164665,2023041196566,78.6,71.5,56.1,90.5,51.1,85.2,82.8,91.7,84.9,82.9,89.1
36,½ªÑ§,189012,2022111131228,78.5,47.5,92.0,90.6,85.3,84.9,88.7,82.2,94.9,61.4,57.8
37,ÀÖÇ¿¸Õ,506354,2023100755471,78.5,91.9,94.7,83.9,70.7,84.9,66.9,80.8,73.6,68.5,69.3
38,²·Á¦Á¼,171414,2021030491416,78.2,65.2,75.6,52.7,93.6,89.9,72.1,57.2,90.1,90.9,94.9
39,Îâ½¨,950011,2021030741172,78.2,73.8,93.2,90.6,81.2,82.7,84.9,61.8,82.6,77.9,53.7
40,ÞÉÊÀ,315078,2023040967828,78.2,92.1,77.2,61.0,67.3,83.3,75.8,78.1,92.9,82.6,71.7
41,ÀÉÑÞÓ°,086228,2023070322873,78.2,81.2,75.1,94.0,82.7,55.3,83.0,87.4,51.8,88.1,83.9
42,Öì´ï°²,618650,2023070665075,78.2,94.1,63.3,86.2,68.5,93.9,89.5,76.4,49.7,73.1,87.2
43,µÒÈ«,733372,2024060647256,78.2,71.5,82.9,85.4,88.6,79.7,48.2,90.0,56.7,85.3,93.4
44,Îº¾ü,450732,2024070743205,78.1,75.8,58.8,91.4,52.8,64.3,82.8,90.8,89.5,86.2,88.3
45,ÒóÊÀ²Å,857524,2024090332469,78.1,85.8,72.0,73.2,65.3,79.9,88.1,61.2,92.1,82.9,80.6
46,ÏôÔÂçù,438487,2018090458701,78.0,94.1,75.3,76.4,90.6,83.5,90.1,83.5,62.7,65.5,57.8
47,Ñî±£ÐÇ,993941,2020060044103,78.0,87.4,79.6,85.1,70.0,61.3,91.4,60.0,94.3,85.5,65.4
48,ÀîÑþçþ,808750,2021090565046,78.0,93.2,73.9,68.0,84.9,92.6,63.2,82.4,66.6,76.1,78.8
49,ÎâÖÐÐÅ,378169,2022080346969,78.0,69.6,85.2,85.3,83.9,69.6,87.9,94.0,73.2,51.7,79.3
50,Ñ¦Ê¢,406062,2023060786249,78.0,94.3,57.8,85.5,89.6,92.2,68.0,81.6,79.1,54.9,77.5
51,¿µÆ½Ê¿,955643,2021060904320,77.9,86.1,87.6,77.6,88.5,86.8,85.3,81.3,55.1,78.3,52.8
52,·üÊ¿Ç¿,300428,2022070862856,77.9,86.0,90.8,77.8,78.1,72.3,89.6,88.5,76.6,47.5,71.4
53,µÒÐÛ,445521,2023060252116,77.9,78.5,54.1,89.2,81.4,66.7,74.5,92.0,61.1,87.1,94.3
54,ÎºÕæÀò,428423,2023080742336,77.9,81.6,90.2,88.2,48.0,64.2,94.3,89.9,89.6,76.7,56.7
55,ÇØÎ°Ïé,064054,2020050745410,77.8,82.8,66.5,84.3,88.3,73.1,80.3,77.0,50.3,86.3,89.3
56,Òó×Ó,190679,2020080187930,77.8,83.6,92.5,80.3,86.1,77.9,54.5,92.2,71.7,64.1,75.0
57,Çü¸ÕÑ×,674109,2021080100942,77.8,88.4,76.8,94.1,80.2,90.2,66.2,79.6,74.2,60.9,67.7
58,±åÇÉÀó,194477,2020020077773,77.7,81.8,74.7,80.2,65.1,52.8,89.6,90.6,66.3,82.5,93.1
59,²·Ü¿,180933,2022101093313,77.7,53.9,86.8,94.3,74.2,70.9,75.8,89.3,87.1,69.5,75.0
60,»¨·ÉÀû,875303,2023020250301,77.7,91.8,55.6,65.2,75.6,83.4,59.7,93.0,81.8,92.5,78.0
61,ÖÜè´,203700,2024020270022,77.7,84.6,91.6,63.0,69.4,72.7,93.1,72.0,77.9,87.9,65.2
62,»ª½à,582441,2020070724126,77.6,76.1,82.9,85.8,92.6,84.1,82.9,65.6,65.8,67.9,72.2
63,ÉÛÈÊÁ¦,187690,2020040909060,77.5,91.7,47.7,83.1,94.0,70.6,66.2,64.8,77.6,90.4,89.2
64,ÓáÉúÇ¿,269276,2021100627665,77.5,79.6,82.6,73.6,94.9,88.2,65.1,51.0,71.8,74.0,94.7
65,ÓíÐÇ,969605,2020050320532,77.4,94.0,94.7,65.0,75.3,89.9,81.7,48.0,62.5,84.1,79.3
66,Ã÷Ê÷Ë³,549299,2023110509904,77.4,90.8,86.5,90.0,74.9,86.8,88.1,77.6,66.8,56.1,56.4
67,ÅíÑ×,299826,2018060172608,77.3,62.0,91.9,91.5,64.2,92.3,69.5,89.0,82.5,83.7,46.0
68,·ïÜø,449109,2018100430901,77.3,72.8,71.6,92.0,62.9,75.1,93.7,71.6,89.1,68.9,75.3
69,ÂíÁú¿¡,686309,2019120150940,77.3,89.6,88.5,83.7,88.2,47.1,88.6,87.4,51.8,56.9,91.3
70,Ã×Ã÷,530475,2024080627502,77.3,61.5,88.4,88.0,58.6,82.3,54.4,79.0,92.3,92.3,75.8
71,ÀÉÌ©¶¦,622958,2019090845871,77.2,86.3,79.5,87.3,71.7,62.5,52.9,77.9,91.2,89.4,73.1
72,ÓÚ·çéÅ,491535,2019090563567,77.1,64.6,53.4,79.3,84.6,92.9,79.6,73.0,87.8,68.2,87.5
73,Ñ¦Ã÷,497181,2022050548118,76.9,62.0,85.1,90.0,70.7,63.7,87.9,94.2,77.7,84.4,53.0
74,»ªÊæ,228456,2019080275646,76.8,74.8,61.8,91.4,78.2,91.2,81.1,83.1,50.2,63.9,92.7
75,ñÒÖÂ,803704,2019120930401,76.8,50.5,76.8,78.9,74.9,73.8,94.4,70.1,89.7,73.8,85.5
76,³£Ï¼ÑÞ,049268,2020110976817,76.8,57.7,86.0,76.3,76.1,66.9,94.1,72.2,89.7,72.5,76.9
77,ÃçÄÈ,374452,2023060435232,76.8,79.3,84.2,93.9,84.1,89.8,81.4,67.0,50.0,46.2,92.1
78,ÉÛæ¯æ¿,416318,2019050851809,76.7,88.2,78.9,53.8,66.7,68.5,83.9,92.6,68.0,76.9,89.1
79,·ïÉºóÞ,338393,2019070889332,76.7,78.1,94.2,74.3,73.6,86.8,62.2,50.9,88.2,82.7,75.6
80,¿×·çË³,339842,2022090594221,76.7,80.8,77.6,49.3,85.5,82.9,83.5,63.0,83.1,75.0,85.9
81,Ã÷½õ,022186,2023020508613,76.7,91.5,53.0,93.8,74.8,63.5,77.5,77.8,90.4,79.2,65.3
82,Ì¸²ÅÌì,985019,2018090341971,76.6,84.5,86.6,74.0,49.2,83.8,93.1,89.8,58.5,75.4,71.4
83,±´Â¶Ó¢,136664,2019020396421,76.6,84.8,90.8,79.2,68.1,89.5,59.3,93.9,60.5,49.2,90.8
84,ºÍ»¶,575084,2023010188426,76.6,59.3,90.1,65.8,94.0,71.9,92.4,94.3,55.6,92.5,50.2
85,ºÍÖ¥Àö,765677,2023010607717,76.6,79.0,60.4,91.6,90.3,89.7,76.8,51.4,77.5,72.0,77.4
86,ÅËÈðÑÞ,820962,2018060166229,76.5,87.2,85.4,92.8,79.4,51.5,93.9,60.4,76.9,89.9,47.1
87,ÎâÊ¢±£,361150,2018061145059,76.5,77.9,74.8,92.4,76.4,73.2,77.3,81.2,51.4,72.5,87.6
88,±´º£Äþ,369761,2018101186103,76.5,80.8,54.3,66.5,94.7,62.7,83.2,76.3,75.9,79.8,90.8
89,ÂÀ²Ê,025138,2020080883801,76.5,89.5,68.1,67.6,68.1,80.0,48.0,86.6,71.8,90.8,94.2
90,Ã«È«éÅ,487926,2022120612640,76.5,77.4,91.8,95.0,80.3,83.1,64.0,69.8,62.6,90.7,50.7
91,ÌÀÏöÔ°,933251,2024100625132,76.5,84.3,87.3,91.9,59.8,88.2,79.0,52.4,81.4,81.1,59.6
92,ÖÜÒË,675187,2020110858745,76.4,69.4,86.9,48.5,94.5,77.1,87.3,81.8,50.3,85.3,83.3
93,ÂÞº®Ø¹,150597,2022030039731,76.4,85.2,75.8,73.5,85.3,84.3,83.8,80.4,85.6,64.6,45.8
94,ÅÓæÃ,490339,2022070163923,76.4,79.3,77.8,90.7,56.4,90.4,70.7,79.1,88.2,74.8,56.8
95,¹ËÃÃ,454206,2024020810607,76.4,75.4,80.6,91.9,56.4,92.1,89.5,84.1,57.6,84.8,51.9
96,Ç®»ÝÒÕ,318835,2024080833518,76.4,70.2,93.9,57.1,62.4,93.9,93.7,94.2,72.2,76.1,50.4
97,ÆÝ»·,865553,2018060785335,76.3,72.9,65.9,72.6,78.2,88.9,87.5,89.1,60.1,73.0,74.7
98,ÎºÑÞ,899965,2021030406534,76.3,79.6,67.6,83.6,75.5,81.9,84.2,80.2,81.5,64.4,64.8
99,ÔÆÏþÜç,040118,2021050281802,76.3,92.7,81.1,47.6,85.0,64.2,90.7,69.2,51.5,89.7,91.8
100,½¯Ô·¾§,044138,2018010953818,76.2,72.5,85.7,86.0,86.2,76.5,60.0,62.7,68.8,81.0,82.3
101,¸ðÌ©,070071,2020111047166,76.2,66.9,80.8,88.9,53.0,86.3,72.1,85.7,51.0,85.8,91.4
102,ÞÉÕêæ¼,517868,2021070866816,76.2,64.8,88.4,78.5,78.1,90.7,86.1,53.8,88.3,87.0,46.6
103,ÖÜÁÕÕÑ,125456,2022111105660,76.2,75.1,65.7,82.8,71.7,90.7,87.6,75.8,55.7,65.2,91.9
104,ÓàéÅÎ°,072519,2023100661932,76.2,51.4,92.0,80.3,45.0,90.8,88.4,63.4,79.1,92.0,79.9
105,ÇØÑ§Ãú,803212,2024010761275,76.2,88.2,94.8,73.9,54.1,73.9,80.9,70.2,55.7,78.6,91.2
106,ê°¿¡±ò,248592,2020021209254,76.1,93.3,90.0,68.5,69.5,68.0,75.2,69.2,93.1,75.5,58.5
107,À×Ã¼,098913,2021030731346,76.1,80.1,47.2,71.6,53.3,91.3,87.2,54.3,94.3,90.8,91.2
108,Ê·Ó°Ü¿,526152,2018120915260,76.0,49.9,85.0,74.3,64.8,64.8,73.8,87.6,74.2,91.9,93.5
109,ÎÀ¾ý,182323,2022090302312,76.0,88.0,89.5,53.5,87.2,80.3,90.1,48.4,65.6,88.0,69.3
110,Îº¼Ò,627814,2022090631452,76.0,92.1,77.4,79.2,75.6,83.7,49.6,70.2,87.2,90.1,54.6
111,Ð»×Ó,813187,2023070498707,76.0,75.7,89.3,63.5,52.4,60.8,90.3,55.8,91.6,88.8,91.9
112,ÕÔÖ¾,184606,2018080680657,75.9,58.0,90.3,71.1,77.6,64.6,92.7,94.1,48.2,72.3,90.2
113,ÎÀÑÇ,451753,2020020435325,75.9,91.0,61.7,92.9,77.4,88.3,56.5,50.2,94.1,56.1,91.2
114,ÇØÈ«,360872,2021071157206,75.9,89.1,93.9,65.2,90.0,51.6,73.5,58.8,84.4,63.6,88.7
115,ÂíÝººÉ,487369,2019070636929,75.8,52.2,81.3,77.7,63.1,91.9,57.2,89.4,73.9,81.0,90.1
116,ÌÕµ¤æµ,108485,2020030408563,75.8,84.9,62.2,76.1,79.7,57.0,80.0,90.4,94.6,53.5,79.6
117,°ØÄþ,677906,2020080860601,75.8,85.2,77.3,69.1,56.4,59.1,89.1,84.8,73.4,73.5,90.4
118,»¨ÈÙ,607125,2020060472516,75.7,85.9,92.9,64.1,50.4,94.5,78.7,74.3,74.6,72.0,69.3
119,ÍõÁá,742872,2021010507203,75.7,90.6,92.4,70.7,73.6,50.1,86.0,92.1,87.2,56.7,57.7
120,¿×¶¦º½,295872,2024060877266,75.7,70.5,79.1,45.5,87.6,91.0,85.1,52.7,86.9,75.9,82.8
121,°²ÃÃÕä,671444,2020020254466,75.6,62.5,87.8,80.2,78.5,76.5,57.3,72.8,92.5,69.4,78.8
122,Ê©²¨Ìì,534043,2021010454351,75.6,56.2,81.9,71.0,94.5,63.9,90.1,83.9,74.7,73.6,66.2
123,ÊæÐÇ,107797,2021010899748,75.6,60.7,86.6,84.7,60.2,75.0,51.8,91.5,82.2,89.3,74.0
124,Ïî´º,450066,2022030926605,75.6,46.7,80.1,65.6,85.7,90.8,89.6,95.0,67.6,56.4,78.7
125,ÄÂÀò·²,500190,2023040279023,75.6,62.4,66.1,94.1,64.6,82.4,87.5,69.0,82.2,90.4,57.1
126,ÎâÖ¾,770473,2019060027306,75.5,59.9,68.1,86.8,85.4,72.8,83.5,76.4,82.0,58.3,81.7
127,Ã÷º£²ß,221953,2020080945338,75.5,92.7,68.0,78.9,90.4,70.1,80.1,59.1,46.0,79.9,90.1
128,ÎºÈï¾ý,344903,2021010750317,75.5,86.4,61.8,90.6,92.8,55.0,93.5,52.0,85.3,74.7,62.8
129,Óà¶ð¿É,519300,2021081020016,75.5,76.0,71.7,74.0,88.5,70.1,90.6,75.3,90.8,59.4,58.8
130,²ÜÀûÐÅ,513390,2021111069044,75.5,94.2,58.4,91.5,62.2,65.0,53.2,80.1,92.3,69.6,88.1
131,·ïÃ÷,592355,2022060035565,75.5,76.3,76.5,81.5,59.6,61.0,67.1,62.4,93.7,90.5,86.9
132,¹ËÔÃð¥,593275,2021100267570,75.4,75.3,87.0,47.6,81.8,53.6,68.6,73.5,91.5,89.3,86.2
133,ÌÕÄþ,511051,2021110085128,75.4,73.3,88.2,88.2,49.1,69.1,60.6,85.5,93.5,55.4,90.8
134,×ÞË³,955586,2018080118671,75.3,86.7,67.7,83.0,69.5,84.4,79.7,73.2,58.1,89.6,60.9
135,²·Ã÷,021678,2019010277860,75.3,92.8,65.4,59.4,94.5,72.0,52.7,93.7,57.2,89.0,76.1
136,Ñ¦Ë¬,532133,2019090413315,75.3,89.5,76.1,88.3,87.2,61.0,53.6,56.3,72.7,90.3,78.4
137,ëøÁáÇÙ,352122,2020120012231,75.3,56.1,87.0,48.8,80.4,80.1,91.3,68.1,76.8,70.4,94.2
138,Ð»Ë¼,476875,2021050757507,75.3,83.3,94.5,88.7,85.2,63.0,71.3,60.9,66.9,64.8,74.3
139,¸ðÉú»Ô,435942,2022040274245,75.3,90.4,80.2,80.3,76.8,45.4,63.9,69.6,88.1,92.5,66.2
140,Ïî¹úÒÔ,554674,2022090847423,75.3,94.9,82.8,60.0,75.8,46.3,58.7,92.7,89.6,67.0,85.7
141,ºÎÈð,420094,2023021129458,75.3,92.2,94.3,67.1,86.6,48.4,69.9,75.1,85.4,72.9,60.9
142,á¯Èáæ¯,454688,2024030898821,75.3,82.9,83.2,82.7,63.0,76.9,52.2,66.1,68.9,84.5,92.3
143,Ç®¶¦Á¦,177532,2020060823242,75.2,82.1,74.3,81.6,84.1,89.9,71.8,56.1,67.5,66.6,78.0
144,ÌÀÑÞ,414238,2021100853829,75.2,49.5,91.0,82.9,94.0,63.8,69.2,85.1,62.1,92.0,62.7
145,·½É¯,995449,2022030774916,75.2,87.8,89.2,88.9,45.6,89.2,94.7,62.3,57.5,89.1,48.0
146,Ó÷¶¦°²,543064,2022040516446,75.2,51.2,60.3,65.9,69.5,94.7,63.8,90.6,83.6,90.3,81.6
147,±«¹ó¸»,897197,2023100819716,75.2,82.7,72.1,76.9,79.0,74.3,93.2,84.5,53.1,56.3,79.8
148,°ØÇÉÈØ,731086,2024040128640,75.2,80.5,89.2,78.4,71.8,69.7,76.8,79.8,94.7,57.7,53.8
149,ÑîÔÏ,781048,2018040724813,75.1,71.3,85.6,68.2,69.3,52.1,94.2,94.7,46.4,75.6,93.7
150,º«ÈÚ,127339,2018060213902,75.1,73.9,68.1,68.6,68.5,87.8,74.4,52.8,91.3,74.2,91.8
151,ÕÔ·ãÝ¼,705268,2020080946874,75.1,94.4,65.2,83.7,79.2,78.8,71.2,60.4,75.6,77.0,65.1
152,ÑîäÞ,866744,2021030914470,75.1,78.2,84.6,86.7,79.4,70.4,84.9,53.5,82.8,62.0,68.3
153,ÑîÀö¹ð,126175,2021050517515,75.1,75.8,86.8,86.7,86.2,66.7,49.6,76.8,78.8,84.8,59.0
154,ÑîÜ¿,314493,2022020429334,75.1,77.0,47.7,86.3,62.9,92.9,54.3,86.6,84.7,71.7,86.5
155,Öì·ï,777014,2018030561409,75.0,91.3,62.2,66.0,85.1,92.7,88.1,52.2,51.0,71.3,90.3
156,ÎâÑã,036795,2022120899516,75.0,48.2,88.5,80.9,81.1,89.7,93.1,62.0,46.3,75.3,85.0
157,ÏîÕÑ,291589,2023120368924,75.0,67.5,94.8,69.3,76.5,59.6,94.0,80.5,62.9,59.0,85.5
158,Æ½Á¦±£,844320,2024020482052,75.0,71.4,81.3,69.6,69.4,76.6,66.9,92.6,86.2,45.7,90.2
159,¿µÊç»ª,252299,2024030839906,75.0,84.7,92.5,50.6,92.2,62.3,69.1,91.6,89.9,56.8,60.7
160,ÞÉÜ¿Ø¹,505013,2018070061370,74.9,70.1,59.3,77.9,76.0,92.4,80.1,86.2,81.1,80.3,45.5
161,»ª·å,056515,2020030301557,74.9,49.0,74.5,91.3,76.2,56.4,66.7,85.1,82.7,76.0,90.8
162,ÅËÒÔ,190317,2021010381758,74.9,54.4,77.1,86.5,63.9,63.4,82.8,63.9,93.8,92.7,70.5
163,ºØæ¿Æ¼,343478,2021040997861,74.8,72.9,80.9,76.0,56.8,68.3,86.8,74.4,72.9,75.1,83.9
164,ÖÜÑÒ,642977,2022051117753,74.8,55.3,82.5,52.8,80.0,65.3,89.0,77.0,74.5,88.0,83.7
165,»ª¼ÒÁ¼,869952,2024110995270,74.8,78.9,91.9,85.7,84.8,76.6,64.5,51.3,85.5,68.0,60.8
166,ËÕÈÊÌ©,572569,2018080726964,74.7,77.8,88.0,84.3,71.5,48.8,67.1,75.9,67.5,72.7,92.9
167,¹ËÓñ,825927,2020010132702,74.7,50.1,77.4,84.0,80.8,55.6,75.8,68.1,71.5,93.7,89.5
168,Ê·ÔÏÏþ,920934,2020011163464,74.7,47.1,72.1,79.7,93.5,88.1,74.9,75.7,85.4,68.9,61.2
169,ÅËÒã,475937,2020101003750,74.7,58.2,89.3,81.9,93.5,54.0,93.0,63.6,78.3,87.8,47.0
170,ÛºÒÁ,665968,2022070246801,74.7,69.3,49.1,65.8,93.8,72.5,82.5,80.7,72.8,85.7,75.1
171,ÊæÒå¾ü,355362,2023071226217,74.7,57.0,74.1,66.0,87.9,90.3,85.8,76.0,88.9,49.7,71.6
172,·ïÒã¾û,437136,2024060703603,74.7,69.0,51.2,93.9,86.8,72.2,86.6,80.1,79.6,78.6,49.1
173,Â³Öñ,931010,2020080241073,74.6,66.6,92.3,53.2,87.7,87.6,84.7,59.4,74.2,71.4,69.1
174,ºÍÐÇÉú,429629,2020120662942,74.6,88.7,64.1,57.3,88.2,91.1,85.8,77.1,57.0,89.1,47.6
175,ÔªÜ°ËØ,026933,2023100053350,74.6,63.0,78.8,89.8,53.9,69.6,65.2,69.1,82.2,89.4,84.7
176,ÂÀÆ¼,905432,2024121013249,74.6,87.8,69.5,56.4,77.8,59.8,89.0,63.4,93.9,54.5,93.8
177,Ð»Òã,118822,2019080822228,74.5,47.3,68.9,68.5,93.8,88.0,64.4,68.1,64.4,89.9,91.2
178,Ñ¦Ö¾Ìì,211578,2021100117814,74.5,62.0,94.6,54.2,88.6,93.5,85.1,88.0,64.1,53.0,61.7
179,ÆëÌ©Ë³,382637,2022090333760,74.5,83.2,72.0,85.6,60.6,86.7,91.7,61.9,49.3,67.5,86.9
180,×£ÒË,710700,2022111010023,74.5,94.4,84.5,85.8,77.9,72.8,67.1,61.5,52.0,70.0,79.4
181,±ÏÐãº®,836977,2023080967754,74.5,83.6,91.2,65.1,94.8,83.6,92.7,58.4,81.1,47.1,47.9
182,ÒüéÅ¼Ò,147368,2019090136837,74.4,73.9,81.6,45.4,80.9,80.2,67.0,69.5,92.6,70.1,82.5
183,À×Ù»ËØ,835691,2020071039107,74.4,92.8,56.5,64.2,67.1,62.0,86.6,72.3,94.5,69.6,78.1
184,ÒóÐÛº½,533732,2021080783248,74.4,91.5,73.9,64.8,69.3,55.5,80.1,69.4,71.4,82.2,86.0
185,ÂÀÒÇ,281539,2021110333974,74.4,74.0,88.2,93.5,83.4,83.4,77.9,76.3,68.8,45.4,53.3
186,»ÆÜ¿,412089,2018060288930,74.3,93.8,68.8,64.0,65.0,73.0,85.5,74.8,60.9,73.7,83.1
187,Ã©»¶¹ð,057784,2022100478461,74.3,83.0,84.4,62.3,53.8,71.2,93.7,60.6,92.8,89.4,52.0
188,ÂÞ¿µ²¨,193240,2024101024009,74.3,85.9,78.9,75.0,50.4,88.3,78.7,52.1,69.5,89.1,75.6
189,µÒÄþ,416596,2020060769630,74.2,75.7,66.8,93.7,73.3,61.2,72.7,65.7,71.1,73.3,88.8
190,Ñ¦Ã¼,893285,2022040708567,74.2,72.0,82.6,47.3,75.7,89.0,66.4,91.9,85.2,59.6,71.8
191,ÆëÜç,247814,2018041091429,74.1,56.8,79.4,69.7,56.1,91.3,86.1,91.8,81.1,78.4,50.6
192,Óí°®Éº,652747,2020090664721,74.1,67.5,87.2,49.0,51.3,87.1,70.7,74.4,89.9,84.6,79.7
193,ÕÔÙ»ÔÆ,280141,2022120054128,74.1,80.6,74.7,80.8,62.6,52.3,80.5,85.2,85.0,49.0,90.6
194,¿×Óð,922551,2023060755115,74.1,57.8,82.6,78.3,82.4,70.8,47.5,78.1,77.0,72.1,94.6
195,ÕÂÆ®,899684,2023070738462,74.1,85.0,88.8,85.8,76.0,56.9,91.5,71.6,69.6,61.5,53.9
196,Âí¾§Ë¼,778542,2024080954263,74.1,65.2,69.3,55.0,90.0,69.8,57.2,73.4,90.3,86.1,84.5
197,Ë®Òå¸Õ,735331,2018120203104,74.0,85.3,85.1,84.2,74.0,80.4,74.1,88.9,56.3,61.3,50.7
198,Ñ¦ÃÀ,811205,2019090690517,74.0,92.9,71.8,86.8,70.1,59.2,82.6,45.5,76.4,66.2,89.0
199,Ã«ÓñæÂ,402032,2020110693258,74.0,89.6,86.3,62.8,53.2,69.5,64.6,87.0,83.1,55.5,88.0
200,¼ÍÊ±,810714,2021091081437,74.0,74.6,80.2,62.3,71.0,57.0,72.2,88.9,89.2,81.0,63.4
201,ÓÚæ¼´Ï,928200,2022110400049,74.0,83.2,64.1,86.4,46.8,55.3,60.7,81.5,91.2,91.2,79.4
202,»ÆÐÛÌ©,962283,2023050748367,74.0,63.0,65.9,89.2,47.0,88.2,61.3,93.0,91.3,82.2,58.6
203,ÀîÒãµÂ,249713,2021060851351,73.9,71.6,75.5,91.6,93.7,77.5,51.3,69.6,71.9,81.6,54.9
204,±´¼ÎÜ°,418220,2022030492055,73.9,74.4,67.3,89.6,65.9,89.0,69.4,71.3,67.7,71.4,72.6
205,ÅíÂ¶Ü°,043767,2022120786763,73.9,87.7,94.9,84.2,46.0,83.9,68.6,51.1,49.6,93.2,79.9
206,²ý¹ó,189876,2024090037617,73.9,74.9,83.7,79.0,56.7,84.6,92.9,55.7,89.5,53.8,67.8
207,À×ÐËºë,596996,2024110509608,73.9,78.5,86.8,74.2,57.3,75.6,61.5,84.4,72.4,78.8,69.1
208,ÃçÂ¶·ã,677506,2019030030627,73.8,80.8,76.9,85.1,62.7,75.1,82.8,51.2,81.0,91.1,51.7
