2018050171848,root,1000,69.9,7
PaU6Q,87YTO,10yZW,N8W3B,CeFAH,DNJYE,2ysUP
70.4,70.2,68.9,69.8,70.5,70.4,69.2
19,»ÆÃ·,722734,2024060453426,80.9,79.9,91.9,94.3,50.6,91.5,83.4,75.0
20,ÎâÕä¿É,256865,2023011086560,80.8,87.4,83.0,73.3,74.9,88.5,94.5,63.9
21,½¯Ô·¾§,044138,2018010953818,80.6,94.6,71.4,87.3,87.0,91.4,58.7,73.6
22,±å½àæ¼,016487,2024040348754,80.6,88.9,64.0,93.0,88.3,75.6,71.2,82.9
23,Á®»Ô,316504,2019060750433,80.5,85.0,91.8,84.4,60.3,82.7,72.2,87.2
24,±´Èï,098301,2021060450125,80.5,85.1,89.3,67.9,54.0,91.5,94.8,81.0
25,ËÕÈÊÌ©,572569,2018080726964,80.4,89.8,81.8,90.1,63.0,59.5,93.9,84.8
26,Ðíº½Ã¯,716330,2019111133047,80.4,93.9,88.8,79.3,84.6,67.6,79.1,69.4
27,Ê±Ü¿Êæ,241769,2021081126936,80.3,60.9,80.1,92.9,80.5,75.0,92.3,80.2
28,Ã÷·²É¯,506006,2022110720638,80.2,79.5,53.0,94.5,75.0,92.5,79.2,87.4
29,³ÂÃ÷,319234,2019060033410,80.0,77.1,79.4,75.8,77.7,67.2,91.9,90.8
30,Á®ÏöÕä,502279,2020110967975,80.0,91.4,72.8,92.4,61.8,85.8,84.2,71.3
31,Áø×ÓÄþ,229035,2021110253501,79.9,73.3,95.0,69.8,79.2,82.0,81.7,78.1
32,Ôª¼ÑæÂ,370072,2021111167235,79.9,87.6,92.2,82.6,93.6,65.5,69.3,68.3
33,ÔÆÀûÑ×,613892,2020111219251,79.7,90.2,57.6,90.1,87.5,83.4,65.8,83.6
34,ÌÆ×Ó,939205,2022020690508,79.7,88.2,81.0,50.8,88.9,83.3,81.4,84.1
35,Òü±òè¡,195111,2021120791140,79.6,52.5,94.3,69.5,87.1,92.1,75.1,86.7
36,×£½Ü,521562,2019030186260,79.5,64.0,90.6,93.5,81.5,61.8,83.3,82.0
37,³ÂÊ¿,984666,2020060116639,79.5,92.3,87.7,80.7,69.0,75.2,94.0,57.4
38,ÐÜÓÀ½Ü,954897,2023090069754,79.5,88.8,68.9,89.3,69.2,75.4,86.9,78.1
39,ºÂÇï,323459,2021010745907,79.4,68.0,69.9,89.5,84.3,81.4,89.7,73.0
40,Îé²¨,472783,2021100658353,79.4,68.4,83.5,89.2,84.0,75.6,92.5,62.7
41,Á®»Ô±£,973043,2023030044334,79.4,58.6,70.5,83.6,89.0,68.3,94.8,90.9
42,¸µÃúÒå,255797,2024120429701,79.4,86.2,91.7,84.3,83.5,51.4,78.7,80.3
43,»ªÑþÓ°,435454,2020021155430,79.3,79.4,88.1,67.6,89.5,62.1,83.7,85.0
44,Îº¼Ò,627814,2022090631452,79.3,84.1,93.7,74.5,67.7,54.1,91.7,89.2
45,»ÆÜ¿,412089,2018060288930,79.2,80.1,80.3,87.7,93.1,68.0,79.0,66.0
46,ÑîÀö¹ð,126175,2021050517515,79.2,88.0,92.0,59.0,79.0,76.2,73.7,86.4
47,¿×Èðæ¿,481575,2023011257501,79.2,68.1,92.3,77.3,51.5,83.4,89.9,91.9
48,³£µÂÊ¤,780985,2023090558530,79.2,90.0,79.3,81.7,63.7,70.1,85.8,83.6
49,Ê··å,245742,2019110874225,79.1,86.4,86.2,93.8,59.5,83.3,80.6,63.6
50,ÅíÔÆ,609167,2021100026739,79.1,89.9,90.5,94.0,71.7,56.0,83.6,68.3
51,Òüåû¿É,447397,2019120469729,79.0,80.1,92.4,80.8,81.8,86.5,45.9,85.4
52,ÎºÜ°¶ð,584632,2022010663237,79.0,84.2,75.9,71.6,78.1,62.9,87.7,92.4
53,Ò¦ÎÄ,575996,2019120789657,78.9,91.1,74.3,90.0,79.4,74.8,84.7,58.0
54,²ýÓ¢ÃÎ,302181,2019060218167,78.8,78.0,64.3,85.0,91.7,74.7,83.0,74.8
55,¹ËÓñ,825927,2020010132702,78.6,89.5,93.2,69.0,88.8,85.8,56.7,67.0
56,ÄßÝº,731177,2022010467729,78.6,75.2,77.3,53.5,83.7,77.0,90.5,92.7
57,Ë®Òå¸Õ,735331,2018120203104,78.5,84.2,69.6,78.5,91.9,89.6,57.8,77.8
58,¸µÑÅÒÇ,670918,2020010791859,78.5,93.8,75.9,51.2,91.5,93.6,86.5,56.7
59,Ç®è´·Æ,736863,2024080686363,78.5,60.7,78.5,89.4,73.5,94.8,81.5,71.2
60,ÚùÄÈ,619319,2024090091914,78.5,79.5,60.7,76.0,80.1,91.3,89.6,72.0
61,ÇüÑÒ,011985,2018060668551,78.4,56.7,86.8,94.1,88.2,68.2,79.1,75.9
62,²Ü³É,665838,2023010763870,78.4,85.0,81.3,81.0,89.8,76.4,65.2,70.2
63,½ðéªÈÊ,727986,2024111158625,78.4,85.6,88.7,60.3,91.6,83.4,84.5,55.0
64,ÂíÈáÑþ,316872,2022100597251,78.3,74.3,80.6,76.3,58.4,92.4,72.2,93.6
65,ÂÀÐÐÔª,223636,2021040693639,78.2,76.3,47.6,88.9,89.5,89.1,83.0,73.2
66,°ØÇÉÈØ,731086,2024040128640,78.2,79.5,87.8,77.2,73.2,83.2,87.5,59.3
67,Ñ¦Ë¬,532133,2019090413315,78.1,57.1,83.0,92.9,70.7,88.5,90.9,63.9
68,ÎºÕæÀò,428423,2023080742336,78.1,66.6,83.5,55.9,89.5,66.8,90.4,93.9
69,ÆÝ»·,865553,2018060785335,78.0,88.7,57.5,90.1,82.1,63.3,90.4,74.2
70,Ò¦ÐËÆ½,062321,2018061212159,78.0,52.0,83.7,87.7,73.8,88.9,80.2,80.0
71,³ÂË³,583284,2021080088471,78.0,72.7,89.2,89.5,63.6,60.4,92.7,78.0
72,Âí¸£éª,616170,2020121187074,77.9,88.9,58.2,61.2,67.1,92.2,90.6,87.4
73,Ñ¦Ã÷,497181,2022050548118,77.9,85.0,72.4,80.9,93.0,82.3,69.5,62.5
74,Ö£Ï¼,103063,2019110286370,77.8,58.0,84.2,84.7,91.4,90.3,61.7,74.0
75,ÁºÏé,844898,2020120419812,77.8,74.1,94.7,69.9,77.2,48.6,91.2,88.8
76,·üÊ¿Ç¿,300428,2022070862856,77.8,54.8,70.2,91.4,72.7,92.7,73.1,89.4
77,Óá·¼,759167,2019051046741,77.7,67.2,88.1,85.5,79.3,64.6,92.4,66.8
78,Æ¤Ï£ÇÙ,761898,2021120659804,77.7,80.7,80.0,80.3,73.7,89.4,82.0,57.8
79,ÆîÃ¼Ó¢,795794,2022040139456,77.6,90.8,83.6,60.8,50.9,80.7,93.9,82.4
80,Óà³É·ç,865314,2018080901430,77.5,90.0,56.7,90.9,53.7,67.8,93.7,89.4
81,»ÆºÉÓý,754069,2019080636954,77.5,89.6,93.5,86.5,72.5,48.0,93.4,59.2
82,Óá·å,699612,2019050381273,77.4,73.8,62.2,94.5,55.9,91.9,93.7,69.9
83,ËÎÈÚ,883590,2021120749002,77.4,94.0,92.7,62.3,60.2,88.0,68.2,76.3
84,ÍõÔÃ,398834,2024011133445,77.4,94.2,80.4,59.6,76.3,72.3,69.5,89.6
85,Ñî¶ð·ï,758862,2019110746273,77.3,68.3,73.5,86.6,51.6,90.4,79.4,91.2
86,ËÕÌì,086006,2021120310623,77.3,94.4,58.4,82.4,91.4,80.2,70.5,63.8
87,Ô¬ºëÈÊ,240850,2023110115018,77.3,92.4,56.1,51.9,84.1,81.3,86.4,88.7
88,Ñ¦³½¸»,820687,2019100928729,77.2,73.6,92.1,71.1,50.0,76.8,82.2,94.3
89,Á®ÓñÕä,197558,2021071005815,77.2,85.7,78.4,83.0,89.3,66.1,80.4,57.4
90,Éò±£,701005,2023030340505,77.2,70.9,86.0,83.8,59.9,66.3,84.7,88.7
91,ÆÝÒå,702038,2023040973823,77.2,54.7,78.9,82.6,86.7,80.2,73.2,84.1
92,Ñ¦Ê¢,406062,2023060786249,77.2,56.6,88.3,71.5,83.5,81.6,79.1,79.5
93,¹ËÃÃ,454206,2024020810607,77.2,87.4,85.0,64.5,86.1,61.6,94.3,61.6
94,ÎéÌ©,708126,2020070982662,77.1,82.2,77.6,88.9,73.7,86.5,75.2,55.3
95,ÖÜÒË,675187,2020110858745,77.1,45.2,92.1,66.0,68.6,88.7,94.4,85.0
96,Â³ÎÄ½¡,767001,2021051070110,77.1,83.3,57.4,81.9,62.9,73.9,89.2,91.4
97,×£Éú,772301,2022020090106,77.1,66.1,81.6,87.1,86.5,79.0,85.1,54.5
98,Ñ¦¿É,680132,2022091053206,77.1,90.4,87.9,59.7,60.0,60.3,92.0,89.1
99,ÐÜ´¿,641001,2023020190172,77.1,85.7,58.9,91.7,73.2,53.2,92.0,85.2
100,ÃÏÕê½õ,645768,2019030806859,77.0,86.2,75.6,90.9,84.0,68.0,48.0,86.0
101,Éò°®ÔÂ,425949,2020080674942,77.0,94.1,80.0,65.0,81.1,60.4,68.8,89.8
102,»ÆÑÞ,905670,2020100467023,77.0,71.4,59.9,67.9,65.3,91.9,94.0,88.3
103,Ô¬²ÊÒÕ,162711,2021070201123,77.0,68.0,56.3,61.6,91.0,92.5,78.8,91.1
104,ÓÚ´Ï,058498,2019080659810,76.9,54.3,53.1,64.3,94.9,93.8,92.4,85.8
105,Á®çþ,194914,2020060751407,76.9,83.0,94.2,67.6,87.0,46.5,77.1,82.6
106,ÇØÜ°ÑÅ,010603,2021030220338,76.9,75.1,63.7,86.4,69.4,92.8,89.7,61.5
107,ÀÖÖÂ,931980,2024110118047,76.9,47.4,79.7,78.2,81.2,81.1,82.7,88.3
108,Æîº½,486854,2021070155448,76.8,79.9,85.9,56.3,86.0,74.0,78.2,77.6
109,±´¼ÎÜ°,418220,2022030492055,76.8,77.5,71.6,93.5,74.9,82.7,72.3,65.2
110,³Âè¡,434845,2022110654570,76.8,68.5,86.5,70.0,94.9,56.5,88.8,72.2
111,¼Æ·Æ,516845,2018021094575,76.7,86.1,45.0,80.8,80.4,78.7,92.3,73.5
112,½ªÓ¢æý,681402,2021010090249,76.7,65.8,92.5,48.5,64.5,87.5,89.4,88.5
113,ÆîÁÕ,426921,2019050862116,76.6,87.0,76.8,83.7,64.2,67.9,86.6,69.9
114,ÅËÃ¼,095814,2019100451424,76.6,80.1,91.4,77.4,75.7,54.9,93.2,63.3
115,Äß·¢,014272,2019100777254,76.6,90.3,76.6,64.6,69.2,71.0,92.4,72.3
116,ÄÂÈÚÇä,471772,2023070657229,76.6,68.9,69.2,93.4,80.7,78.4,93.1,52.3
117,·ü½à»·,321311,2024010081145,76.6,88.4,70.6,72.5,77.6,53.4,82.7,90.8
118,ÂÞÇÙ,181025,2024090422520,76.6,55.1,94.3,51.4,93.3,56.2,91.0,94.9
119,ÎºÈï¾ý,344903,2021010750317,76.5,85.1,47.7,71.2,86.0,91.0,60.0,94.6
120,³ÂÓ½Ïã,356560,2019120946022,76.4,80.8,92.0,88.6,80.9,47.5,94.2,50.9
121,ÓàÑã,708325,2021090482523,76.4,81.5,55.2,86.5,91.0,76.3,68.4,75.8
122,ÖÜè´,203700,2024020270022,76.4,79.9,74.8,88.9,74.2,92.5,69.0,55.3
123,ºÎæÃäÞ,985820,2024080672035,76.4,92.2,73.2,85.9,68.1,62.6,85.2,67.7
124,ÅËÃú,361716,2018080771654,76.3,81.2,79.0,92.8,46.8,71.3,77.4,85.6
125,ÓíÐÇ,969605,2020050320532,76.3,68.1,87.2,92.3,87.1,64.4,82.1,53.2
126,Ã«ÓñæÂ,402032,2020110693258,76.3,92.4,45.4,93.4,92.1,85.7,53.3,71.7
127,¸ðÏãÀò,215175,2023110137514,76.3,92.2,83.0,66.3,64.1,70.3,64.8,93.6
128,±´ÑÇ,754291,2024060599126,76.3,93.0,86.9,88.5,77.5,50.5,69.2,68.6
129,Ç®´ä,849182,2024100948273,76.3,69.4,73.6,90.3,71.5,81.7,66.1,81.5
130,Ð»Òã,118822,2019080822228,76.2,94.1,57.1,66.4,70.7,78.9,94.7,71.7
131,»¨½à,012427,2020040842739,76.2,78.9,80.1,69.5,69.0,81.3,70.1,84.7
132,ÂÞÊÀ·¢,914230,2020091183072,76.2,85.5,91.4,57.3,70.6,59.2,89.7,79.9
133,Ì¸Óý,818364,2023020096431,76.2,84.1,79.4,67.6,82.1,86.1,50.3,84.0
134,¼Æ´¿»ª,842428,2023090392874,76.2,70.8,65.1,86.4,83.7,91.5,64.3,71.4
135,ÕÅº½ÐÛ,087063,2019010776373,76.1,94.5,54.6,94.2,77.8,94.1,71.7,45.9
136,ÇØÄÈÓ°,217922,2019080652228,76.1,86.9,77.9,54.6,71.2,93.0,90.7,58.2
137,Æ½Óý,781955,2024070105535,76.1,76.7,70.4,82.4,89.3,94.6,69.7,49.8
138,ÉòÑþ,887601,2019080650161,75.9,65.4,82.0,79.3,49.3,92.4,77.5,85.6
139,ÈÎá°Ý¼,654450,2021080565040,75.9,80.2,89.8,64.9,83.1,76.7,64.4,72.4
140,À×ÐËºë,596996,2024110509608,75.9,82.7,86.0,82.6,92.4,53.1,80.6,54.1
141,ÃÏÊ¤Ê¤,603752,2018011045226,75.8,46.1,89.3,73.8,65.1,86.1,93.0,77.3
142,Ç®´ä,196951,2018050555128,75.8,93.4,94.3,69.6,56.1,71.0,63.5,82.6
143,ÁºÈÙ,827319,2019050671967,75.8,72.6,49.0,67.0,84.2,92.7,94.9,69.9
144,Á®ºë,674674,2020060267466,75.8,92.5,71.7,89.7,77.8,60.7,80.3,58.0
145,Ã÷Ê÷Ë³,549299,2023110509904,75.8,73.9,53.1,86.7,88.6,88.3,47.1,93.2
146,Ãç´ä,635702,2024030300218,75.8,56.4,50.1,88.8,65.4,94.0,81.2,94.8
147,±«Ç¿,493308,2019051100818,75.7,84.9,69.9,70.5,85.3,81.8,48.8,88.8
148,ÞÉÕêæ¼,517868,2021070866816,75.7,51.3,75.7,86.6,62.6,86.6,86.6,80.4
149,ÀÖÇ¿¸Õ,506354,2023100755471,75.7,78.9,86.5,88.5,49.9,85.9,59.2,80.9
150,Ò¦Ö¦,271376,2024050707649,75.7,74.3,57.8,81.3,93.7,83.7,82.9,55.9
151,µÒÄþ,416596,2020060769630,75.6,83.2,77.4,68.8,57.4,75.4,88.8,78.2
152,ÅÓ¹Ú,803299,2020090779901,75.6,89.9,66.8,87.5,84.2,50.8,65.7,84.5
153,ÌÕÄþ,511051,2021110085128,75.6,68.4,55.2,67.5,92.9,85.3,79.6,80.1
154,ÎºÃúÀû,662858,2020010395802,75.5,74.6,84.1,88.8,69.0,76.0,50.6,85.3
155,¶­²¨,133039,2020110803917,75.5,74.5,74.2,58.9,56.7,94.8,85.5,83.6
156,¶­±ò,904635,2020121183548,75.5,78.6,89.3,59.1,70.2,79.1,64.1,88.3
157,·ïÑ§,891346,2019010134603,75.4,49.8,73.7,70.9,86.5,82.3,88.2,76.7
158,·½Ë¼,378345,2019110134514,75.4,84.5,68.5,66.3,91.9,82.9,62.8,71.0
159,Æ¤Ç¿¹ó,119426,2020110932655,75.4,62.3,81.0,85.3,80.6,68.9,79.2,70.7
160,ÆÝÒå,314087,2021060808756,75.4,64.5,94.4,82.0,51.5,83.5,65.1,87.0
161,Ê·»ª½à,576399,2022080079910,75.4,93.2,86.0,86.5,60.2,66.0,89.8,46.3
162,¿°Ïþ,411420,2023040242014,75.4,85.1,82.8,88.9,62.6,92.3,50.7,65.4
163,³£ÉúÎÄ,849238,2023080973841,75.4,71.1,82.7,71.7,58.6,83.5,89.4,71.0
164,Âí¾üè¡,719598,2023101209853,75.4,73.7,84.0,92.5,78.8,68.1,45.8,85.2
165,ÎéºÉ·Æ,634544,2018120094460,75.3,85.0,51.2,92.8,83.2,58.4,62.9,93.5
166,Òü³½,142592,2020030449209,75.3,72.9,60.8,88.3,81.3,70.1,67.9,85.5
167,ËïÔÏð¥,771646,2020090514635,75.3,72.2,79.8,77.9,63.8,51.1,88.9,93.7
168,ÇØ¸Õ»Ô,971085,2021080318553,75.3,67.7,89.9,71.8,81.1,85.5,74.0,57.0
169,Úù¾²èµ,164665,2023041196566,75.3,56.4,55.0,87.3,76.6,80.8,88.8,82.0
170,ÓáÔªÑ§,492661,2023061136102,75.3,87.2,83.6,69.0,78.8,71.3,62.0,75.1
171,Ëïº®ÁÕ,705936,2024031243652,75.3,75.3,85.2,59.2,80.9,80.6,94.6,51.2
172,ÑîÁ¼,988316,2024070281641,75.3,59.6,89.8,62.7,73.6,89.5,89.5,62.2
173,ÂÞÜ°Ö¦,480118,2018010351850,75.2,64.2,76.4,76.7,85.3,84.3,84.9,54.4
174,Æ¤ÖÐÓÀ,568598,2019031129842,75.2,90.0,65.6,90.6,84.0,65.6,57.1,73.5
175,ËïÁ¼Çå,041207,2020060690751,75.2,72.4,78.2,74.1,75.0,94.0,86.0,46.4
176,Ç®ÔÂÀò,413766,2021080446666,75.2,88.0,69.4,82.5,53.7,92.6,59.4,81.1
177,½¯Ê÷³É,076602,2024030920226,75.2,92.7,85.3,61.0,48.9,88.6,85.0,64.6
178,·¶èµ·Ò,282970,2021110807069,75.1,67.4,80.3,74.8,85.4,78.2,93.4,46.2
179,½ªÑ§,189012,2022111131228,75.1,47.5,80.4,80.6,82.4,54.5,92.8,87.2
180,»ª¹ãÖÂ,511815,2023010921567,75.1,62.8,86.3,77.5,88.4,75.4,72.9,62.5
181,±«âù,236741,2023051174110,75.1,75.9,58.7,63.6,75.8,91.5,93.2,67.1
182,ËÎóÞ÷ì,381215,2024030721534,75.1,64.9,64.7,88.4,71.1,87.8,85.6,63.1
183,ÏîÜç,368004,2018070850428,75.0,64.6,78.7,65.7,84.3,70.8,73.5,87.2
184,·¶Êæ¶ð,510304,2018101180429,75.0,87.3,62.9,87.7,51.7,85.1,93.9,56.6
185,ÒüË¬Ã¼,297201,2018120290116,75.0,80.7,71.9,93.0,52.2,92.3,68.1,66.8
186,·¶É½Îä,250361,2019010716164,75.0,53.5,75.5,77.0,55.9,79.3,94.1,89.8
187,ÎâÖ¾,770473,2019060027306,75.0,83.2,86.0,49.7,89.6,72.3,78.6,65.3
188,Íô¼§·Æ,761928,2022091022848,75.0,87.9,85.7,71.0,80.2,70.4,82.1,47.7
189,»ªº£É½,965277,2023100117754,75.0,71.7,93.3,72.4,46.9,88.8,59.3,92.5
190,ÄÂºì,840463,2023120396312,75.0,80.4,45.6,50.6,81.7,94.3,79.6,92.8
191,¿µÊç»ª,252299,2024030839906,75.0,79.9,85.3,78.8,84.2,46.4,67.9,82.5
192,×ÞÑÞ,679491,2024060689115,75.0,72.9,86.3,85.5,54.8,91.9,66.3,67.5
193,²·ÒÕçù,047978,2019020697844,74.9,81.9,70.8,49.1,88.9,91.6,68.4,73.3
194,ÌÆÊÀ,838510,2019050011054,74.9,66.2,66.2,93.9,88.2,82.5,73.5,53.8
195,ÎÀè¡,412453,2022071145320,74.9,86.2,93.0,54.3,86.6,69.6,76.3,58.6
196,ºÍÖ¥Àö,765677,2023010607717,74.9,78.1,82.5,68.1,70.8,73.3,82.1,69.5
197,Ê©ÎÄ,501031,2024091143110,74.9,62.8,56.5,93.6,74.6,78.7,87.5,70.8
198,·ïÜø,449109,2018100430901,74.8,78.1,81.3,67.0,68.8,78.5,91.4,58.5
199,Ïî¼§,230970,2019041137053,74.8,79.8,72.7,55.6,65.5,84.0,77.2,89.0
200,Ô¬³½,176637,2020011113772,74.8,76.3,88.2,80.5,70.9,81.8,55.0,70.7
201,¼Í°®,036057,2022080775742,74.8,62.8,76.4,79.2,80.3,61.5,70.7,92.6
202,Ò¦Àó,373859,2023100275931,74.8,93.2,51.1,77.4,94.6,61.4,90.6,55.3
203,ºÍÎ°º£,438949,2024020974951,74.8,82.5,72.8,89.9,84.2,65.1,78.9,49.9
204,ÂÀÆ¼,905432,2024121013249,74.8,80.4,87.0,62.1,52.6,83.0,89.5,69.2
205,ÅÓÑÒ,680878,2019090547864,74.7,89.0,59.4,88.1,88.5,49.7,94.0,54.3
206,ÅÓÁ«,805083,2019090778351,74.7,67.4,89.2,90.0,83.3,60.1,78.3,54.8
207,»¨ÈÙ,607125,2020060472516,74.7,86.4,94.2,54.6,84.3,74.9,63.8,64.6
208,ÎâÌ©,397686,2022040498634,74.7,47.3,87.4,69.1,75.9,61.4,92.0,90.1
209,ÎâÖÐÐÅ,378169,2022080346969,74.7,85.3,85.0,58.0,85.8,69.8,80.2,58.6
210,ÕÔÙ»ÔÆ,280141,2022120054128,74.7,64.8,62.7,90.3,73.3,82.5,80.8,68.2
211,·ü¿¡,262720,2024091192051,74.7,83.0,87.7,92.4,59.6,87.3,58.4,54.7
212,ÕÅÐÅ,448361,2019010436141,74.6,82.5,92.2,68.3,75.8,50.1,80.2,72.9
213,ÍõÆ¼»¶,304755,2019101045513,74.6,55.0,83.8,79.0,74.5,88.7,82.7,58.8
214,°ØÄþ,677906,2020080860601,74.6,86.5,59.0,75.5,66.8,86.4,76.4,71.3
215,ÞÉÊÀ,315078,2023040967828,74.6,80.4,75.6,89.1,76.2,46.1,85.2,69.8
216,ÃÏË¬,742914,2024031161442,74.6,82.8,79.8,78.7,95.0,53.3,85.0,47.4
217,±åÐãÝ¼,456898,2024090829832,74.6,72.4,88.3,78.4,87.6,54.1,48.4,92.8
218,Á®Ê¿¶«,431692,2022030119271,74.5,63.7,82.4,89.2,85.3,65.8,81.2,54.2
219,²ý¹ó,189876,2024090037617,74.5,73.7,72.6,72.3,81.5,89.4,69.5,62.3
220,ñ¼æ¿,100340,2018090994069,74.4,78.9,52.3,84.4,84.5,78.6,48.6,93.3
221,Î¤ÄþÖÐ,982917,2020041181775,74.4,83.8,80.7,81.3,71.2,77.9,49.4,76.3
222,ÕÔ²¨ÐÇ,700030,2022030023062,74.4,68.7,94.8,70.7,93.8,55.0,68.1,70.0
223,ÂÀÖñº®,488647,2019010514710,74.3,67.4,60.4,71.9,76.6,87.9,91.5,64.7
224,ÅË¸»,324270,2019120687022,74.3,87.3,65.0,76.8,73.0,62.6,74.5,80.6
225,ÕÔ½Ü·É,746318,2020010221804,74.3,68.8,73.9,85.6,84.2,86.6,45.6,75.1
226,ÂÀ²Ê,025138,2020080883801,74.3,92.9,45.6,75.9,64.0,79.8,83.6,78.1
227,½ðÃ÷,753999,2020110669946,74.3,71.6,77.2,51.9,71.9,92.5,83.2,72.1
228,ÀîÒãµÂ,249713,2021060851351,74.3,84.7,86.3,66.9,74.0,62.1,78.1,68.1
229,Éò³É,788606,2021120360664,74.3,52.0,76.3,64.8,85.1,78.0,75.7,88.4
230,ÂÀÔ·æ¼,925760,2022021096043,74.3,89.2,89.6,69.9,61.2,69.0,59.5,81.8
231,Ë®ÈÙ,867275,2022050247526,74.3,66.3,86.4,87.5,72.0,68.0,58.9,81.2
232,Òó¶ðÃÀ,745461,2022110506129,74.3,85.9,69.5,93.0,51.6,75.1,93.3,51.4
233,¿µÑ×,596899,2020070159909,74.2,92.2,64.0,75.4,77.5,69.4,49.9,91.2
234,²ÜÑÒÁ¦,851176,2020070297609,74.2,46.3,93.9,81.9,61.9,86.0,62.7,86.8
235,Íô²¨ÐÛ,586548,2021050574840,74.2,74.2,86.9,54.7,50.8,81.7,79.4,91.7
236,ÖÜÓÂ,729570,2021060957012,74.2,79.7,85.1,47.8,57.7,86.0,70.0,92.9
237,ÑîÜ¿,314493,2022020429334,74.2,71.3,78.3,86.0,57.7,76.2,80.2,69.8
238,Îé²ÅéÅ,612826,2022020762661,74.2,57.8,73.2,63.1,83.6,86.8,93.4,61.3
239,ÓÚæ¼´Ï,928200,2022110400049,74.2,94.6,84.4,87.8,51.3,90.8,62.2,48.1
240,½ðÖ¦Äý,361528,2023060652858,74.2,52.2,89.8,91.8,69.3,54.5,74.1,87.9
241,ÂÞÑÅÙ»,481000,2023061250019,74.2,89.9,82.1,48.1,48.3,94.3,75.9,80.6
242,°²Æ¼,462446,2019110244635,74.1,63.1,94.9,60.1,89.4,80.7,59.6,71.2
243,³ÂÊ¢,226001,2018010710167,74.0,92.0,57.9,75.1,94.5,50.5,83.9,63.9
244,×ÞÐË¸Õ,278272,2018101067269,74.0,88.8,71.0,45.4,73.1,93.4,81.5,65.1
245,²Üº£´ï,660232,2019010503219,74.0,62.3,73.2,72.7,83.6,66.0,81.0,79.3
246,ÅÓÁ¦,404151,2020010675151,74.0,67.4,91.4,75.1,93.0,49.5,73.7,67.8
247,ÀîÑþçþ,808750,2021090565046,74.0,88.2,77.5,67.0,62.1,69.0,64.1,90.1
248,ÎÀÊç,561231,2022070683126,74.0,47.3,70.0,77.4,71.1,74.2,86.5,91.4
249,ÄÂ¿¡¾ü,938208,2023090620809,74.0,92.7,56.1,74.5,78.3,69.0,74.1,73.4
250,ÓàéÅÎ°,072519,2023100661932,74.0,82.2,54.2,56.6,68.6,94.1,79.0,83.4
251,Âí»·,505091,2020081079120,73.9,81.0,62.8,92.2,61.6,87.2,87.3,45.1
252,²·ÊÀÑ×,436756,2022071195657,73.9,76.1,78.2,65.6,73.4,76.5,85.3,62.5
253,ÉÛ½Ü,483087,2024070738719,73.9,71.7,78.7,64.2,79.2,86.8,71.2,65.8
254,ÎéÃú,243155,2018050465540,73.8,74.8,70.1,73.4,60.5,93.4,80.8,63.3
255,ËÎ·²,981573,2018090787306,73.8,69.4,68.1,89.5,66.2,73.8,63.5,86.2
256,ÊæÆ®,821584,2019070818463,73.8,61.7,92.5,93.6,57.7,60.2,90.7,60.4
257,ÎÀÑÇ,451753,2020020435325,73.8,70.2,56.3,84.2,73.2,60.4,88.2,84.3
258,¿µÆ½Ê¿,955643,2021060904320,73.8,53.6,70.2,81.9,87.0,81.3,48.5,94.2
