201909022205,root,1000,70.0,7
0knbe,2JOYV,oByaX,rWSd1,BqPw5,qVcYB,AhkpT
70.4,70.1,70.8,69.6,70.1,69.7,69.3
27,ÅíÖñ,724432,2018061233248,81.1,60.1,89.8,73.4,91.8,91.1,69.6,92.1
28,¼ÆÁú±ò,644163,2019020786323,81.0,64.8,84.2,74.2,92.6,84.4,90.0,76.7
29,Ñ¦Ã¼,893285,2022040708567,80.7,92.4,83.7,76.3,82.4,92.3,46.7,91.2
30,Ôª±ò,399911,2018040491132,80.6,87.3,93.4,71.0,94.7,80.4,73.0,64.1
31,Ã«æ«,910899,2018080619951,80.3,89.8,75.2,90.5,83.7,55.9,87.5,79.3
32,Ñ¦ÐÅÈÊ,437758,2018040945831,80.1,94.2,85.8,47.0,81.3,90.4,68.1,94.1
33,ÆÝ÷ì,588707,2018090660725,80.1,89.4,94.9,79.3,85.2,61.7,73.9,76.3
34,Ñ¦Ë¬,532133,2019090413315,80.1,89.3,88.7,90.5,67.9,83.0,69.0,72.4
35,ÖÜÒË,675187,2020110858745,79.9,48.4,67.7,91.6,87.8,94.9,93.5,75.4
36,¼Íæ«ÃÎ,719723,2021111052370,79.8,79.9,78.1,94.1,83.7,89.0,49.7,83.8
37,Òü±òè¡,195111,2021120791140,79.7,46.8,81.0,86.7,89.3,82.1,87.9,83.8
38,¸ðÁ¦,254302,2024060790262,79.7,61.6,85.4,91.3,60.8,90.9,83.6,84.3
39,ÎéÌ©,708126,2020070982662,79.6,62.8,77.2,88.9,71.3,90.0,82.7,84.4
40,ÀîÒãµÂ,249713,2021060851351,79.6,78.0,59.4,94.7,63.7,90.6,89.6,81.4
41,¿×¶¦º½,295872,2024060877266,79.5,71.8,73.8,73.6,88.4,86.6,86.4,76.1
42,»ª·Æ,821568,2023100336843,79.4,88.7,93.5,49.1,74.3,80.8,76.1,93.3
43,ÀîÑþçþ,808750,2021090565046,79.3,83.1,68.0,90.4,73.4,78.6,89.6,72.3
44,»ª¹ãÖÂ,511815,2023010921567,79.2,82.0,86.3,70.6,70.9,67.8,83.8,92.8
45,ËÕÇä,507239,2021030213950,79.1,89.3,92.3,90.2,57.5,85.9,83.1,55.6
46,Âíè¥,030708,2018100150819,79.0,75.0,80.3,78.4,86.6,93.0,84.8,55.0
47,ÎÀØ¹,532622,2020060172227,79.0,72.1,94.9,71.0,66.2,91.0,86.9,70.8
48,Î¤Éú,391189,2022030458952,79.0,89.8,69.1,94.6,77.5,61.0,94.3,66.8
49,ÇØÈ«,360872,2021071157206,78.9,78.0,88.4,57.1,91.4,56.5,94.6,86.6
50,º«Ê¿,583960,2019091246032,78.8,94.8,94.0,90.9,46.4,73.3,70.0,82.0
51,Ð»Ë¼,476875,2021050757507,78.8,81.9,89.2,94.1,65.6,78.4,69.8,72.7
52,Ë®¸Õ¶¦,270514,2019121081472,78.7,83.9,89.6,70.1,81.0,84.2,84.7,57.3
53,Îº¿¡¶¦,368163,2022020436337,78.7,92.5,45.5,78.9,92.4,71.3,93.4,77.1
54,ÔÆÝ¼µ¤,734639,2023090643966,78.7,77.3,87.6,75.4,89.7,78.0,89.0,54.0
55,·ü¿¡,262720,2024091192051,78.7,89.8,82.9,71.0,83.2,88.3,60.0,76.0
56,ñ¼Ó½¼§,773437,2019081193718,78.6,91.9,70.6,73.6,94.9,70.9,92.2,56.2
57,·½»¶Äþ,536744,2019100404466,78.6,80.4,93.3,81.6,85.9,88.4,62.3,58.5
58,ÂÀÑþÄþ,277815,2020120811558,78.6,88.6,94.6,91.6,66.3,51.0,87.1,71.2
59,·ü¾û,207298,2021040489813,78.6,79.2,94.9,77.5,71.7,78.0,58.5,90.6
60,ÍôÒ¶,463862,2018040716203,78.5,84.7,74.0,50.7,90.0,74.1,90.3,85.8
61,ê°È«,250234,2024110623415,78.5,71.1,75.4,88.2,67.0,72.7,92.0,82.9
62,ÞÉÕêæ¼,517868,2021070866816,78.3,85.6,81.5,86.7,64.8,88.5,55.4,85.7
63,ÇØ¹âÎ°,416212,2022120291221,78.3,77.0,91.0,62.0,85.2,85.2,72.7,75.0
64,ÔªÀ½,832242,2021011124246,78.2,75.7,78.4,69.3,86.0,66.3,79.4,92.6
65,ÕÔ±ùÇï,781616,2018010671663,78.1,84.2,75.5,64.0,58.6,88.5,80.7,94.9
66,Îº¼Ò,627814,2022090631452,78.1,92.4,58.6,78.5,84.8,83.5,92.6,56.2
67,ÂÞÜ°Ö¦,480118,2018010351850,78.0,77.4,82.5,87.9,55.8,84.3,79.5,78.7
68,ÇØ½¡,330753,2021070995356,78.0,82.1,82.2,91.3,94.5,62.5,64.6,68.9
69,Ïî¹ó,353998,2024120429822,78.0,89.2,69.2,51.9,90.7,81.4,93.5,69.8
70,ÅËÈðÑÞ,820962,2018060166229,77.9,70.1,61.4,90.2,89.8,59.7,84.6,89.2
71,ÅË¸»,324270,2019120687022,77.9,83.5,74.7,94.6,85.1,86.1,69.5,51.5
72,Ãç´ä,635702,2024030300218,77.9,89.6,87.4,62.5,84.0,64.2,71.7,86.0
73,ÇØ½¨,426309,2018030640969,77.8,70.7,92.7,86.3,56.2,77.6,82.9,78.5
74,°²Éú,223253,2019050715334,77.8,51.7,62.5,92.2,84.5,67.4,92.6,93.6
75,³ÂÃ÷,319234,2019060033410,77.8,88.0,73.3,54.1,89.1,85.8,76.8,77.4
76,ÀîÐÐ·ç,961216,2019060801616,77.8,64.0,92.2,60.1,76.0,85.0,83.6,83.8
77,ÀÖÎ°,446866,2021071026626,77.8,78.2,94.1,79.1,58.3,89.5,91.1,54.2
78,Ç®ÔÂÀò,413766,2021080446666,77.8,90.8,79.9,82.5,82.6,64.7,67.2,77.1
79,ÔªÜ°ËØ,026933,2023100053350,77.8,78.4,91.2,75.7,66.8,89.9,67.8,74.5
80,ÇØ¸Õ»Ô,971085,2021080318553,77.7,87.9,87.4,94.6,51.4,70.8,66.3,85.5
81,»¨·ÉÀû,875303,2023020250301,77.7,83.0,84.9,91.5,79.5,85.9,59.0,60.2
82,·ïÜø,449109,2018100430901,77.6,91.7,59.7,91.0,66.2,65.1,82.2,87.0
83,Ô¬³½,176637,2020011113772,77.6,81.7,75.1,85.1,86.6,81.7,45.3,87.7
84,ÎºÑÞ,899965,2021030406534,77.6,79.9,85.0,82.2,86.6,69.2,90.2,49.9
85,¼Æ´¿»ª,842428,2023090392874,77.6,64.3,88.9,76.8,82.4,83.3,94.0,53.5
86,ÛºÝº,662569,2022021146915,77.5,68.9,81.3,88.9,76.9,79.0,72.2,75.1
87,»ÆÑÞ,905670,2020100467023,77.4,88.4,77.3,88.4,70.5,88.7,45.0,83.2
88,·¶ÈðÓñ,866357,2023110545720,77.4,85.9,70.9,84.3,82.7,67.9,57.5,92.4
89,ÍõÔÃ,398834,2024011133445,77.4,77.8,90.2,92.0,73.8,51.9,83.6,72.5
90,ÂíÁú¿¡,686309,2019120150940,77.3,87.1,78.7,58.1,62.5,89.4,74.8,90.7
91,´÷³½,407792,2022120489217,77.3,47.5,68.4,94.6,82.5,92.7,72.2,83.1
92,¸ðÏãÀò,215175,2023110137514,77.2,87.7,59.4,85.2,62.2,87.8,69.2,88.8
93,ÅíÒÇ,792379,2019100437963,77.1,90.4,76.7,72.7,89.6,89.2,63.2,58.1
94,ºØÌÚéª,718555,2021030285533,77.1,83.1,84.6,78.9,90.4,83.9,70.1,48.7
95,¸ð¶«,911145,2021040074555,77.1,84.1,62.6,92.1,90.7,52.1,67.2,90.8
96,ÒóÐÛº½,533732,2021080783248,77.1,86.9,67.3,92.0,87.7,55.0,87.8,62.7
97,ËÕÌì,086006,2021120310623,77.1,84.4,90.2,60.6,50.6,81.6,89.8,82.5
98,²·ÊÀÑ×,436756,2022071195657,77.1,89.3,75.9,77.8,79.9,92.8,56.3,67.5
99,ÌÀçþËØ,449406,2024050160669,77.1,64.9,84.7,89.9,74.3,75.8,74.3,76.0
100,ÞÉÔÂ,491077,2023060557720,77.0,56.2,90.6,91.5,85.4,71.6,63.5,80.5
101,Äß·¢,014272,2019100777254,76.9,78.3,93.5,71.6,68.2,48.4,83.9,94.6
102,Çü¸ÕÑ×,674109,2021080100942,76.9,53.5,75.7,70.4,88.0,73.9,91.5,85.5
103,Ò¦Ñ§,637140,2019060614003,76.8,92.6,76.3,62.5,63.1,67.3,83.5,92.2
104,Óà¾ýÂ¶,469474,2020060117438,76.8,72.4,80.7,91.7,77.3,45.4,83.5,86.8
105,×ÞÃ÷,540648,2021111224813,76.8,83.2,75.2,51.0,88.7,80.6,85.9,73.1
106,µÒÐÛ,445521,2023060252116,76.8,92.0,63.4,65.7,78.6,79.0,72.3,86.6
107,ÎâÏ¼Áá,616457,2018010865701,76.7,63.2,82.4,51.9,80.1,90.9,82.9,85.3
108,×ÞÔÃ,284445,2018100994503,76.7,69.5,71.3,76.3,77.2,78.7,82.3,81.9
109,Ã©º£Ê¿,191346,2021021024634,76.7,77.2,57.1,79.8,49.2,93.2,89.3,91.0
110,²·Á¦Á¼,171414,2021030491416,76.7,49.2,79.0,84.0,90.0,93.0,88.5,53.1
111,ÎâÌ©,397686,2022040498634,76.7,76.6,80.3,88.1,93.3,72.9,56.2,69.7
112,ºØÓÀ¾û,007256,2022110885669,76.7,88.8,46.2,68.5,63.8,85.2,90.7,93.8
113,ÉÛ½Ü,483087,2024070738719,76.7,62.4,85.3,70.3,75.0,81.2,74.7,87.9
114,Ê©ÎÄ,501031,2024091143110,76.7,57.9,70.1,72.4,94.2,74.9,86.1,81.5
115,ÒüÀûÐÐ,718297,2020070049742,76.6,89.4,67.1,56.6,80.6,76.5,76.9,88.9
116,ÂÞÊÀ·¢,914230,2020091183072,76.6,89.3,66.0,92.7,66.3,81.6,86.7,53.4
117,¿µÇí´Ï,137928,2022100142804,76.6,86.5,73.5,88.6,60.9,88.6,74.0,64.2
118,ñÒº£,538519,2023011001947,76.6,52.0,79.2,87.6,87.7,72.4,85.2,72.0
119,Óá°®,459841,2018010704168,76.5,87.2,91.2,89.7,52.9,86.6,78.2,50.0
120,ÎéºÉ·Æ,634544,2018120094460,76.5,52.3,87.2,77.1,83.8,91.8,77.7,65.9
121,ÀÉÌ©¶¦,622958,2019090845871,76.5,89.9,53.7,75.4,83.6,85.6,54.8,92.6
122,ÇØÜ°ÇÉ,298132,2024090323229,76.5,59.1,86.7,92.1,52.3,64.4,89.2,91.4
123,·Ñ»¶ÕÑ,522991,2024101009157,76.5,86.9,56.2,93.8,86.3,82.7,68.3,61.6
124,»ª¼ÒÁ¼,869952,2024110995270,76.5,85.8,78.7,73.0,71.6,75.7,67.9,82.8
125,¸µÃúÒå,255797,2024120429701,76.5,85.4,82.4,77.8,75.1,66.7,84.9,63.4
126,³ÉÐÂ¸Õ,338264,2019020956421,76.4,77.7,68.9,84.6,68.6,77.0,78.5,79.4
127,·½É¯,995449,2022030774916,76.4,84.8,53.8,84.2,57.5,87.9,85.1,81.7
128,Ö£Ñ§¶¦,040244,2022120894453,76.4,87.6,67.3,66.5,60.0,91.8,69.2,92.7
129,ÅËÒã,234078,2023090147818,76.4,62.1,72.6,73.2,68.0,90.9,93.7,74.5
130,ÎºÕæÀò,428423,2023080742336,76.3,49.8,75.4,90.0,67.3,83.6,94.2,73.8
131,Ô¬ºëÈÊ,240850,2023110115018,76.3,58.1,89.3,77.5,92.1,47.4,86.4,83.2
132,ê°ö°Þ±,316745,2018011254557,76.2,67.9,70.2,74.8,89.2,88.0,82.1,61.1
133,Ë®Áú¶«,348049,2019040764954,76.2,60.2,57.5,82.8,65.8,89.3,91.5,86.2
134,Ñ¦³É¾ü,568480,2019071168012,76.2,52.2,72.3,88.6,82.7,79.0,80.1,78.6
135,ÍõÆ¼»¶,304755,2019101045513,76.2,62.9,75.2,69.5,81.9,86.8,92.1,64.8
136,³ÂÓ½Ïã,356560,2019120946022,76.2,91.8,67.6,63.3,81.5,84.2,94.1,50.6
137,ÏôÊ¿,695952,2020080245246,76.2,93.9,70.0,94.0,82.9,61.5,58.9,72.2
138,²ýÃ÷ÐË,509258,2022050495810,76.2,90.4,90.9,48.6,48.5,78.2,85.7,91.0
139,½ª¾ê,808453,2023030405347,76.2,93.9,76.1,45.9,77.3,79.9,67.5,92.5
140,ÉÛ²ÊÔÂ,756339,2023081053926,76.2,92.6,51.5,77.1,78.3,93.5,58.9,81.7
141,ÓàÊ¤,522373,2024030147324,76.2,61.4,89.3,94.9,59.7,71.8,85.5,71.0
142,Óá·å,699612,2019050381273,76.1,71.5,81.3,86.8,47.9,87.4,79.7,78.2
143,ÓÚ´Ï,058498,2019080659810,76.1,82.1,89.7,63.9,61.1,65.3,91.2,79.7
144,¹Ë¶¦,197379,2022121227929,76.1,83.7,84.3,89.1,77.1,86.1,49.1,63.6
145,ºÎæÃäÞ,985820,2024080672035,76.1,81.0,80.7,48.9,71.4,70.7,94.7,85.4
146,¼Æ·Æ,516845,2018021094575,76.0,73.0,94.8,93.5,53.5,71.7,80.0,65.6
147,¶­±ò,904635,2020121183548,76.0,88.8,88.7,76.1,69.0,86.8,66.6,55.7
148,ÔªÐÀçü,433349,2018081204934,75.9,50.0,52.0,85.2,82.7,83.3,84.6,93.5
149,ÌÆºÉÍñ,530458,2022070595844,75.9,68.6,90.3,87.2,73.2,57.9,79.2,74.7
150,Òó¶ðÃÀ,745461,2022110506129,75.9,79.4,67.4,94.5,87.7,47.8,64.5,90.1
151,Ô¬Ñ×·É,603714,2020070161416,75.8,72.6,74.3,90.9,67.7,70.5,62.1,92.5
152,Ê·ÈÚ,030603,2022040170325,75.8,56.4,79.9,55.2,76.4,94.0,81.8,87.1
153,²ÜÉú,559052,2024070135249,75.8,57.3,51.5,78.5,90.0,82.3,85.9,84.8
154,ÎÀÑÇ,451753,2020020435325,75.7,48.4,84.1,86.7,93.1,76.2,89.7,52.0
155,Á®ö°,745695,2022030239563,75.7,84.8,81.4,65.7,74.2,57.1,87.3,79.3
156,¿°¹úÑ×,928837,2023100513736,75.7,46.6,94.1,80.9,64.1,88.6,71.7,83.9
157,ÆëÐÂÇå,006037,2024030883732,75.7,78.2,59.7,88.5,90.9,68.6,72.3,71.8
158,Ì¸²ÅÌì,985019,2018090341971,75.6,77.2,93.9,66.5,48.4,63.8,87.5,92.2
159,»ªÑþÓ°,435454,2020021155430,75.6,75.6,60.8,81.1,82.5,92.1,78.4,58.4
160,Ã«ÓñæÂ,402032,2020110693258,75.6,94.0,83.0,51.2,77.7,69.6,78.2,75.4
161,Ò¦²ßÎÄ,741961,2024020046123,75.6,90.9,51.1,70.2,93.2,82.5,56.1,85.2
162,ê°Äþ¾ý,447453,2020080275334,75.5,65.6,63.7,64.6,90.3,64.6,94.4,85.0
163,Áø×ÓÄþ,229035,2021110253501,75.5,86.1,52.5,69.5,69.4,79.3,94.6,77.3
164,½¯É½,032319,2024061031941,75.5,94.6,94.5,71.4,68.1,94.1,51.8,53.9
165,á¯²Å,955432,2019120343266,75.4,72.8,71.8,82.5,69.6,92.6,67.4,70.9
166,ê°¿¡±ò,248592,2020021209254,75.4,76.5,88.0,83.2,71.6,70.3,54.0,84.4
167,ñÒ³½,837175,2021010157503,75.4,55.8,76.2,86.7,58.9,84.2,74.6,91.2
168,ëø°²,336930,2021120313015,75.4,77.6,52.8,50.5,88.2,85.5,85.4,88.1
169,µÒ¶¦¿¡,033427,2024040922763,75.4,71.5,89.3,76.1,60.4,87.8,69.0,73.5
170,°ØÄþ,677906,2020080860601,75.3,90.5,79.8,56.8,85.6,66.9,78.7,68.8
171,ÂÀ²Ê,025138,2020080883801,75.3,93.2,90.2,74.2,67.1,61.1,87.1,54.1
172,Ó÷ÖÂ,308261,2024110366123,75.3,93.5,83.7,84.4,53.5,55.0,82.9,74.4
173,¶­ÒÔ,532357,2018020815767,75.2,90.9,72.1,50.1,73.3,79.6,82.1,78.4
174,ÕÔÖ¾,184606,2018080680657,75.2,94.6,65.1,93.8,73.4,52.7,65.2,81.4
175,ÍõéÅÒå,494275,2018030977558,75.1,54.8,75.6,93.6,64.8,88.7,78.3,69.8
176,ÕÂ³½³É,598275,2018101237553,75.1,55.6,54.8,82.3,91.6,82.1,73.6,85.8
177,ÑÏ¸£,015429,2020040912919,75.1,82.5,69.9,63.9,73.7,81.3,94.8,59.8
178,ÕÅÁúÊ¤,424348,2022050484864,75.1,59.6,93.4,77.2,50.6,71.4,90.1,83.1
179,ºÂ·å,010196,2018110749626,75.0,94.1,63.4,75.1,68.3,54.2,81.6,88.3
180,¼ÆÄþ,524690,2019080129069,75.0,77.5,87.2,79.6,52.9,78.1,88.2,61.7
181,±«ÕÑ,725205,2019090910552,75.0,88.0,92.9,78.8,87.5,54.9,62.5,60.5
182,ÎºÌìÌì,269972,2020100677265,75.0,92.5,59.2,86.5,90.8,63.5,79.8,52.5
183,Æ½¼§,915969,2021030236954,75.0,84.0,92.6,88.2,46.9,74.9,90.4,47.7
184,ÖÜÐÛ,360144,2022100404463,75.0,82.5,78.4,91.8,69.5,65.9,48.6,88.0
185,ÈÎ²ßÇ¿,752135,2021120073515,74.9,66.1,66.6,83.9,81.8,88.7,73.0,64.5
186,ÃçÊ¤±£,146003,2022021190368,74.9,89.7,80.7,85.1,82.6,49.1,51.3,85.5
187,ÀÖÇ¿¸Õ,506354,2023100755471,74.9,94.0,69.6,90.0,49.0,76.2,51.5,94.1
188,±´ÑÇ,754291,2024060599126,74.9,89.5,94.0,69.3,92.2,58.7,56.5,63.8
189,Ë®çù,330815,2024061151528,74.9,66.8,76.0,89.1,60.1,69.2,72.9,90.3
190,»ÆÑ©Ó¢,562034,2024070103473,74.9,76.7,91.4,76.9,69.1,64.7,56.3,89.0
191,Îº¾ü,450732,2024070743205,74.9,52.6,95.0,80.8,63.2,88.8,54.5,89.4
192,Ë®ÇÙ,846445,2019010574570,74.8,90.6,70.9,82.7,69.3,67.6,76.5,66.1
193,Ö£Íñ,143558,2019021175860,74.8,85.1,83.5,72.1,56.2,89.9,72.3,64.7
194,ºØÏ£Æ¼,751454,2021030175466,74.8,51.0,92.1,88.2,75.9,76.2,77.3,62.8
195,²·èª,870715,2018050641506,74.7,69.5,81.1,90.2,68.9,48.9,85.5,79.0
196,·ïÃ÷,592355,2022060035565,74.7,78.7,90.5,70.5,78.5,72.3,50.6,82.1
197,±«âù,236741,2023051174110,74.7,69.0,92.8,93.7,50.5,90.3,73.4,53.3
198,ÏîÜç,368004,2018070850428,74.6,89.9,55.2,93.6,70.4,83.6,50.4,79.3
199,Ñî±£ÐÇ,993941,2020060044103,74.6,58.3,67.7,92.3,67.2,86.0,80.1,70.7
200,ÕÅ¾û¶¦,906576,2023090907620,74.6,77.7,66.4,57.8,88.0,53.6,89.7,89.1
201,ÆÝÒã,973614,2018100741406,74.5,92.4,94.3,69.4,48.3,54.4,90.4,72.0
202,¹ËÔÃð¥,593275,2021100267570,74.5,68.0,92.7,84.5,62.8,61.0,80.8,72.0
203,ÄßÝº,731177,2022010467729,74.5,83.4,90.3,70.1,62.1,89.2,50.7,75.6
204,ºÎÃ¯¹â,195530,2022080303057,74.5,72.7,47.9,71.3,71.7,93.1,94.7,70.1
205,»ªÖ¥,606855,2023040805560,74.5,82.1,54.9,72.7,94.5,71.2,72.5,73.5
206,Ã÷¾²ÄÈ,523352,2024050805218,74.5,61.2,85.3,87.5,62.9,57.5,75.9,91.0
207,Ñîæ«,316435,2019011003538,74.4,90.1,76.8,65.3,88.2,51.9,88.9,59.4
208,ÄÂ·çÊ¢,531895,2020060939569,74.4,67.3,80.5,54.0,89.2,68.8,92.3,68.5
209,ÕÂÊ±¾ü,032398,2020101219858,74.4,48.0,61.2,71.5,84.9,84.7,94.7,75.9
210,°Øæý²Ê,863697,2022040559718,74.4,88.1,81.8,76.2,69.1,66.9,57.0,81.6
211,²ý¹ó,189876,2024090037617,74.4,65.6,76.2,63.2,79.3,68.9,80.0,87.7
212,¼ÆµÂ,841012,2020060901202,74.3,77.1,85.2,84.7,71.6,55.1,87.0,59.4
213,»ª½à,582441,2020070724126,74.3,58.3,75.3,70.1,85.6,82.2,94.7,53.8
214,ÖÜè¥,075777,2020120637759,74.3,69.9,55.7,88.3,88.7,79.7,76.6,60.9
215,Ë®½¡ÌÚ,907639,2021020853967,74.3,47.4,52.7,68.6,92.8,84.5,91.7,82.5
216,Ã«È«éÅ,487926,2022120612640,74.3,47.1,73.9,80.4,89.0,60.3,79.5,89.6
217,ºÍÖ¥Àö,765677,2023010607717,74.3,87.9,78.0,80.1,83.1,82.8,53.8,54.3
218,¿µè´,325990,2024031129036,74.3,56.0,72.6,76.0,89.0,73.7,61.5,91.2
219,ÅíÓ¢ÕÑ,637251,2021110615144,74.2,71.4,65.6,73.3,74.7,85.1,77.5,71.5
220,ÎâÉº·Æ,454604,2023120140438,74.2,90.9,53.2,61.8,63.3,80.0,76.9,93.0
221,·üö°Ñã,498445,2024070774551,74.2,85.7,90.6,83.7,56.6,59.8,62.1,81.2
222,µÒÈ«,733372,2024060647256,74.1,91.7,81.9,85.5,81.2,59.2,70.7,48.8
223,ÒóÊÀ²Å,857524,2024090332469,74.1,82.4,94.8,68.1,92.2,48.7,72.9,59.8
224,°ØÈÚÈá,771042,2020120884242,74.0,75.8,92.7,54.8,89.1,62.6,52.2,90.5
225,½ªÓ¢æý,681402,2021010090249,74.0,49.2,72.8,94.8,78.0,78.0,78.7,66.5
226,³ÂË³,583284,2021080088471,74.0,77.6,77.7,81.5,57.9,94.3,51.9,77.2
227,Ë®Ó°,066748,2022080704834,74.0,84.6,79.7,83.0,85.3,56.6,78.4,50.3
228,ÒüÃ¼Ó±,294553,2018070865313,73.9,51.4,70.8,86.8,71.7,93.6,60.8,82.3
229,·üÌÚéª,364573,2018110867355,73.9,74.3,48.6,71.8,94.7,88.9,54.9,84.0
230,Òüåû¿É,447397,2019120469729,73.9,63.3,81.7,94.0,69.3,69.2,92.3,47.3
231,³ÂÊ¿,984666,2020060116639,73.9,64.8,68.2,83.2,84.8,79.1,57.7,79.5
232,ËÎÈÚ,883590,2021120749002,73.9,92.4,47.6,49.3,79.4,83.6,70.9,94.3
233,Óáèµ¾ý,605141,2023011064144,73.9,56.7,75.0,53.1,83.0,65.5,90.4,93.9
234,ÒüÖ¦,077698,2023050169844,73.9,47.7,89.5,54.6,93.8,88.7,80.9,62.4
235,Ó÷Ò¶,864802,2023050440228,73.9,74.3,65.6,86.1,77.4,74.1,62.3,77.2
236,ÃçÄÈ,374452,2023060435232,73.9,72.9,63.0,90.1,62.7,70.8,90.8,67.0
237,ºÍÎ°º£,438949,2024020974951,73.9,86.5,74.6,50.4,75.3,61.2,88.0,81.0
238,Ò¦Ö¦,271376,2024050707649,73.9,82.7,65.7,87.3,74.8,45.1,85.7,76.0
239,²ýÓ¢ÃÎ,302181,2019060218167,73.8,73.5,69.9,94.1,79.9,91.6,60.6,46.9
240,²·¿¡,769341,2020011164153,73.8,69.3,94.7,67.8,61.0,49.7,87.7,86.3
241,ÐÜ²¨ÐÅ,444003,2021120260328,73.8,90.1,51.4,68.2,84.8,71.0,64.0,86.9
242,¿µ½¨ÓÂ,982129,2024050652968,73.8,83.6,64.5,63.4,71.2,70.5,89.9,73.2
243,ÈÎóÞÈÙ,772398,2024091119849,73.8,75.7,46.4,89.3,90.5,91.5,62.4,60.7
244,·ëæ¿,206293,2019090149306,73.7,89.6,79.2,58.3,67.5,70.3,86.2,65.0
245,ÅÓË³,717105,2020060150505,73.7,80.7,57.1,63.7,54.7,94.3,90.4,75.3
246,ÎºÁ«,289191,2023100179103,73.7,69.1,88.3,76.5,89.3,55.9,74.1,62.4
247,ÌÀèµ,771635,2024091203528,73.7,75.6,57.6,54.5,91.0,59.6,93.9,84.0
248,ÏôÑÇËØ,479735,2019020213546,73.6,94.6,68.8,79.9,72.3,66.6,52.0,81.0
249,Æîº½,486854,2021070155448,73.6,91.5,49.6,92.2,66.9,73.5,74.6,66.7
250,ÑîÜø,738155,2022070085536,73.6,91.8,53.9,66.1,87.8,86.6,57.5,71.6
251,ºÎ·ç,185805,2022100530572,73.6,75.9,94.8,70.9,72.2,73.8,80.5,46.9
252,µÒÈÙ,125088,2019120368806,73.5,59.1,56.2,60.3,73.4,85.1,89.9,90.4
253,ÅËÒã,475937,2020101003750,73.5,68.9,92.4,76.0,57.5,92.4,70.6,56.9
254,ÍôÏã,947417,2021010051727,73.5,76.9,68.9,89.6,76.6,61.5,84.1,56.8
255,ÁºÆ®,737541,2019051044139,73.4,78.1,83.2,66.0,59.4,83.1,71.8,72.0
256,³£ÕêÒÇ,342499,2019120609972,73.4,60.1,64.4,82.3,78.1,71.6,63.6,93.9
257,Ê·ÑÇ,793593,2020020299308,73.4,77.2,83.3,56.2,74.4,88.1,55.1,79.2
