202012141208,root,1000,70.0,5
lO2aO,K5O3P,5o1mb,WgQ4m,wdOy0
69.6,70.8,69.7,69.3,70.8
58,º«·¢·É,745016,2019050101636,79.9,85.3,83.6,76.0,76.2,78.6
59,Æî¾û,468150,2022011095013,79.9,80.9,90.0,89.4,91.5,47.9
60,°ØÃ¯,667753,2022060485316,79.8,79.9,56.7,89.9,84.5,88.0
61,Â³É½,600413,2022110861323,79.7,93.8,85.9,81.6,79.7,57.3
62,Ó÷Ã¼,809251,2019110655151,79.6,76.2,65.3,89.6,87.8,79.2
63,ÀîÓÀ,612443,2022090574316,79.6,90.8,72.5,91.9,67.2,75.4
64,±åçþË¬,316168,2020070256851,79.4,67.7,93.8,74.8,94.2,66.6
65,·üÎÄ,027543,2022040164325,79.4,57.3,76.1,80.7,89.8,93.3
66,ëøÌÚ,542218,2022050961859,79.4,72.4,81.8,61.2,87.6,94.1
67,²·È«¸Õ,448357,2020030535719,79.3,56.1,94.7,89.4,93.7,62.7
68,ÓÈçþÖé,766860,2021060206059,79.3,83.5,55.9,93.3,78.0,85.7
69,ÒüÖ¥,801447,2023031094709,79.3,85.1,77.1,89.3,52.5,92.4
70,°ØÓý,754239,2023070343932,79.3,85.0,71.6,68.8,79.2,91.8
71,ËÕ¾²,851731,2018070383124,79.2,61.2,72.8,84.9,94.8,82.3
72,ÍôÔÂÁ«,657257,2020110835723,79.2,78.0,87.4,70.7,74.1,86.0
73,ÂíÈÊ²¨,671169,2024020596918,79.1,92.6,88.0,86.3,56.9,71.7
74,ÔÆÎä±ò,129987,2018020748744,79.0,92.2,88.6,76.4,61.6,76.2
75,²ÜÃ¯,175773,2021051247352,79.0,87.6,91.3,81.9,71.4,63.0
76,ËÎÜø,768159,2020101245949,78.9,71.3,91.5,60.7,92.9,78.0
77,ÏîÐÅÓÂ,739973,2020100857329,78.8,90.6,66.8,65.5,85.9,85.1
78,ÎÀæÃ,614390,2024010449046,78.8,93.5,61.8,68.1,87.4,83.3
79,ÂíÇÚÓ°,835516,2019080031639,78.7,89.4,77.0,67.0,94.0,66.0
80,·üÔª·É,545445,2019091174510,78.7,50.1,93.0,83.7,75.0,91.6
81,ÆëÈð,078588,2020020898805,78.7,82.4,46.9,94.1,82.2,87.9
82,Òó½ÜÈ«,309768,2022120106835,78.7,59.3,73.7,93.3,84.7,82.5
83,á¯½¡,828042,2023040164271,78.7,76.1,81.4,70.2,92.1,73.9
84,·ëèª»Ý,205175,2023050057561,78.7,92.7,88.6,53.4,88.5,70.1
85,Áøçü,909538,2018040133806,78.6,93.5,82.7,73.9,75.1,67.9
86,Ê©Ì©¹Ú,599077,2020010447716,78.6,70.9,75.1,90.7,76.6,79.5
87,ÕÂÈØ,089433,2020090503330,78.6,73.6,87.9,84.5,77.4,69.6
88,·ëÀûÃú,104723,2021080242318,78.6,70.7,76.6,77.5,88.1,79.9
89,½ªÇà,466943,2024120414326,78.6,88.3,68.5,64.4,89.8,82.2
90,°ØÊ¤,422865,2024081256508,78.5,46.9,85.5,82.9,88.0,89.3
91,Ì¸º½,695878,2019100627824,78.4,76.3,77.0,75.3,77.7,85.5
92,ÒóÊ¢,708332,2023090103249,78.4,64.3,92.3,87.2,87.1,61.3
93,ÂíåûÔ°,038440,2023121104011,78.4,70.4,89.8,70.5,70.5,90.9
94,ÚùÇÙ÷ì,920376,2024100107664,78.4,81.8,91.3,80.0,59.7,79.3
95,ÓáÊ÷¸»,480640,2019010994043,78.3,61.6,88.3,91.2,56.1,94.1
96,¿°ÒË,628471,2021040887165,78.3,50.4,84.4,88.0,90.8,78.1
97,·ïÐÐ,876503,2018120030346,78.1,72.5,86.4,53.0,87.1,91.5
98,ÀÖ¹ó»Ô,604492,2019080199244,78.1,87.3,78.3,46.0,83.9,94.9
99,¼Ææ«ÔÂ,793225,2020110932514,78.1,60.2,69.9,90.2,94.6,75.4
100,Ê©²¨¸£,233687,2018010028702,78.0,60.1,62.2,80.0,94.1,93.7
101,ëø½¡,184177,2018120437729,78.0,83.3,94.7,66.0,56.0,89.8
102,ÐÜ²ÅÑ×,044325,2020040492544,77.9,84.7,63.7,85.0,65.5,90.4
103,Êæ»Ô,385461,2024050896107,77.9,91.2,83.3,71.3,91.2,52.5
104,ºÍÎÄ,886577,2023050527717,77.8,84.1,86.4,58.9,70.0,89.6
105,°ØÉº÷ì,524972,2023050997238,77.8,56.2,65.3,93.5,85.7,88.2
106,¹ËÔÆ,515218,2019120731819,77.7,76.6,60.2,78.4,93.1,80.0
107,Éò¶¦,726240,2022081254038,77.7,59.6,85.4,92.1,79.7,71.9
108,ÇØ×Ó,494436,2018050593639,77.6,86.1,66.3,71.0,87.8,76.9
109,²ÜÎÄ,549571,2019070547106,77.6,87.9,80.4,75.8,68.4,75.6
110,ÎâÆ½,738716,2022120841652,77.6,57.3,69.8,73.2,93.6,94.1
111,Æ¤¹óÒÔ,630054,2023050525447,77.5,90.2,68.1,76.9,80.8,71.4
112,ÌÕÎ°¹ú,106201,2023061000155,77.5,93.5,68.2,79.8,93.8,52.4
113,ÞÉ´ä,686960,2023120766019,77.5,87.2,64.2,72.8,78.5,85.0
114,Î¤è´,224389,2024090328970,77.5,83.8,88.4,93.7,54.1,67.3
115,ÄÂÜç,911452,2019050035238,77.4,84.6,84.8,52.1,82.1,83.6
116,×Þ×ÓÊÀ,319736,2020060613656,77.4,89.9,77.8,92.5,69.9,57.0
117,²ý¹ãÌ©,884093,2020061099353,77.4,92.7,70.9,75.3,80.6,67.7
118,ÍôØ¹Ô°,495677,2023021167735,77.4,83.9,63.8,87.9,61.3,90.0
119,ºØ¶¦,956660,2018120276055,77.3,58.4,89.1,77.0,94.1,68.0
120,¸ðÏ¼,195626,2023100112638,77.3,90.2,84.7,84.2,67.0,60.3
121,·ïÑ×Ìì,908298,2024101019863,77.3,72.0,76.5,58.5,93.1,86.2
122,²ýåû,690943,2019090824324,77.2,82.5,66.0,77.7,77.2,82.6
123,ÖìÆ½,254973,2018030287310,77.1,47.0,79.6,84.4,88.8,85.9
124,»ªÒÔ·¢,671388,2020080388807,77.1,70.8,78.1,76.9,67.4,92.4
125,ËÕÓÀ,508955,2020120365536,77.1,78.6,79.4,68.5,68.7,90.2
126,ÓÈÁ¼,439307,2024061150724,77.1,94.7,54.3,86.1,64.3,86.3
127,Êæéª»Ô,669295,2018011159539,77.0,77.6,92.8,67.5,56.3,90.8
128,ËïÏéÓÂ,424524,2018100592419,77.0,60.9,85.8,73.5,72.9,92.1
129,ÖÜÉºö°,189168,2021120346814,77.0,76.4,92.2,64.7,63.1,88.7
130,ÏôÖ¾ÓÂ,126895,2022080999574,77.0,62.1,90.6,92.2,51.2,88.9
131,»ª¾û,869472,2023010837234,77.0,84.6,91.1,83.8,50.8,74.5
132,»¨è¡Î°,059889,2023100338971,77.0,84.7,94.0,85.6,52.6,67.9
133,ñ¼ÇÚÆ®,588111,2024060661133,77.0,75.9,90.2,75.2,75.9,67.6
134,ÊæÀö,495750,2018110105037,76.9,54.6,82.3,82.5,87.6,77.5
135,ºØè¥,239015,2021041231553,76.9,89.5,93.9,83.7,69.1,48.3
136,»ÆÀö,120571,2023060957115,76.9,58.3,94.0,74.6,70.1,87.4
137,ÉòÓÀºë,885393,2018091129345,76.8,65.7,81.1,91.6,80.2,65.3
138,Á®×Ó´ï,624034,2019060543448,76.8,91.3,85.3,57.5,76.1,73.9
139,ÂÞÇå,561620,2021041182049,76.8,71.6,81.1,72.0,87.7,71.6
140,ÈÎæý´Ï,982629,2023071042927,76.8,88.4,52.7,78.8,70.0,94.3
141,»ª³½,834217,2023080441711,76.8,63.4,91.2,88.2,90.6,50.4
142,Ë®ÐÂ,018195,2020110959560,76.7,87.1,72.6,75.3,64.8,83.7
143,·ëÖñ,212384,2021010948436,76.7,84.2,68.4,54.7,85.6,90.7
144,ÌÆÊ¢,295070,2021100457057,76.7,92.3,92.6,82.6,53.4,62.7
145,ÃÏÎ°,721290,2024060589028,76.7,68.7,92.7,80.1,70.6,71.3
146,»ª·ÒÒË,584901,2018020200152,76.6,82.6,80.6,94.3,76.1,49.2
147,³É¿¡Áú,528304,2021121240475,76.6,92.9,87.5,78.0,55.3,69.3
148,¿µóÞÄý,686032,2023050423231,76.6,68.8,82.2,86.7,66.6,78.9
149,ÍôÝº,588800,2024090560016,76.6,74.4,88.3,83.0,87.4,49.8
150,½¯³ÉÉú,876759,2018100955917,76.5,77.8,89.9,71.9,68.2,74.9
151,ÕÂÊ¢Ê÷,582562,2018120606264,76.5,89.5,60.6,85.4,71.1,75.9
152,Ê·÷ì,178839,2020110243971,76.5,67.5,75.6,83.9,77.5,77.8
153,±Ï¹ó¹â,552007,2023010190774,76.5,91.7,69.4,62.6,73.2,85.5
154,Ò¦»Ý,140200,2023030720035,76.5,81.5,61.2,91.8,53.2,94.8
155,·ïÎÄÏé,436304,2024070890445,76.5,65.0,87.3,69.7,92.6,67.9
156,½ªÕêÑã,437721,2018100982113,76.4,89.5,79.4,89.9,51.9,71.1
157,Ô¬ÖÐ,969814,2022110391415,76.4,90.0,77.7,78.8,63.8,71.5
158,ÑîÃÎ,168953,2023050145373,76.4,88.1,79.3,76.8,91.5,46.4
159,Ö£Î°,899574,2024040157458,76.4,60.1,77.7,69.1,81.3,93.9
160,ÕÔºëÑÒ,883787,2019061198767,76.3,74.5,74.8,93.1,69.7,69.4
161,Â³Ê¿°²,223507,2020030030759,76.3,94.4,60.0,77.3,94.2,55.4
162,×Þ¿µ,579704,2022061170426,76.3,94.2,76.9,92.8,65.2,52.5
163,Âíº£,028664,2024050916456,76.3,87.8,67.6,79.0,66.9,80.4
164,ñ¼Ö¦Üç,287730,2024080313021,76.3,93.5,48.7,80.9,83.1,75.2
165,Úù½Ü½¡,326807,2018070800757,76.2,65.1,59.7,72.6,89.3,94.5
166,·½ÖÐ,390352,2019040195213,76.2,94.6,56.2,83.8,58.1,88.4
167,Ãç´ïéª,457739,2020030573923,76.2,70.3,84.2,45.5,92.9,88.3
168,ÔÆÞ±,300699,2022010199969,76.2,94.3,76.3,78.0,69.9,62.3
169,Áø»¶ÈØ,891786,2022111028663,76.2,88.8,69.1,76.9,94.7,51.4
170,³£Áá,673837,2018031183745,76.1,87.5,63.7,77.1,94.1,58.0
171,ÁºÓ¢ÈÚ,760845,2023100624504,76.1,67.1,85.7,83.8,71.5,72.2
172,ÀÖÎ°,477391,2018070019168,76.0,75.4,93.0,66.0,59.1,86.4
173,´÷¸Õ,766496,2019050889671,75.9,54.0,81.5,92.6,93.7,57.6
174,ÆëÓÀ,957748,2021040604802,75.9,86.9,54.2,82.7,79.0,76.6
175,ÈÎ¶«,623978,2021110567857,75.9,65.0,69.4,91.0,76.0,78.3
176,»¨½õ,913592,2022091079204,75.9,82.7,77.7,77.2,61.6,80.1
177,·ÑÒ¶,235538,2024050343808,75.9,81.6,73.2,77.0,69.0,78.9
178,°²¾ü,120670,2024050367058,75.9,87.5,61.9,58.7,91.4,79.8
179,·ïÇå,429661,2019040616103,75.8,57.0,66.1,86.3,82.2,87.5
180,·ëÞ±,193309,2019090790965,75.8,75.5,82.2,66.0,86.7,68.8
181,ºÍéª,040256,2020030475603,75.8,79.2,83.0,74.9,47.0,94.9
182,ÃÏÐÂ,206063,2020110246373,75.8,74.2,84.0,73.7,76.9,70.2
183,³ÉÈá,206996,2018040399644,75.7,82.7,74.6,88.5,74.0,58.9
184,ÒóÒÁ,944646,2019050394672,75.7,87.9,74.3,88.7,79.1,48.5
185,¿×è¡,171784,2019080438406,75.7,62.6,74.9,82.7,64.6,93.8
186,ÀÖÏé±ò,186397,2020020929714,75.7,63.3,89.0,80.5,86.4,59.2
187,¶­Ç¿,736444,2020060484436,75.7,85.0,86.4,80.1,57.6,69.2
188,Ó÷ÓÂ,381303,2021050430313,75.7,93.9,63.4,85.3,74.5,61.5
189,³£ÑÒÊ÷,850723,2021071102370,75.7,87.4,69.6,67.9,62.4,91.1
190,ÅË¼Ò,241905,2021120650553,75.7,88.2,83.7,87.6,63.2,55.7
191,±ÏÁ¼,003994,2022110749428,75.7,71.3,80.4,90.8,82.0,54.0
192,ËÎÔÆÏã,309088,2023110768868,75.7,66.2,62.6,87.4,93.0,69.4
193,ÅÓÇ¿¸»,370780,2022100178026,75.6,59.5,55.0,90.8,94.6,78.2
194,ÆëÇä·Ò,632564,2024040906452,75.6,82.5,63.9,92.1,80.6,58.9
195,º«»¶,193987,2024050468766,75.6,91.9,86.5,45.1,84.4,69.9
196,Ô¬Ö¾,576985,2019070548529,75.5,94.5,46.7,88.7,74.9,72.7
197,Úù½àæý,748817,2020080771740,75.5,65.9,92.1,85.3,47.1,87.2
198,ÏôÑ§,815860,2021010306068,75.5,79.5,63.2,57.1,84.1,93.8
199,ÒüÒã¶«,066336,2021051253667,75.5,56.3,78.2,83.6,78.9,80.6
200,ÅË¹ó,169561,2021080816161,75.5,89.0,85.1,48.5,76.1,78.7
201,¸µ¼Ò,699311,2022010191115,75.5,68.1,83.4,73.2,74.6,78.3
202,²·Ë¼,594775,2022060797524,75.5,84.2,94.0,92.8,46.7,59.8
203,Úù·¢,629870,2022120267031,75.5,93.2,61.9,73.9,67.7,80.9
204,·ï»Û,514379,2023050177974,75.5,84.1,61.9,83.0,59.3,89.2
205,ÃçÌìÊ÷,987716,2018050351619,75.4,81.4,94.4,84.8,45.9,70.7
206,Óà·¼,950356,2020070955603,75.4,84.6,95.0,79.3,70.0,48.1
207,³ÉÑÇ·Ò,660270,2021010397027,75.4,56.6,67.5,89.5,70.2,93.3
208,³Âö°»·,225719,2018030641930,75.3,83.6,74.6,68.1,85.8,64.3
209,¶­æ¿µ¤,245611,2020020481109,75.3,92.9,70.0,74.1,57.7,81.6
210,Ã«ÒÔ,565418,2020080471839,75.3,78.7,47.4,88.8,73.1,88.5
211,ºØÃ¯,882560,2023030416012,75.3,78.8,73.2,57.4,89.2,77.7
212,ÉÛÖ¦,590552,2023080175214,75.3,90.1,83.7,65.2,82.1,55.3
213,ÓáÃÃÑÞ,597477,2024080267755,75.3,87.1,64.0,51.6,83.2,90.6
214,ÀÖÃú,832448,2020071064823,75.2,94.8,93.2,64.6,64.9,58.5
215,Åíö°º®,645049,2020081204927,75.2,58.1,54.4,77.9,93.7,91.7
216,¶­¹ã,529018,2023040131825,75.2,47.7,87.6,92.8,64.6,83.4
217,ÎéÍñ,466307,2023100510753,75.2,68.3,74.4,80.1,63.6,89.6
218,±å±£Àû,808501,2023121110127,75.2,74.6,90.1,65.9,82.8,62.4
219,Ã÷²Å°²,042036,2019080903605,75.1,84.8,51.5,61.5,88.3,89.2
220,³ÂÃÀ,299980,2019090328064,75.1,51.4,67.4,83.4,82.9,90.6
221,¹Ë÷ì,401050,2019091055027,75.1,87.7,90.5,77.2,61.0,59.0
222,¶­±ù,910535,2020040343509,75.1,75.0,68.2,80.0,76.8,75.5
223,¿°ÓñÓ¢,852605,2021060120538,75.1,84.5,82.3,89.8,51.7,67.3
224,ºÎÆ½,103245,2022060634563,75.1,74.3,89.0,59.3,69.9,83.1
225,·¶ÐË,744431,2018060673138,75.0,49.9,73.9,88.4,82.0,80.8
226,Ê©Ïþ,633992,2020091089256,75.0,74.5,91.3,84.4,79.3,45.3
227,ÌÕ±£¾û,434732,2020101043223,75.0,73.7,75.2,70.9,86.9,68.4
228,À×º®,550008,2022080510865,75.0,80.5,92.0,92.1,61.2,49.2
229,½¯Õäæ«,780380,2018010338027,74.9,87.0,77.9,85.8,64.7,59.3
230,ÐÜÖ¦Õæ,758189,2019010248925,74.9,88.5,91.5,53.9,82.2,58.6
231,Ë®¹óÔª,987274,2019071037426,74.9,65.8,83.2,84.6,49.1,92.0
232,ÓàÏ¼ÒË,136612,2019080511273,74.9,88.1,53.3,71.0,85.3,77.0
233,×£ÖÂ³É,907223,2023061022322,74.9,47.6,64.1,89.1,88.1,85.6
234,ÇØÇ¿,947759,2024021125913,74.9,95.0,78.4,52.8,67.7,80.4
235,·Ñ½¨,682050,2024050885073,74.9,72.3,89.0,65.5,86.1,61.6
236,ÎºÔª,364384,2018030278457,74.8,94.7,93.3,56.3,71.0,58.5
237,³£Ììº£,738924,2019070342417,74.8,88.6,93.3,70.5,64.6,57.2
238,ÎÀº½ÐÐ,768885,2020100498520,74.8,94.9,71.7,86.8,52.6,67.9
239,ÂíÔ°,323621,2018070352133,74.7,80.3,55.0,84.7,90.7,62.7
240,µÒÌì,673926,2018101052646,74.7,59.3,93.0,77.9,55.7,87.4
241,ÃÏ»Ô,410144,2019100434440,74.7,56.6,62.5,84.1,82.8,87.6
242,±´èµè´,769837,2020060583755,74.7,70.0,88.6,69.9,78.6,66.4
243,Ñ¦¶ð»·,063639,2021120943904,74.7,85.4,93.1,72.4,62.5,60.1
244,Ô¬éª½Ü,820983,2023030348320,74.7,83.8,71.3,59.9,90.1,68.3
245,±«ÒÕ,136957,2024040345735,74.7,87.3,81.0,78.0,51.8,75.4
246,Ã×Â¶,682778,2018020247819,74.6,73.3,64.7,89.0,62.1,84.0
247,À×·ï,807634,2019100543423,74.6,88.0,84.7,69.6,73.3,57.2
248,»ª¸Õ,838378,2018090337829,74.5,52.9,66.8,88.2,74.9,89.7
249,ÁøÒã,223255,2024090365535,74.5,83.7,81.5,50.9,70.6,86.0
250,ÇüÁ«Ýº,819006,2018110020617,74.4,53.8,83.1,76.0,72.6,86.7
251,ÄÂ´ï,134996,2019090659631,74.4,60.1,82.9,81.6,53.9,93.5
252,Æ¤Ñþ,701816,2019100491647,74.4,65.1,83.8,88.5,76.0,58.6
253,Ô¬¾êÊç,476884,2021030778415,74.4,67.6,49.4,82.8,85.4,86.7
254,ÒóÖéæ¯,955217,2024121021735,74.4,83.9,65.7,76.4,51.9,93.9
255,ÄßÁ¦ÐÛ,281826,2020010322616,74.3,56.3,51.6,86.1,87.8,89.7
256,ÒüÁ¼éª,513448,2022071024872,74.3,78.3,87.6,78.7,62.3,64.5
257,ÓÈÀ½,430064,2024120496421,74.3,50.3,81.0,91.8,79.5,69.0
258,ÆëÑ§,371093,2018020509344,74.2,78.1,46.2,75.7,80.6,90.3
259,ËÎÈÚÕê,544356,2018110915668,74.2,60.8,88.8,86.4,65.2,69.8
260,±åÑà,465203,2019040530357,74.2,59.9,91.0,86.7,58.4,74.8
261,ÀÖÓðâù,741377,2021090087713,74.2,89.4,70.6,67.7,68.2,74.9
262,×£âùÇÙ,934286,2023111148670,74.2,85.5,49.7,78.0,64.0,94.0
263,ñÒÊ±ÐÛ,922192,2021091229254,74.1,57.8,81.5,62.6,82.2,86.4
264,»ªÊ¤¹ú,764375,2022080027569,74.1,84.4,90.4,51.8,87.1,56.7
265,Æ½Êç,746803,2022110500320,74.1,83.0,84.7,52.3,89.3,61.1
266,ñ¼ÀóÀò,919171,2023040197148,74.1,56.1,90.6,92.9,71.0,59.8
267,»¨Ãú,621502,2023120480227,74.0,61.9,94.0,73.3,62.7,78.2
268,ÌÆÏ¼Óý,840863,2024090486371,74.0,90.3,50.4,45.7,89.0,94.6
269,¼Í¹ú,700015,2019061251573,73.9,64.6,82.9,91.7,60.8,69.5
270,ê°Áú,228431,2020030323155,73.9,80.0,78.8,58.5,68.7,83.3
271,½ðÐÀÈÙ,110500,2021080290051,73.9,67.6,75.7,75.5,72.7,77.9
272,Éò×Ó,585472,2022010617234,73.9,62.2,78.4,92.9,77.9,58.3
273,ÎÀéÅÃ¯,235672,2022010767218,73.9,59.8,80.3,81.3,56.9,91.4
274,Ã÷¾û,348957,2024041155736,73.9,94.8,61.5,66.4,57.0,90.0
275,±´¹ó,646004,2024070410474,73.9,72.8,91.9,74.6,78.1,52.0
276,ÌÀÊÀº½,428775,2019010567541,73.8,81.4,48.8,77.6,71.2,90.0
277,ÓàÊ¤Îä,412926,2020010542671,73.8,72.8,66.2,81.9,56.8,91.3
278,Ç®Öé,465609,2021030050961,73.8,95.0,63.8,84.3,72.1,54.0
279,±Ï¿¡,250466,2021080496671,73.8,74.4,66.0,86.0,55.2,87.4
280,ÆîÈï,519485,2022010898567,73.8,60.4,88.0,76.3,66.0,78.2
281,Òü¹úÎÄ,186501,2024030360132,73.8,83.8,94.1,74.1,69.6,47.4
282,ÊæÁúÁú,101950,2018011085061,73.7,70.4,86.1,62.6,58.0,91.2
283,ÖÜÕæÄþ,890980,2019030128035,73.7,63.5,63.6,79.5,92.8,68.9
284,×£Éú²¨,354855,2019110305554,73.7,75.0,73.9,57.9,83.1,78.4
285,»Æ¿µ,216191,2023010279142,73.7,80.0,69.3,66.6,91.1,61.3
286,ÅÓ½¨,238771,2023091077143,73.7,79.8,79.6,67.9,86.4,54.9
287,ÀÖÐÇ·É,475182,2019070318217,73.6,81.0,80.4,58.0,54.3,94.3
288,¸ðÓ±Ó½,994925,2019070662560,73.6,82.4,63.8,66.0,80.0,75.8
289,Ðíåû,720866,2020010856651,73.6,60.3,60.4,70.2,83.0,94.1
290,¼Í¾ü°²,578458,2022120605817,73.6,85.8,55.9,71.9,73.1,81.3
291,Á®¾§,078685,2024040408569,73.6,83.5,85.1,70.7,61.0,67.9
292,Íõ¾û,856476,2018120727671,73.5,65.2,92.0,86.6,59.3,64.4
293,Ð»µ¤¶ð,938104,2019061050459,73.5,65.7,77.2,93.1,72.7,58.7
294,ÍôÈÊÑ×,631793,2020100559353,73.5,55.5,62.2,82.5,92.2,75.1
295,Æ½¿É,055620,2021021212006,73.5,78.3,65.9,93.5,78.5,51.1
296,³ÂÆ®æµ,257201,2022011060153,73.5,70.9,85.9,47.5,83.2,80.0
297,ÄÂÁú¾ü,290506,2018031080632,73.4,80.1,59.2,91.6,68.3,67.9
298,ÀÉéª,125787,2018050088737,73.4,78.4,66.2,64.3,71.7,86.5
299,Îâ»Ý,360438,2019051203801,73.4,88.0,66.9,86.6,72.2,53.4
300,Ó÷Æ½,495690,2020080629071,73.4,86.9,82.3,48.2,90.9,58.7
301,¿°½¡ÐÂ,182194,2021030339468,73.4,72.7,87.5,64.7,59.8,82.5
302,ÎéÃ··²,048222,2021031182263,73.4,90.5,78.5,60.7,66.1,71.4
303,ÐÜÏ£çþ,541771,2021040257168,73.4,76.9,85.5,86.2,53.6,64.7
304,²·Íñ,845529,2021090872924,73.4,74.6,79.3,83.2,58.9,71.0
305,Ó÷¾êæý,575756,2022030705665,73.4,78.2,60.8,58.1,92.6,77.4
306,ºÎ¶ð,104390,2022060359036,73.4,76.5,92.0,66.9,73.2,58.3
