201805060224,root,1000,69.5,6
wyyzQ,i4oiL,XfCLX,OLxjr,hrbX2,RMqjl
69.1,69.9,69.7,69.5,69.9,69.3
27,°ØØ¹µ¤,763979,2023051107918,81.0,93.7,88.5,88.9,80.1,73.8,61.1
28,ÀÉæ¯Ã¼,450721,2023090822167,81.0,92.1,63.7,82.8,81.4,75.0,90.8
29,ÓàéÅÎ°,072519,2023100661932,80.9,83.7,77.4,66.8,78.2,88.3,90.7
30,ËÕÑÒ±£,145798,2024070499844,80.9,58.5,82.4,86.0,81.6,86.9,90.2
31,ÉòÈÙÀò,948554,2019010585406,80.8,86.0,73.3,84.2,73.1,75.9,92.4
32,¼Í°®,036057,2022080775742,80.8,85.0,83.2,78.1,67.0,78.1,93.4
33,ñ¼½¡Ïé,945049,2023120914934,80.5,72.1,88.6,67.3,92.5,92.3,70.5
34,Îé·çº£,551240,2022040924037,80.4,86.5,92.7,65.3,90.3,90.1,57.6
35,½¯Ê÷³É,076602,2024030920226,80.4,71.1,87.5,80.8,82.6,78.8,81.8
36,Ã×Æ®çü,220035,2020120603556,80.3,84.9,84.8,64.0,94.9,77.9,75.1
37,³ÂË³,583284,2021080088471,80.3,60.3,86.4,92.5,83.4,64.3,94.9
38,Ë®ÑÞÍñ,251891,2019030019111,80.2,94.5,66.7,71.7,84.8,86.8,77.0
39,Ô¬Ç¿Ñ§,977661,2022020376123,80.2,66.9,94.3,86.1,93.2,76.0,64.5
40,¿µº®,499069,2018100176947,80.1,92.5,77.3,76.3,92.1,69.9,72.3
41,Î¤º®ÇÉ,997211,2024050471167,80.1,92.7,80.5,89.9,77.3,56.8,83.5
42,¸µÃúÒå,255797,2024120429701,80.1,93.4,94.7,73.5,78.6,77.0,63.6
43,ÑÏ¼Ñ,214154,2019040565429,80.0,85.6,94.7,71.4,79.6,87.0,61.8
44,Áø¾üÃ¯,287594,2018060309401,79.9,90.2,85.8,91.1,74.4,91.0,47.1
45,²ÜÀûÐÅ,513390,2021111069044,79.9,92.8,84.3,66.5,67.0,77.6,91.0
46,¹ËÓñ,825927,2020010132702,79.8,94.0,63.8,83.7,92.7,67.7,76.7
47,ºÍÓÀ,294795,2021040699532,79.7,76.6,74.2,76.2,71.6,85.8,93.9
48,±«¹ó¸»,897197,2023100819716,79.7,73.8,73.1,79.1,82.5,80.5,89.4
49,Â³Ó¢,740522,2021010212212,79.6,76.7,92.8,67.3,69.3,88.6,82.9
50,ÕÔÙ»ÔÆ,280141,2022120054128,79.6,77.1,93.6,91.1,61.2,83.8,71.0
51,ÂíÃÃÑþ,296409,2023091170942,79.5,83.6,52.6,92.5,93.3,78.3,77.0
52,Á®ÏöÕä,502279,2020110967975,79.4,50.4,81.0,77.3,90.9,85.8,91.1
53,Ã×Èð,185549,2020050294954,79.2,63.2,92.9,73.9,82.9,88.3,74.2
54,Ã©ÇàÊç,754727,2018010422732,79.1,78.5,87.1,60.6,89.3,87.4,71.9
55,ñ¼·¢²Å,278488,2021110518846,79.0,67.8,77.0,84.3,68.4,86.9,89.5
56,¸ðÉú»Ô,435942,2022040274245,79.0,84.2,66.6,87.8,67.7,77.2,90.5
57,ÒüË¬Ã¼,297201,2018120290116,78.9,85.2,80.5,71.9,66.6,90.4,79.0
58,Òüåû¿É,447397,2019120469729,78.9,82.6,69.8,93.1,90.9,70.7,66.4
59,ÔªÔ·ËØ,800597,2019100959715,78.8,49.0,80.5,92.6,91.1,88.6,71.1
60,Ã×èµÑà,943525,2020020052529,78.8,76.6,75.4,83.1,75.5,73.1,89.2
61,ÂÀÐÐÔª,223636,2021040693639,78.8,59.1,93.7,92.9,77.3,56.1,93.6
62,ÅËÈðÑÞ,820962,2018060166229,78.7,59.4,87.8,83.9,66.8,84.9,89.2
63,ÆÝ¹ú,292870,2021010337028,78.7,76.7,90.6,76.8,69.2,91.5,67.2
64,ÊæÐÇ,107797,2021010899748,78.7,77.4,91.0,69.4,76.3,81.5,76.3
65,·¶ÐÇ,576321,2021021032138,78.7,83.7,80.9,85.7,50.4,91.0,80.4
66,ÑîÜ¿,314493,2022020429334,78.7,67.7,68.9,88.7,71.1,88.9,86.8
67,±ÏÐãº®,836977,2023080967754,78.7,56.3,64.6,87.0,91.4,83.2,89.9
68,ËÎÃ·,736631,2024010413101,78.7,72.5,84.4,90.1,46.3,89.7,89.1
69,ñ¼²ßÌÚ,273221,2023080682167,78.6,56.8,87.7,90.5,86.7,58.2,91.9
70,Ðíº½Ã¯,716330,2019111133047,78.5,82.3,91.1,69.4,80.9,78.6,68.5
71,Â³ÐÐ,510160,2022021016019,78.5,91.9,45.5,62.4,89.5,89.0,92.8
72,µÒÄþ,416596,2020060769630,78.4,86.5,94.0,68.2,71.8,74.8,74.9
73,Ã©Ü°,294230,2022080013017,78.4,91.5,83.7,60.8,91.0,75.8,67.4
74,Ó÷¶¦°²,543064,2022040516446,78.3,94.7,90.0,72.8,77.4,72.0,62.8
75,¿°Ïþ,411420,2023040242014,78.3,58.4,62.4,91.9,92.0,82.7,82.5
76,ÏôÑÅÇä,378516,2021040611635,78.2,74.0,85.0,81.2,79.4,59.3,90.0
77,Áº»Ô,402839,2021060423955,78.2,72.4,66.8,95.0,69.0,82.5,83.4
78,¼Íæ«ÃÎ,719723,2021111052370,78.2,73.7,85.4,54.6,92.3,71.4,91.6
79,Äßæý,435398,2024100799850,78.2,94.7,61.0,74.2,85.7,78.0,75.9
80,ÎéÐÇ·¢,382031,2021091253123,78.1,89.1,87.9,75.5,66.1,71.9,78.3
81,²ý¹ó,189876,2024090037617,78.1,86.2,82.5,62.4,74.4,84.2,78.9
82,·Ñæ¯,006933,2022050343342,78.0,78.0,78.2,87.7,70.5,59.0,94.3
83,ÌÆÐË´ï,909078,2023010027822,78.0,70.4,81.5,45.9,91.0,93.8,85.5
84,ÍôÇå,056993,2024121139302,78.0,56.8,78.2,90.6,94.9,58.1,89.7
85,·½Ë¼,378345,2019110134514,77.9,92.2,52.6,82.7,83.1,68.2,88.7
86,ñÒº£,538519,2023011001947,77.9,63.2,87.5,88.8,57.9,85.1,84.9
87,±åÊ¤Çå,886851,2023080575142,77.9,90.9,86.5,70.1,91.6,63.6,64.5
88,Ë®äÞ,341011,2022120111172,77.8,80.4,52.0,93.7,69.7,93.5,77.2
89,ËÎóÞ÷ì,381215,2024030721534,77.8,78.5,68.2,92.1,71.4,71.4,85.4
90,½¯Ô·¾§,044138,2018010953818,77.7,77.8,56.9,77.6,85.4,87.2,81.5
91,°ØÄþ,677906,2020080860601,77.6,80.2,77.4,54.3,89.9,81.8,81.9
92,²ÜµÂÐÂ,685258,2021100185826,77.6,88.1,67.6,81.0,73.4,84.1,71.2
93,³£ÔÆ¹ð,018850,2023061255044,77.6,75.0,72.3,76.8,70.8,86.8,83.7
94,½ðÃ÷,753999,2020110669946,77.5,85.8,73.8,53.2,76.0,92.2,84.2
95,·Ñ»¶ÕÑ,522991,2024101009157,77.5,77.9,94.4,52.0,89.2,60.0,91.8
96,×ÞÔÃ,284445,2018100994503,77.4,85.8,63.0,69.7,86.4,93.3,66.2
97,ºÎÈð,420094,2023021129458,77.4,78.5,81.1,48.0,86.3,81.6,88.7
98,»ÆÃ·,722734,2024060453426,77.4,48.8,78.4,79.9,86.9,75.7,94.5
99,ÓàÞ±,179284,2018070928452,77.3,80.3,88.1,80.9,59.6,90.2,64.6
100,ÅÓ¹Ú,803299,2020090779901,77.3,56.1,90.3,49.8,83.8,94.9,88.9
101,²·Ü¿,180933,2022101093313,77.3,46.9,56.8,93.9,93.3,85.1,87.7
102,Ì¸Óý,818364,2023020096431,77.3,72.7,73.9,70.6,73.4,78.9,94.5
103,ÎâÏ¼Áá,616457,2018010865701,77.2,66.8,93.9,74.1,74.9,84.1,69.6
104,ÕÔ½Ü·É,746318,2020010221804,77.2,65.4,66.5,93.7,77.5,81.2,78.7
105,Á®Ê¿¶«,431692,2022030119271,77.1,93.7,85.3,56.6,80.9,54.3,91.9
106,ÓíæÃ,557770,2022080387043,77.0,88.6,89.7,71.5,69.5,88.7,54.2
107,¿µÇí´Ï,137928,2022100142804,77.0,78.4,65.5,80.1,85.3,88.7,64.3
108,×£¶¦Á¼,030957,2024050135762,77.0,65.7,75.3,66.6,84.1,82.2,87.8
109,Âí¾§Ë¼,778542,2024080954263,77.0,65.3,51.0,94.4,87.3,79.3,84.8
110,¶­ÒÔ,532357,2018020815767,76.9,76.6,93.8,70.5,83.5,45.9,91.1
111,ÌÆ¾§,011396,2019110459659,76.9,72.0,84.2,60.9,84.4,83.8,76.3
112,ÆÝÒã,973614,2018100741406,76.8,73.7,83.8,91.6,66.8,94.8,50.4
113,ÆÝÊ¿¹ó,096983,2020010658338,76.8,75.1,67.9,48.5,92.1,89.5,87.5
114,ËÕÇä,507239,2021030213950,76.8,91.4,84.2,84.4,65.4,88.1,47.5
115,ÅÓæÃ,490339,2022070163923,76.8,81.4,66.8,87.3,46.0,86.5,92.9
116,À×ÐËºë,596996,2024110509608,76.8,74.3,83.8,94.2,68.3,57.2,82.7
117,×£±ùÒÇ,353400,2018120820002,76.7,84.8,52.6,91.4,50.4,93.9,87.2
118,Éò°®ÔÂ,425949,2020080674942,76.7,53.8,68.3,86.3,77.1,94.9,79.6
119,ËÎÒã,705419,2020100081904,76.7,77.6,94.1,52.0,93.5,67.1,75.7
120,ÌÆ×Ó,939205,2022020690508,76.7,83.1,94.5,90.4,80.5,62.7,49.2
121,µÒèª,731631,2020021193149,76.6,80.9,85.4,70.4,73.6,94.2,55.2
122,·Ñ¾ê·¼,952861,2020060606123,76.6,89.9,80.3,81.0,81.2,76.8,50.2
123,»ªÖ¥,606855,2023040805560,76.6,71.8,73.8,90.1,65.6,93.4,65.2
124,½¯Ñþ,003828,2023050902803,76.6,82.4,78.8,79.8,65.8,89.4,63.6
125,º«ÒË,961048,2024111114803,76.6,94.4,79.9,84.6,73.4,69.6,57.7
126,×£½Ü,521562,2019030186260,76.5,73.8,77.8,82.1,65.0,86.5,73.6
127,ÂÞºì,107760,2019110566027,76.5,55.3,68.4,76.9,91.1,73.7,93.4
128,ÀîÔÆÒÁ,455355,2021070935503,76.5,86.0,76.9,66.8,90.0,64.1,75.1
129,Ó÷Ã÷¹â,034442,2023070344215,76.5,90.4,76.6,91.5,57.3,64.2,79.1
130,Íõº£Ã÷,367419,2024071181970,76.5,93.4,71.2,71.0,71.1,93.3,58.9
131,Ã÷½¡²ß,768059,2024110615955,76.5,92.7,87.8,92.6,50.5,89.5,45.6
132,¼ÆË¼åû,208318,2019021161847,76.4,83.3,85.9,93.1,84.5,48.0,63.8
133,ÓÚ´Ï,058498,2019080659810,76.4,91.7,59.6,72.8,52.8,93.9,87.3
134,ÌÀÎÄ,230549,2021060844968,76.4,56.2,94.7,83.5,87.0,89.8,47.0
135,ÞÉÆ½éÅ,522482,2023111088249,76.4,75.6,61.6,86.1,55.1,90.3,89.7
136,±«ÕÑ,725205,2019090910552,76.3,89.3,84.2,52.0,79.3,90.6,62.2
137,½¯É½,032319,2024061031941,76.3,72.8,81.7,93.6,45.6,82.7,81.4
138,³ÉÐÂ¸Õ,338264,2019020956421,76.2,56.5,93.7,59.6,81.5,93.3,72.6
139,ÁºÏé,844898,2020120419812,76.2,49.7,77.7,89.1,76.7,92.6,71.3
140,ÅÓÓ½,189192,2023071099226,76.2,45.1,82.9,88.6,79.5,78.6,82.3
141,ÀÖÇ¿¸Õ,506354,2023100755471,76.2,66.9,94.4,89.6,61.3,66.9,78.1
142,×£ÊÀ,874703,2024010050373,76.2,79.3,88.4,49.7,94.3,85.4,60.0
143,ÖÜÒË,675187,2020110858745,76.1,82.0,82.4,66.2,62.0,89.1,75.1
144,Ö£Ñ×Á¼,120434,2021060553421,76.1,59.6,90.6,64.7,82.8,85.0,73.8
145,ÌÀÑÞ,414238,2021100853829,76.1,93.1,88.0,75.3,72.4,53.1,74.6
146,ÕÅÜ°,267748,2023020714874,76.1,81.2,88.3,73.8,72.5,68.6,72.2
147,Ê·è¡,383439,2023020813926,76.1,57.4,81.2,85.9,92.3,70.5,69.4
148,Ç®¸»,232880,2019070368056,76.0,51.5,91.5,75.6,82.9,66.0,88.2
149,»ÆºÉÓý,754069,2019080636954,76.0,75.4,78.6,64.4,94.7,94.2,48.4
150,ÓíÏéÄþ,835962,2021060926252,76.0,73.5,51.3,81.3,90.9,66.6,92.4
151,Æëæ·æ¯,352401,2021061170135,76.0,77.4,59.1,71.5,89.5,67.6,91.0
152,Ö£ÔÆ,436169,2023060356918,76.0,73.9,88.5,94.3,59.0,57.4,83.1
153,ÆëÏöÓ±,167033,2018081233324,75.9,92.0,64.7,94.7,54.7,74.6,74.5
154,ÍõÆ¼»¶,304755,2019101045513,75.9,77.7,93.4,93.6,94.1,50.3,46.2
155,²·Æ½,893397,2022111239726,75.9,80.1,93.0,49.7,56.6,90.8,85.2
156,ÌÕÑãÔ°,923676,2024010267605,75.9,84.7,95.0,46.5,60.6,87.5,81.1
157,×ÞË³,955586,2018080118671,75.8,67.5,66.7,61.2,93.6,71.0,94.8
158,»ª½à,582441,2020070724126,75.8,54.2,80.0,87.7,84.4,93.2,55.2
159,ÂÀÔ·æ¼,925760,2022021096043,75.8,90.5,73.6,81.3,90.8,58.3,60.4
160,ÇØÑ§Ãú,803212,2024010761275,75.8,80.4,64.1,92.2,81.1,45.4,91.4
161,ÆÝ»·,865553,2018060785335,75.7,48.3,78.6,85.2,75.4,83.7,82.9
162,Ôª¼ÑæÂ,370072,2021111167235,75.7,70.7,89.1,65.9,88.9,85.3,54.3
163,ÂÞ·ÆÝ¼,050947,2022071024736,75.7,93.5,84.7,88.7,65.0,61.1,61.1
164,¹Ë¶¦,197379,2022121227929,75.7,78.4,72.6,94.1,62.8,53.1,93.4
165,Éò´º,930638,2023040353874,75.7,82.5,75.8,77.0,56.7,93.7,68.7
166,×ÞÑÞ,679491,2024060689115,75.7,91.3,77.5,92.5,77.9,52.7,62.5
167,Îºæ«Àö,886793,2018090109350,75.6,67.7,78.2,63.3,73.5,94.4,76.7
168,ÖÜÇ¿,402229,2018100392924,75.6,74.6,88.4,57.7,93.1,50.1,90.0
169,¼ÆÆ¼ÇÉ,346366,2019010566672,75.6,87.9,56.7,89.8,81.8,84.5,52.8
170,ÀîÐÐ·ç,961216,2019060801616,75.6,82.1,71.6,79.7,75.7,68.1,76.2
171,±´ÑÇ,754291,2024060599126,75.6,57.2,82.7,65.2,86.2,78.7,83.7
172,ÆÝÕê,990640,2021050354027,75.5,71.0,81.0,89.2,83.7,64.8,63.3
173,Ã÷Ê÷Ë³,549299,2023110509904,75.5,87.3,75.7,87.7,62.8,77.7,62.0
174,ÎÀØ¹,532622,2020060172227,75.4,66.9,91.5,82.0,76.6,72.7,62.9
175,ÀÖÑ×Ìì,948659,2021060775954,75.4,52.8,53.6,79.9,84.1,88.7,93.3
176,Á®»Ô,316504,2019060750433,75.3,66.1,88.2,75.6,53.0,91.1,78.0
177,ÄÂ¿¡¾ü,938208,2023090620809,75.3,68.3,89.0,87.2,76.2,57.4,74.0
178,·ü½à»·,321311,2024010081145,75.3,78.3,74.3,52.7,72.2,83.4,90.8
179,»ÆÜ¿,412089,2018060288930,75.2,68.7,84.0,60.4,79.9,82.9,75.6
180,²·Ã÷,021678,2019010277860,75.2,87.4,83.7,52.0,84.4,64.8,79.1
181,ÅËÃ¼,095814,2019100451424,75.2,71.1,85.8,61.5,64.0,86.2,82.8
182,ÔÆÝ¼µ¤,734639,2023090643966,75.2,68.9,89.8,60.9,91.0,83.5,57.0
183,Ð»¼§,742463,2020111176341,75.1,89.5,84.0,67.3,64.7,50.7,94.4
184,ÅíÆ½Ö¾,570934,2021030333414,75.1,62.5,69.1,80.4,93.5,55.5,89.7
185,ÔªÜ°ËØ,026933,2023100053350,75.1,92.3,70.6,79.8,72.0,62.6,73.4
186,Ë®¸Õ¶¦,270514,2019121081472,75.0,74.6,87.6,48.2,88.4,61.0,90.4
187,Î¤Óñ²Ê,838651,2021040595109,75.0,87.4,52.5,82.6,68.4,85.1,73.7
188,Ó÷¾§ÔÆ,295684,2021120308459,75.0,88.0,83.2,55.7,91.8,74.1,57.4
189,Ô¬Ñ©Ñ©,745741,2022060274135,75.0,86.5,86.3,69.0,93.8,52.4,62.2
190,Ã«È«éÅ,487926,2022120612640,75.0,88.5,86.9,52.1,91.1,77.9,53.2
191,á¯²Å,955432,2019120343266,74.9,74.3,58.0,85.9,68.7,78.4,84.3
192,Óà¶ð¿É,519300,2021081020016,74.9,78.4,69.5,76.6,86.8,75.8,62.3
193,Ñ¦Ö¾Ìì,211578,2021100117814,74.9,80.7,70.9,80.6,63.7,64.0,89.4
194,½ð»ÝÃ·,404731,2022090113114,74.9,60.8,76.3,90.0,76.5,55.3,90.2
195,Íõ¼§Ö¦,720619,2019031201928,74.8,69.3,60.5,94.5,89.3,76.5,58.8
196,ÌÀÐÀ,828851,2020011005122,74.8,75.4,88.8,67.0,72.7,57.9,87.3
197,º«Äþ,807062,2022100536242,74.8,90.5,60.2,68.0,52.4,91.9,85.7
198,ÂíÈáÑþ,316872,2022100597251,74.8,68.0,66.8,56.8,92.1,84.4,80.5
199,ÐíÁú,610961,2023121066136,74.8,92.9,81.1,57.1,60.9,66.0,90.5
200,Ïô·ãº®,827476,2024070947638,74.8,94.9,58.7,75.9,60.3,77.6,81.6
201,Ã×Ãú,139739,2020050063914,74.7,82.1,65.7,90.0,94.9,69.1,46.4
202,ÑÏö°»ª,614186,2020110848637,74.7,85.8,69.4,77.4,86.0,57.3,72.4
203,»¨æ«ÒÁ,244831,2021091253124,74.7,45.3,79.7,95.0,64.8,90.8,72.7
204,»ª±ò,063902,2023050520232,74.7,62.6,88.3,91.9,82.4,73.8,49.4
205,ÚùÓ°,613270,2018110087010,74.6,52.0,55.7,71.9,88.4,89.3,90.5
206,Ñ¦Ë¬,532133,2019090413315,74.6,79.3,85.3,72.7,83.3,50.2,76.6
207,ÑîÀö¹ð,126175,2021050517515,74.6,68.0,92.4,86.7,92.0,62.8,45.9
208,½ðÖ¦Äý,361528,2023060652858,74.6,81.0,75.9,82.1,58.9,65.6,83.9
209,±«Æ½,527769,2024091176964,74.6,84.5,75.6,94.6,54.7,79.2,58.9
210,ÈÎÃÀö°,794154,2019120245409,74.5,64.3,61.9,90.8,49.7,91.5,89.0
211,ê°æ¼,837889,2019120488942,74.5,62.1,71.3,45.9,84.4,92.4,91.0
212,Î¤¾ê,526806,2020120290674,74.5,88.4,85.8,65.9,46.8,70.5,89.5
213,ÌÕÈðÔÂ,070903,2022061170366,74.5,61.9,91.6,92.1,91.8,45.1,64.8
214,±Ïæý,696618,2022101081852,74.5,93.9,69.4,78.7,86.3,59.4,59.3
215,Æ½Á¦±£,844320,2024020482052,74.5,54.8,88.8,93.2,93.1,54.7,62.4
216,·½Ë¬,814561,2018070736170,74.4,68.0,46.3,74.7,81.3,81.9,94.1
217,ñ¼æ¿,100340,2018090994069,74.4,77.1,86.2,66.4,88.6,46.8,81.0
218,±´ÐÐÎ°,035286,2019040328620,74.4,66.0,86.0,74.4,85.7,62.0,72.4
219,ÒüéÅ¼Ò,147368,2019090136837,74.4,94.6,56.8,80.7,91.4,66.8,55.9
220,ÇØÖ¥»·,437796,2023091189616,74.4,47.4,74.2,82.5,89.8,83.3,69.2
221,Ïî´º,450066,2022030926605,74.3,94.4,88.2,61.9,55.6,65.7,80.0
222,³£ÉúÎÄ,849238,2023080973841,74.3,93.0,59.0,78.1,56.0,66.1,93.6
223,ÑîÔÏ,781048,2018040724813,74.2,60.9,91.4,89.3,59.9,70.6,72.9
224,Ë®Áú¶«,348049,2019040764954,74.2,87.7,74.0,86.9,80.9,53.1,62.9
225,ÒüÇä,353991,2023090709171,74.2,78.8,54.0,89.7,80.1,86.3,56.5
226,ñ¼²Å²ß,885246,2020060154603,74.1,74.0,66.0,93.9,83.6,60.6,66.7
227,Á®çþ,194914,2020060751407,74.1,54.2,49.5,88.5,86.2,89.6,76.4
228,Æ¤ð¥,566844,2021090684445,74.1,88.4,62.8,86.1,92.1,51.9,63.6
229,Ó÷æ«ºì,704707,2022020400724,74.1,53.3,92.7,86.9,55.2,63.4,93.3
230,²Ü³É,665838,2023010763870,74.1,67.9,85.3,54.7,62.3,80.5,94.2
231,Éò½¨,617560,2023011186058,74.1,94.0,77.7,88.4,50.8,82.6,51.3
232,¼Æ·Æ,516845,2018021094575,74.0,83.1,91.3,87.3,71.0,58.4,52.7
233,ÚùÈï,136680,2018050418015,74.0,58.0,84.3,66.3,58.2,85.7,91.2
234,Â³Öñ,931010,2020080241073,74.0,76.7,91.9,88.0,68.2,71.3,48.0
235,´÷³½,407792,2022120489217,74.0,91.3,56.3,56.4,54.0,94.2,92.1
236,À×ÈÙ,903526,2022120512624,74.0,57.7,69.3,76.5,78.3,77.0,85.4
237,ÅÓÁ¦,404151,2020010675151,73.9,54.8,81.2,77.9,47.2,89.8,92.2
238,½¯»ÝÖ¥,645330,2020090703062,73.9,73.6,81.4,63.1,71.4,86.5,67.5
239,ÞÉÊÀ,315078,2023040967828,73.9,84.7,94.9,62.7,72.9,49.7,78.5
240,Åíè¡¶«,238336,2024041113632,73.9,52.8,73.6,72.3,83.0,82.7,79.1
241,Æ½Óý,781955,2024070105535,73.9,54.4,85.6,71.1,89.3,60.5,82.3
242,±´»·Ô·,678691,2019100519160,73.8,66.6,91.6,60.8,79.0,52.1,92.8
243,Çü¸ÕÑ×,674109,2021080100942,73.8,90.0,69.3,74.7,75.9,69.7,63.5
244,½ªéª,211391,2022031099158,73.8,72.8,55.6,84.4,68.0,73.6,88.4
245,ËÕ¹ó¶«,893197,2018110889729,73.7,93.1,62.9,82.4,66.4,81.4,55.9
246,Ô¬²Ê,129421,2021090742133,73.7,84.8,52.3,46.0,91.6,83.0,84.6
247,Éò±£,701005,2023030340505,73.7,60.7,65.0,62.2,69.9,90.5,93.7
248,ÇØ°²¸»,716451,2023110905151,73.7,58.8,92.6,80.1,79.1,81.8,49.7
249,ÄÂºì,840463,2023120396312,73.7,64.6,63.2,84.6,74.4,70.6,84.9
250,µÒ¶¦¿¡,033427,2024040922763,73.7,69.5,55.9,56.6,94.4,86.2,79.4
251,ÂÀ³ÉÁ¦,566471,2024101027166,73.7,93.4,80.4,73.2,64.8,75.1,55.4
252,°²æÃÏ¼,756145,2022010784519,73.6,49.3,93.4,73.9,88.5,60.2,76.5
253,Òó¶ðÃÀ,745461,2022110506129,73.6,68.5,89.0,87.8,46.1,60.6,89.7
254,³£µÂÊ¤,780985,2023090558530,73.6,89.5,79.5,53.9,80.5,62.3,76.1
255,ÓàÑÞÒÁ,151815,2018040271513,73.5,67.0,87.3,77.6,83.6,52.1,73.4
256,²ýÃ÷ÐË,509258,2022050495810,73.5,52.8,74.1,79.1,91.6,93.4,50.0
257,ÒüÜ¿,909029,2022110812929,73.5,74.7,61.9,86.0,79.2,76.4,62.5
258,ÒóÊÀ²Å,857524,2024090332469,73.5,86.7,74.3,60.5,78.5,57.5,83.7
259,ÇØ½¨,426309,2018030640969,73.4,83.6,73.1,82.1,58.8,91.4,51.1
260,Æî·ÉÑ§,973565,2019040906510,73.4,60.5,78.8,71.7,57.8,90.3,81.2
261,ÅíÒÇ,792379,2019100437963,73.4,52.9,80.5,94.8,47.5,70.0,94.5
262,ÀÉÑÞÓ°,086228,2023070322873,73.4,61.4,92.3,66.8,69.5,92.7,57.6
263,ê°ö°Þ±,316745,2018011254557,73.3,88.3,47.5,70.5,50.5,93.6,89.7
264,ÁºÃÀ,244762,2019090016214,73.3,45.2,65.3,72.6,93.2,68.8,94.8
265,ÀÖÎ°,446866,2021071026626,73.3,75.9,45.1,77.4,80.5,75.0,86.0
266,ÎºÁ«,289191,2023100179103,73.3,76.6,46.6,85.5,75.9,89.5,65.5
267,ÌÀèµ,771635,2024091203528,73.3,87.5,45.9,59.5,88.2,93.5,65.4
268,Óà´Ï,669736,2024120393665,73.3,71.1,81.2,77.2,49.2,75.7,85.5
269,±´Èï,098301,2021060450125,73.2,80.2,77.6,72.8,55.3,85.8,67.5
270,Ö£ÑÞºÉ,710650,2022110845054,73.2,73.5,74.2,91.1,72.8,71.4,56.4
271,ÄÂÀò·²,500190,2023040279023,73.2,87.4,54.9,63.5,77.2,85.0,71.5
272,Ê©ÎÄ,501031,2024091143110,73.2,66.5,71.9,81.7,78.4,79.5,61.5
273,Ì¸ÇÚÝº,433917,2019070801748,73.1,57.4,51.3,86.5,87.7,67.3,88.2
274,ÞÉÕêæ¼,517868,2021070866816,73.1,51.4,52.4,91.9,79.5,88.4,75.2
275,ÀîÑþçþ,808750,2021090565046,73.1,79.9,49.2,81.4,77.2,79.5,71.4
276,ÃÏ¿¡¹ó,397265,2024100646559,73.1,50.3,67.6,87.1,71.8,77.9,84.1
277,Ñî²Å,991203,2018050510343,73.0,90.0,65.6,68.0,82.5,85.9,46.0
278,Ë®ÇÙ,846445,2019010574570,73.0,91.9,61.0,64.6,83.6,69.2,67.4
