2018050290844,root,1000,70.2,8
SP3oV,JevRP,Q6yjo,eBVI2,5Zwzp,Q0d5c,mwH0B,o8JHT
69.9,70.8,70.9,69.6,69.7,69.9,70.5,70.6
35,ÅÓË³,717105,2020060150505,80.0,92.5,94.9,84.6,90.6,70.4,59.8,78.9,68.4
36,ÒüË³ÈÊ,563618,2021091191855,80.0,69.2,80.0,95.0,87.4,79.4,86.6,50.8,91.9
37,·½»¶Äþ,536744,2019100404466,79.9,66.3,65.4,62.4,90.5,92.5,75.1,94.9,92.4
38,·ïÈÙèµ,322302,2022080150232,79.9,84.7,93.5,89.1,47.3,85.1,68.4,83.2,88.2
39,Ç®»ÝÒÕ,318835,2024080833518,79.7,84.4,76.8,88.5,92.8,92.9,57.7,60.2,84.2
40,ËïÖÂ,623131,2018120163138,79.5,68.4,66.7,65.9,90.2,80.7,85.1,93.5,85.3
41,»ÆºÉÓý,754069,2019080636954,79.5,86.7,63.4,71.8,57.6,86.0,90.7,89.2,91.0
42,¿µÊç»ª,252299,2024030839906,79.4,82.7,61.0,93.9,91.0,94.7,58.9,74.0,79.1
43,ÑîÁ¼,988316,2024070281641,79.4,94.2,94.0,61.6,93.4,82.9,82.6,68.1,58.2
44,¹ËÔÃð¥,593275,2021100267570,79.3,63.8,73.8,76.0,81.8,88.4,81.1,87.7,81.6
45,Íõ¸£,746186,2018080528609,79.2,90.9,60.6,70.3,75.6,91.7,55.5,94.3,94.7
46,Ê©²¨Ìì,534043,2021010454351,79.2,88.7,77.8,87.2,62.4,75.4,79.5,73.8,89.0
47,ÕÅ²ÅÐÛ,279297,2019090439717,79.1,80.9,88.6,85.7,86.1,82.7,78.2,66.8,64.2
48,¿µÑ×,596899,2020070159909,79.0,74.8,70.7,90.6,79.1,61.1,75.2,91.0,89.1
49,ÎºÜ°¶ð,584632,2022010663237,79.0,91.2,65.1,75.4,82.3,85.8,76.4,87.4,68.2
50,Îºæ«Àö,886793,2018090109350,78.9,91.9,80.7,80.0,77.4,60.2,81.2,69.5,90.5
51,ÆëÐÂÇå,006037,2024030883732,78.9,89.9,73.8,86.4,74.3,80.6,93.8,87.7,45.0
52,ÅíÔÆ,609167,2021100026739,78.8,80.1,83.9,72.8,66.2,82.1,61.4,90.0,94.2
53,Áø×ÓÄþ,229035,2021110253501,78.8,70.5,89.3,76.5,81.3,87.0,57.1,77.7,90.9
54,ÂÞº®Ø¹,150597,2022030039731,78.8,85.2,76.1,84.6,66.8,60.1,91.3,88.9,77.7
55,ÂíÈáÑþ,316872,2022100597251,78.7,51.4,85.3,82.8,55.6,92.5,75.5,94.9,91.7
56,¸ðÕæ,343545,2018110414512,78.6,63.4,88.3,78.9,85.2,69.9,92.8,61.2,89.2
57,ËïÁ¼Çå,041207,2020060690751,78.6,48.3,62.8,88.2,79.6,76.0,92.6,92.9,88.7
58,Íô²¨ÐÛ,586548,2021050574840,78.6,88.5,55.4,78.3,91.6,90.7,78.4,64.2,82.0
59,ÌÕÄþ,511051,2021110085128,78.5,75.4,88.1,76.9,78.5,74.1,85.4,73.6,76.2
60,°Øæý²Ê,863697,2022040559718,78.5,77.9,67.4,89.9,67.2,90.8,83.0,65.4,86.0
61,Ç®ÔÂÀò,413766,2021080446666,78.4,92.9,82.4,56.9,86.1,56.4,92.2,93.5,66.8
62,ÓíæÃ,557770,2022080387043,78.3,48.6,90.6,85.2,55.4,81.5,94.9,81.4,88.7
63,½¯³½,571226,2023091182664,78.2,83.9,83.0,70.7,92.1,85.0,61.3,68.2,81.4
64,Á®ö°,745695,2022030239563,78.1,66.7,68.7,59.5,88.0,93.9,84.3,81.0,82.6
65,Á®»Ô±£,973043,2023030044334,78.1,60.6,93.2,58.1,94.6,76.9,94.1,66.8,80.5
66,Ã×Ã÷,530475,2024080627502,78.1,88.3,87.9,89.5,74.3,71.6,73.1,72.7,67.4
67,Æ¤ð¥,566844,2021090684445,78.0,84.5,59.3,83.3,85.9,80.8,91.1,66.4,72.8
68,ê°Òã,931353,2022010815317,78.0,93.9,54.2,49.8,80.3,91.5,91.9,94.0,68.4
69,ÃÏÁ¦,694605,2024051220520,77.9,77.3,45.6,85.2,90.1,94.8,54.4,82.8,92.6
70,Ê·ÑÇ,793593,2020020299308,77.8,71.7,80.5,55.4,88.8,92.7,90.5,74.0,68.5
71,ÑÏ¸£,015429,2020040912919,77.8,86.2,76.7,85.3,72.1,77.9,62.3,79.3,82.2
72,¿µÆ½Ê¿,955643,2021060904320,77.8,62.8,69.6,94.0,59.5,91.0,89.2,71.3,85.2
73,ÂÀÑþÄþ,277815,2020120811558,77.7,75.1,63.9,75.5,81.0,71.1,89.6,93.3,72.3
74,½ðÖ¦Äý,361528,2023060652858,77.7,92.9,90.7,72.5,73.8,52.7,70.5,85.4,83.4
75,»ª·Æ,821568,2023100336843,77.7,94.9,58.5,50.5,83.2,72.5,92.0,87.8,82.3
76,Ôª±ò,399911,2018040491132,77.6,89.7,88.8,74.2,64.7,91.9,94.0,65.1,52.3
77,ÑîÀö¹ð,126175,2021050517515,77.6,59.2,72.3,84.7,75.5,80.5,83.9,74.1,90.3
78,Ã×Ãú,139739,2020050063914,77.5,69.3,88.4,93.7,68.5,88.1,68.3,71.6,72.0
79,Âí¸£éª,616170,2020121187074,77.5,85.9,78.2,72.7,67.9,82.0,86.2,85.3,61.4
80,Ã©º£Ê¿,191346,2021021024634,77.5,45.6,90.8,64.7,84.9,75.1,72.7,91.6,94.5
81,ÄÂÁáæÂ,903321,2022050482163,77.5,63.4,45.9,91.8,66.7,94.6,91.4,74.5,91.9
82,Óà³É·ç,865314,2018080901430,77.4,80.8,85.0,74.1,93.7,63.2,86.8,78.0,57.8
83,²ýÓ¢ÃÎ,302181,2019060218167,77.4,87.2,89.2,64.8,88.3,61.0,67.0,93.3,68.6
84,Äß±ù,335113,2019090751344,77.4,75.8,87.5,90.9,69.8,75.8,70.6,70.9,78.0
85,ÃçæýÐã,660745,2019010514518,77.3,92.1,92.5,93.2,78.4,78.8,65.7,52.0,65.9
86,³ÉÐÂ¸Õ,338264,2019020956421,77.3,61.4,84.4,80.8,94.4,84.4,84.2,61.5,67.0
87,Î¤Óñ²Ê,838651,2021040595109,77.3,64.5,87.2,71.3,58.7,92.9,89.4,75.6,79.1
88,»¨æ«ÒÁ,244831,2021091253124,77.3,58.8,91.3,67.4,84.5,89.6,52.4,88.4,86.2
89,Âíè¥,030708,2018100150819,77.2,88.0,61.7,77.1,88.2,57.4,77.3,93.4,74.3
90,À×ÒãÐÛ,343236,2019091103665,77.2,71.4,69.1,86.7,66.1,84.7,71.3,83.8,84.4
91,ÐíæÂÈð,633639,2024031123923,77.2,93.5,78.2,87.7,75.1,67.6,92.6,69.1,54.1
92,ÑîÔÏ,781048,2018040724813,77.1,88.6,66.0,74.6,64.7,74.7,82.7,72.3,93.6
93,²ÜÐÇ,881708,2023050030869,77.1,94.5,59.9,45.9,91.5,80.2,79.9,74.7,90.4
94,½ðéªÈÊ,727986,2024111158625,77.1,78.8,90.1,87.7,67.4,48.6,86.5,63.2,94.2
95,²·ÒÕçù,047978,2019020697844,77.0,71.8,88.7,82.8,48.0,93.4,53.2,90.1,88.1
96,µÒÄþ,416596,2020060769630,77.0,67.5,67.0,72.3,57.8,83.0,78.7,94.9,94.5
97,º«Äþ,807062,2022100536242,77.0,72.5,79.6,60.7,68.0,85.8,76.1,83.5,89.8
98,ºÍÖ¥Àö,765677,2023010607717,77.0,91.7,77.0,57.5,74.7,72.2,85.5,75.2,82.5
99,Â³Öñ,931010,2020080241073,76.9,68.9,94.2,69.9,77.1,72.5,66.3,89.0,77.1
100,×£Éú,772301,2022020090106,76.9,86.1,57.0,82.7,84.9,84.2,47.8,90.7,82.1
101,Âí¾§Ë¼,778542,2024080954263,76.9,89.3,78.2,56.4,91.9,69.5,92.1,67.6,70.2
102,±«Æ½,527769,2024091176964,76.9,79.4,91.4,75.8,72.3,75.7,85.0,58.3,77.3
103,¶­ÒÔ,532357,2018020815767,76.8,62.6,93.2,93.7,53.8,56.8,68.4,93.3,92.4
104,ÉÛÈÊÁ¦,187690,2020040909060,76.8,93.3,80.1,73.3,71.0,85.3,85.7,48.3,77.8
105,ÀÖÑ×Ìì,948659,2021060775954,76.8,81.4,72.4,91.8,94.7,72.1,65.8,64.4,71.6
106,À×Ë¼,195066,2021081076607,76.8,78.5,75.4,48.2,82.9,63.6,87.9,89.0,88.5
107,·üÌ©,970714,2022020741425,76.8,88.0,70.0,93.0,87.3,63.7,79.9,76.1,56.7
108,ÓÈµÂÉ½,356222,2022110432215,76.8,83.3,45.5,79.7,61.9,91.8,93.9,65.5,92.9
109,ÌÆÐË´ï,909078,2023010027822,76.8,82.7,51.3,73.5,73.6,73.9,90.7,75.2,93.1
110,Ñîæ«,316435,2019011003538,76.7,86.6,71.4,67.9,52.3,86.9,90.7,93.3,64.7
111,ÇüÉ½ÌÚ,688680,2022070398075,76.7,74.0,77.4,75.2,88.2,94.5,74.2,82.0,47.7
112,°²Ó¢Ô·,170350,2022090835065,76.7,66.0,91.3,88.1,60.8,61.4,83.9,89.5,72.6
113,ÎºÇÙÜ°,485129,2022101142914,76.7,94.1,81.3,93.4,76.5,53.7,72.2,80.4,62.4
114,ËÕ¹ó¶«,893197,2018110889729,76.6,80.1,54.4,93.5,75.3,89.1,69.5,82.9,68.3
115,ÑÏö°»ª,614186,2020110848637,76.5,68.0,65.4,69.1,88.7,88.2,69.9,92.3,70.3
116,Éò³É,788606,2021120360664,76.5,74.6,86.7,89.3,94.0,48.6,90.6,59.3,68.5
117,ËÎ¾ê,334347,2023060814701,76.5,71.9,70.3,70.8,58.9,68.3,94.7,84.0,93.3
118,Ç®´ä,196951,2018050555128,76.4,59.8,91.2,66.0,79.4,49.9,76.2,94.1,94.7
119,ÞÉÜ¿Ø¹,505013,2018070061370,76.4,81.7,78.0,79.0,67.4,90.1,64.8,57.3,92.6
120,²ÜÀûÐÅ,513390,2021111069044,76.4,88.6,73.4,48.7,92.4,89.6,65.4,82.1,71.1
121,Ê·Áú,980557,2018090515770,76.3,77.4,94.4,75.7,52.6,82.5,62.5,85.6,79.6
122,ÀîÔÆÒÁ,455355,2021070935503,76.3,63.0,76.6,56.2,62.9,93.2,84.9,94.7,79.0
123,ÇØ½¡,330753,2021070995356,76.3,87.3,58.2,84.0,69.1,78.3,76.5,77.9,79.2
124,»Æ·çº£,588309,2022070960902,76.3,69.0,65.2,73.0,81.6,59.6,93.7,74.8,93.2
125,Ã«æ«,910899,2018080619951,76.2,71.9,79.9,77.5,46.5,92.1,74.7,76.0,91.2
126,ÞÉ¸»È«,937832,2019070383228,76.2,82.4,85.2,94.1,70.6,72.2,70.5,47.3,87.6
127,À×ÄþÏö,535996,2019100669626,76.2,65.7,93.8,90.1,78.4,94.9,77.6,55.9,53.4
128,ÍõÆ¼»¶,304755,2019101045513,76.2,63.2,94.7,88.4,77.2,51.8,68.4,86.3,80.0
129,Ö£Ñ×Á¼,120434,2021060553421,76.2,59.4,73.3,57.4,47.2,93.7,92.5,94.9,91.6
130,Æ¤Ë¼Áá,637366,2021110806644,76.2,58.9,90.6,86.5,80.6,89.7,88.8,55.4,59.5
131,ÊæÒå¾ü,355362,2023071226217,76.2,72.0,83.5,68.2,73.2,94.0,66.9,79.5,72.1
132,ÅËº½Ñ×,408334,2023120763408,76.2,72.2,77.8,68.1,91.1,60.5,91.2,87.6,61.5
133,ËÎóÞ÷ì,381215,2024030721534,76.2,69.3,48.8,82.9,63.3,93.2,89.6,88.6,74.3
134,Ô¬Ô°¶ð,991383,2023110368334,76.1,93.4,84.5,83.8,48.4,70.6,89.2,62.7,76.1
135,ÇüÑÒ,011985,2018060668551,76.0,54.8,94.9,79.4,81.5,70.5,55.7,86.7,84.6
136,°²ÃÃÕä,671444,2020020254466,76.0,81.6,47.2,70.9,90.9,93.2,94.5,80.0,49.4
137,ÅíÉ¯,123496,2021010589634,76.0,66.0,60.9,92.7,82.7,68.9,67.8,93.7,75.2
138,±Ïæý,696618,2022101081852,76.0,80.6,67.3,61.5,74.4,89.5,79.5,81.2,74.4
139,³£ÉúÎÄ,849238,2023080973841,76.0,90.0,67.7,61.9,69.5,84.8,56.9,92.8,84.6
140,±«ÒË,562277,2018120507720,75.9,68.4,53.0,72.9,52.9,90.4,92.3,85.7,91.5
141,ÕÂÑÞ,316265,2019100966562,75.9,75.7,81.7,74.5,75.0,88.9,71.8,49.4,90.1
142,Úù¾²èµ,164665,2023041196566,75.9,83.3,88.5,53.6,53.4,78.2,88.2,94.4,67.8
143,½ðÓÂÇ¿,832345,2023070954559,75.9,75.6,80.8,94.9,78.7,88.9,68.9,61.5,58.0
144,ÎÀÑÇ,451753,2020020435325,75.8,90.8,80.0,65.4,72.5,51.4,86.2,88.7,71.3
145,ÏôÊ¿,695952,2020080245246,75.8,81.4,86.9,47.8,85.9,68.9,49.7,92.9,92.7
146,ÔÆÊ±éÅ,849036,2021090543658,75.8,80.8,92.5,58.0,83.7,85.1,55.7,59.4,91.4
147,ÂÞ·ÆÝ¼,050947,2022071024736,75.8,87.8,50.6,91.0,67.1,84.3,80.7,78.2,66.7
148,ÂÞÓ±,507231,2022100813143,75.8,66.4,54.3,91.7,82.4,88.2,91.1,73.4,59.2
149,Éò´º,930638,2023040353874,75.8,84.1,88.8,94.6,57.3,85.0,74.2,59.4,62.8
150,°ØØ¹µ¤,763979,2023051107918,75.8,70.8,88.2,52.0,91.7,72.5,89.4,62.3,79.3
151,·ëÓ½Ó¢,960181,2023080218163,75.8,79.3,58.5,91.5,85.2,82.1,73.0,46.4,90.0
152,ÔÆÝ¼µ¤,734639,2023090643966,75.8,52.8,78.1,87.7,70.6,85.8,90.1,77.4,64.1
153,ÌÕÒ¶,479946,2024100524622,75.8,73.1,93.0,77.3,77.3,46.7,84.4,81.0,73.9
154,Âí½¨,107617,2019100801709,75.7,77.8,74.1,93.6,84.8,79.9,66.9,67.9,60.8
155,Ê·æ«,145428,2021050502808,75.7,70.0,67.2,75.0,68.2,76.6,92.7,84.1,72.1
156,Ö£Ñ§¶¦,040244,2022120894453,75.7,87.7,77.5,74.6,89.1,90.4,67.4,73.3,45.4
157,Ãçæ¯´ä,390847,2024060494730,75.7,64.3,93.7,78.1,63.3,92.2,86.6,52.4,74.7
158,ÌÆ¾§,011396,2019110459659,75.6,81.7,65.9,70.9,84.3,89.4,45.5,80.7,86.4
159,·¶Öñ¹ð,104119,2020011121936,75.6,62.8,76.4,88.5,61.2,93.3,59.4,69.4,94.0
160,¿×¶¦º½,295872,2024060877266,75.6,90.1,76.3,91.8,46.2,52.9,81.1,73.2,93.6
161,ÅíÑ×,299826,2018060172608,75.5,82.5,65.2,74.1,49.6,71.8,89.7,85.5,85.8
162,³ÉÑÒÖÐ,599953,2018070675302,75.5,94.2,84.8,84.0,81.6,67.7,51.7,51.9,88.3
163,×ÞÔÃ,284445,2018100994503,75.5,48.5,83.6,87.1,69.4,81.2,75.3,89.7,69.4
164,Ç®äÞÃÎ,640207,2020120540701,75.5,76.7,72.4,93.7,65.9,90.9,52.7,78.9,73.1
165,ÓÚ¹ãÃú,882633,2022070703353,75.5,61.1,71.2,82.9,78.5,63.0,88.3,91.9,66.7
166,ÐÜÏþ,795897,2024080089736,75.5,79.6,73.0,91.3,72.8,51.4,55.6,87.0,93.4
167,ËÕÇä,507239,2021030213950,75.4,87.2,52.4,55.8,92.1,83.5,82.1,58.4,91.9
168,Áº»Ô,402839,2021060423955,75.4,57.6,67.2,87.0,78.4,83.8,78.2,90.0,60.7
169,ÏôÀó,549738,2021070773819,75.4,92.9,93.8,65.1,60.3,82.0,92.3,61.2,55.5
170,ÌÕÃú¿¡,406048,2018010404813,75.3,51.7,84.6,75.7,59.6,81.3,76.6,86.9,85.7
171,ÆÝ÷ì,588707,2018090660725,75.3,70.0,90.1,58.9,81.2,72.8,86.0,82.1,61.5
172,ÒóÐÛº½,533732,2021080783248,75.3,58.2,83.6,78.0,89.3,78.0,66.7,89.6,58.9
173,¸ð´¿,614551,2022090885116,75.3,81.4,73.8,65.1,92.5,76.2,63.8,83.5,66.5
174,Ö£ÑÞºÉ,710650,2022110845054,75.3,90.2,61.0,92.8,84.9,86.2,60.5,45.5,81.1
175,»ªæ«,757493,2018020169362,75.2,81.7,49.3,58.5,93.1,88.6,57.2,86.7,86.8
176,¼Æ·¼,368181,2024040498160,75.2,82.4,47.4,72.5,92.1,47.4,89.4,93.5,76.9
177,ÇØ½¨,426309,2018030640969,75.1,47.3,69.0,92.9,89.6,67.3,82.4,70.7,81.6
178,³ÂÃ÷,319234,2019060033410,75.1,51.4,86.4,52.1,89.9,56.6,86.3,86.9,91.0
179,¼ÍµÂ,583534,2020081193450,75.1,87.4,94.7,91.4,65.7,56.0,55.2,82.0,68.2
180,ºÍÐÇÉú,429629,2020120662942,75.1,87.3,77.7,78.5,78.2,81.1,77.3,51.0,69.9
181,ÓáÉúÇ¿,269276,2021100627665,75.1,88.8,77.8,78.8,57.9,66.2,83.0,82.0,66.1
182,ÌÆ¾û,124959,2023081065958,75.1,87.2,88.4,47.9,91.3,92.0,52.4,61.6,80.3
183,Æî·ÉÑ§,973565,2019040906510,75.0,90.2,76.1,93.3,80.1,47.9,87.2,71.4,54.1
184,ÕÅÏ£,550799,2021110619944,75.0,78.1,85.3,77.7,64.1,62.3,71.8,86.2,74.6
185,ÎâÓ¢,794461,2023030696148,75.0,79.1,73.0,69.7,87.5,70.4,57.5,72.0,90.8
186,»ÆÑ©Ó¢,562034,2024070103473,75.0,79.5,76.0,54.7,52.3,85.1,94.8,71.1,86.1
187,Úù±£,096528,2024110222866,75.0,87.2,91.5,93.9,51.7,76.6,46.2,62.6,89.9
188,Ã÷½¡²ß,768059,2024110615955,75.0,83.1,47.8,81.7,77.1,56.9,91.5,66.9,94.8
189,ÓàÞ±,179284,2018070928452,74.9,84.5,82.4,77.0,59.4,65.9,70.8,73.5,86.0
190,ÄßÓðÊç,602437,2018081233749,74.9,82.1,82.0,88.4,65.1,81.2,91.2,50.0,58.9
191,ÆÝÄÈÃ¼,731121,2019090822152,74.9,80.5,55.4,89.6,70.6,93.4,67.3,86.8,55.5
192,¹ËÓñ,825927,2020010132702,74.9,66.0,84.1,70.5,70.9,94.1,90.2,61.3,62.3
193,ºØæ¿Æ¼,343478,2021040997861,74.9,88.0,50.5,70.8,79.0,81.5,89.0,63.9,76.8
194,Ð»Ë¼,476875,2021050757507,74.9,65.1,86.3,80.8,51.9,92.8,51.9,85.8,84.8
195,¸ðÉú»Ô,435942,2022040274245,74.9,69.4,79.6,91.3,70.8,86.4,58.9,52.2,90.6
196,ÕÔ¾²,210761,2022060876156,74.9,55.5,51.7,86.2,85.2,73.6,71.7,92.9,82.3
197,Ê·è¡,383439,2023020813926,74.9,76.8,67.1,65.6,45.5,92.4,72.2,89.8,90.1
198,±´Â¶Ó¢,136664,2019020396421,74.8,79.9,53.8,55.4,94.3,70.4,88.2,79.9,76.9
199,ÌÕµ¤,194457,2019051185762,74.8,94.6,76.5,56.0,91.7,69.7,65.5,68.2,76.4
200,ÒüÔÃÁá,602783,2020061168363,74.8,78.2,59.1,64.6,82.1,68.7,86.1,70.4,89.6
201,³Â·Æ,209662,2021020726259,74.8,81.5,71.6,79.6,71.8,91.3,63.3,91.3,47.6
202,Åí¸»Á¼,251281,2022050868166,74.8,73.0,75.8,94.5,75.2,58.3,87.6,58.7,75.1
203,ÈÎÇÙ,041908,2022080480835,74.8,90.2,81.7,63.9,80.4,53.1,67.3,83.4,78.5
204,Éòæ¿ÕÑ,881164,2023081246414,74.8,80.9,71.6,77.2,57.3,78.1,87.1,78.9,67.5
205,Æ½Á¦±£,844320,2024020482052,74.8,69.7,61.1,92.4,75.5,91.0,66.0,73.6,68.7
206,ÎâÊ¢±£,361150,2018061145059,74.7,94.6,53.6,67.1,91.8,79.8,59.8,64.8,85.9
207,ÁºÈÙ,827319,2019050671967,74.7,84.0,80.5,88.4,55.7,53.6,77.4,74.7,83.5
208,ÎÀÌÚ,469724,2019061012426,74.7,70.7,93.9,92.2,79.9,67.4,57.0,85.4,51.4
209,ÂÀÒÇ,281539,2021110333974,74.7,79.0,67.6,45.2,87.7,88.0,86.2,88.3,55.9
210,ºÂ±£,578049,2022100174939,74.7,59.1,83.3,67.2,68.8,84.6,79.1,83.5,71.9
211,ÆîÁÕ,426921,2019050862116,74.6,74.0,81.9,86.6,84.8,61.9,80.7,54.8,71.9
212,ÎÀÐÀ,953887,2022080448762,74.6,78.0,84.1,76.7,70.9,87.6,72.4,66.4,60.4
213,Ïô·ãº®,827476,2024070947638,74.6,79.9,65.4,92.0,81.2,78.9,46.5,64.5,88.8
214,»ÆÜ¿,412089,2018060288930,74.5,89.2,90.2,54.7,51.9,88.3,62.9,86.9,71.5
215,ËÎÒÔË³,765219,2018091031912,74.5,74.2,73.8,80.5,74.2,74.0,73.5,51.4,94.3
216,Ñ¦ÃÀ,811205,2019090690517,74.5,82.8,71.0,63.0,72.0,91.7,93.0,75.2,47.5
217,Îâ¸»,277442,2020010704260,74.5,86.3,89.3,58.6,84.6,70.2,90.0,54.0,63.3
218,Ì¸ËØÉ¯,951693,2020010769372,74.5,64.0,70.1,78.5,76.8,71.2,92.7,85.7,57.4
219,ÑÏÌì,069601,2020111080157,74.5,93.5,80.4,69.4,74.3,68.8,64.7,60.5,84.4
220,Îé²¨,472783,2021100658353,74.5,86.7,86.2,70.1,84.0,74.2,83.2,56.9,55.0
221,ñÒº£,538519,2023011001947,74.5,47.0,61.3,91.4,60.4,91.2,92.0,71.8,80.8
222,¸ðäÞÔÃ,851748,2023020334801,74.5,66.0,71.7,73.1,75.5,84.5,87.9,62.1,75.2
223,Ñ¦ÐÅÈÊ,437758,2018040945831,74.4,54.7,91.5,69.5,58.3,88.7,78.5,93.4,60.8
224,»ª´ä,135246,2018071114668,74.4,89.4,64.5,83.9,75.4,71.2,62.6,79.8,68.3
225,°ØÈÚÈá,771042,2020120884242,74.4,79.7,93.5,62.6,76.4,66.4,65.6,76.9,74.2
226,ñÒ³½,837175,2021010157503,74.4,56.5,48.6,90.0,85.6,92.8,48.0,86.9,86.5
227,Î¤º®ÇÉ,997211,2024050471167,74.4,49.1,90.8,72.9,82.2,72.5,79.1,71.9,76.7
228,Á®çþ,194914,2020060751407,74.3,88.3,48.7,88.3,95.0,45.2,94.5,66.0,68.3
229,Â³ÎÄ½¡,767001,2021051070110,74.3,84.0,80.8,89.1,89.1,80.2,51.2,64.2,55.6
230,ÀîÈÙ,870633,2022060813363,74.3,50.8,73.2,67.4,84.0,67.6,71.6,94.5,85.4
231,ÎâÖÐÐÅ,378169,2022080346969,74.3,74.4,56.3,72.3,74.9,79.3,70.8,75.0,91.5
232,Ö£Á«¹ð,096542,2023051024261,74.3,95.0,72.4,80.7,72.2,45.3,76.5,60.9,91.1
233,±«âù,236741,2023051174110,74.3,92.6,86.5,83.0,57.5,73.2,51.6,63.1,86.8
234,²·Ã÷,021678,2019010277860,74.2,88.6,83.9,72.0,71.6,53.1,57.5,76.8,90.5
235,Ç®·ç,911196,2023050329622,74.2,63.0,87.6,71.6,54.5,91.1,67.2,92.5,66.2
236,Îâ´¿óÞ,627758,2022020865830,74.1,69.2,66.2,72.8,78.0,88.8,85.1,58.2,74.5
237,ÒüÜ¿,909029,2022110812929,74.1,63.3,45.8,82.9,90.7,54.3,90.6,91.0,74.5
238,Ñî²Å,991203,2018050510343,74.0,53.8,47.0,91.4,63.7,75.9,80.9,86.3,92.8
239,ÅË¸»,324270,2019120687022,74.0,64.0,91.6,82.0,73.6,78.9,50.0,73.9,78.4
