2022080131225,root,1000,70.3,3
IMZQe,cAG1z,N30cB
70.5,70.1,70.4
46,马园,323621,2018070352133,83.7,85.3,88.7,77.1
47,奚芝丽,000721,2019091202151,83.7,87.3,86.7,77.1
48,孙彩,216539,2021111053907,83.7,94.8,89.5,66.9
49,彭淑雅,044739,2023120683904,83.7,92.7,81.3,77.1
50,臧宜妍,295099,2022020349936,83.6,93.3,71.3,86.1
51,殷凝,215033,2023110023304,83.5,75.3,88.8,86.5
52,许妍,720866,2020010856651,83.4,94.1,74.1,81.9
53,余芳,950356,2020070955603,83.4,91.8,86.3,72.1
54,郎宁,076810,2018070601052,83.3,68.8,87.3,93.9
55,章筠贞,287024,2019100862407,83.2,69.0,86.0,94.6
56,尤信,846052,2019110625253,83.2,92.5,83.5,73.6
57,平策,981581,2021110028170,83.1,83.5,84.6,81.2
58,秦龙勇,324362,2019030976245,83.0,88.3,83.5,77.2
59,周莺丹,789805,2018010610512,82.9,80.3,87.9,80.4
60,乐羽怡,741377,2021090087713,82.9,63.3,91.8,93.7
61,何素凝,715871,2023111037137,82.9,78.4,84.8,85.4
62,祁琦蕊,219844,2024110404411,82.9,85.8,73.5,89.5
63,萧苑露,952279,2019090987958,82.5,75.7,87.9,83.8
64,许才世,654525,2022031222526,82.5,84.0,76.0,87.6
65,苗天树,987716,2018050351619,82.4,88.4,68.2,90.7
66,冯菁秋,618455,2019010695519,82.4,91.0,87.3,68.9
67,戚海,138373,2019081257318,82.3,86.5,67.7,92.8
68,禹勤露,626562,2024051166232,82.3,93.1,61.9,92.0
69,孔萍素,400878,2022041027867,82.2,91.1,92.2,63.2
70,李琴,029697,2023010959722,82.2,91.8,91.7,63.1
71,平滢咏,595575,2022070437550,82.1,62.0,91.1,93.2
72,朱伟,322499,2018070219957,82.0,65.8,89.3,90.9
73,邬发,629870,2022120267031,81.9,94.5,64.7,86.5
74,伏清康,072952,2022070775215,81.8,66.0,91.8,87.7
75,庞建,238771,2023091077143,81.8,79.1,80.2,86.2
76,萧静黛,054439,2018121053916,81.7,94.2,78.9,72.1
77,姜辉,492044,2022050794474,81.6,71.5,86.4,86.8
78,汤妍,500598,2018050319846,81.4,83.7,70.5,90.0
79,郝宁行,151318,2021050021846,81.4,60.6,89.1,94.4
80,元琦静,206828,2024090222853,81.3,89.3,70.4,84.2
81,成柔,206996,2018040399644,81.2,87.3,92.9,63.5
82,酆生波,385921,2022101192162,81.2,62.3,94.4,86.8
83,项霄琴,581045,2023060184574,81.2,83.8,85.9,73.8
84,凤黛竹,215713,2018050971374,81.1,77.9,78.1,87.3
85,贝璧璐,769837,2020060583755,81.1,72.1,81.7,89.5
86,蒋珍娅,780380,2018010338027,81.0,78.2,92.4,72.4
87,凤瑶纯,753250,2018010595009,81.0,57.2,91.0,94.9
88,沈桂,428476,2019011067674,81.0,91.2,72.9,78.9
89,齐辉泰,616054,2019040265417,81.0,85.6,85.8,71.7
90,金毅,651133,2020030353352,81.0,87.8,68.7,86.5
91,许子士,548121,2018030212173,80.9,82.1,76.4,84.1
92,姜富,041021,2019031072115,80.9,56.6,93.0,93.1
93,俞峰,478906,2021030140648,80.8,82.2,80.2,79.9
94,陶伟国,106201,2023061000155,80.8,91.6,88.0,62.8
95,沈胜,630582,2024030558239,80.8,71.0,77.8,93.5
96,谢育娅,629837,2024040143767,80.8,88.1,88.2,66.2
97,汤仁建,764252,2019030945227,80.7,59.3,93.2,89.5
98,余霞宜,136612,2019080511273,80.7,80.8,74.3,86.9
99,明才安,042036,2019080903605,80.7,89.1,88.2,64.7
100,萧顺生,283204,2023090490456,80.7,66.7,87.1,88.2
101,毛家才,235634,2019060453471,80.6,80.0,69.4,92.5
102,滕玉芸,304676,2023110607664,80.6,68.5,84.4,88.8
103,屈莲莺,819006,2018110020617,80.5,78.2,72.3,90.9
104,戴丽华,969581,2019071178109,80.5,73.7,85.7,82.0
105,雷梅,818530,2020031183013,80.5,93.2,94.2,54.2
106,顾光贵,330946,2021120834629,80.5,72.2,87.8,81.5
107,陶才,672740,2022070604043,80.5,66.9,87.1,87.4
108,窦勤飘,588111,2024060661133,80.5,56.2,93.5,91.9
109,苏舒芝,015508,2018060080852,80.4,67.9,94.9,78.3
110,萧树义,839876,2021090827672,80.4,77.7,92.7,70.9
111,费雄,017474,2022020527432,80.4,93.5,78.8,69.0
112,柳欢蓉,891786,2022111028663,80.4,84.1,73.2,83.9
113,谈园丹,716532,2019070393225,80.3,69.6,81.8,89.6
114,孔玲,278639,2018060703917,80.2,71.7,76.8,92.0
115,秦强,947759,2024021125913,80.0,63.3,83.3,93.5
116,金华,655537,2019070053715,79.9,92.1,82.8,64.8
117,庞榕家,225225,2023050352539,79.9,89.5,77.8,72.3
118,蒋强,780688,2019010738819,79.8,86.8,85.7,66.8
119,卞琬爽,316168,2020070256851,79.8,91.9,68.1,79.4
120,唐中风,420637,2021101113711,79.8,68.6,78.9,91.9
121,计秋纯,712865,2021111076523,79.8,86.3,73.0,80.2
122,邹康,579704,2022061170426,79.8,90.0,65.1,84.4
123,吴枝娜,020286,2023030118651,79.8,85.1,82.5,71.7
124,时影,916479,2018050997911,79.7,73.3,85.0,80.8
125,韦广子,665248,2023110964813,79.7,91.9,85.2,62.0
126,毛力,767332,2024030253212,79.7,83.5,61.0,94.5
127,臧楠,091049,2018031044932,79.6,63.4,86.8,88.5
128,姜瑾,167289,2021020218911,79.6,75.8,69.0,93.9
129,陶璧悦,516827,2022060822739,79.6,66.8,92.6,79.3
130,凤苑,141609,2022080460931,79.5,88.2,64.9,85.4
131,魏刚铭,057071,2024060997106,79.5,93.1,93.7,51.6
132,堪娴,606252,2022010225210,79.4,85.6,94.2,58.4
133,魏元,364384,2018030278457,79.3,94.8,81.1,62.1
134,孟海海,044804,2019040410428,79.3,62.2,83.6,92.0
135,华山,477184,2020090198434,79.3,63.6,93.0,81.4
136,喻勇,381303,2021050430313,79.3,83.6,76.4,77.9
137,伏文,027543,2022040164325,79.3,57.4,93.0,87.6
138,祝致成,907223,2023061022322,79.3,87.5,90.4,60.0
139,殷媛芝,914361,2024040246112,79.3,77.1,67.6,93.1
140,赵永致,895683,2022051168315,79.1,59.6,85.6,92.1
141,郎菊,978800,2022060930042,79.1,88.1,63.1,86.2
142,时艺,679283,2024060978311,79.1,90.7,51.6,94.9
143,平可,055620,2021021212006,79.0,84.6,64.3,88.1
144,褚时雄,922192,2021091229254,79.0,78.6,83.1,75.2
145,费建,682050,2024050885073,79.0,63.6,89.5,83.9
146,吴惠,360438,2019051203801,78.9,77.0,73.4,86.2
147,马辉鼎,836806,2022040160602,78.9,87.9,88.0,60.7
148,郎秋,186158,2023110785869,78.9,71.2,84.2,81.2
149,水成顺,211483,2018021208306,78.8,83.8,93.1,59.6
150,廉琦纨,430418,2018060091870,78.8,76.0,82.5,77.8
151,鲁士安,223507,2020030030759,78.8,80.1,73.6,82.6
152,皮瑶,701816,2019100491647,78.7,61.1,92.3,82.8
153,孔英冰,862042,2021120364215,78.7,88.0,76.8,71.2
154,董光,344414,2022120591456,78.6,52.8,93.1,89.8
155,花士成,711899,2023100169941,78.6,84.8,82.7,68.3
156,史君,527869,2018121006968,78.5,78.7,88.5,68.2
157,安彩,159791,2021020049146,78.5,61.3,90.4,83.9
158,陶英菁,808258,2021051135841,78.5,69.5,80.2,85.8
159,窦刚,835157,2022090615717,78.5,90.3,93.8,51.4
160,薛时钧,281415,2023070481556,78.5,77.9,67.4,90.2
161,李志,027828,2024020942861,78.5,72.1,93.1,70.2
162,任彩,183019,2024060141905,78.5,55.5,92.3,87.7
163,冯霞芝,141898,2024080699803,78.5,76.3,71.6,87.5
164,韩发飞,745016,2019050101636,78.4,68.6,90.1,76.4
165,邹海雄,490795,2019100759553,78.4,78.6,70.8,85.7
166,米珊筠,308416,2019110071611,78.4,57.6,84.2,93.4
167,祝生波,354855,2019110305554,78.4,91.8,55.6,87.9
168,邹志清,897933,2024020053312,78.4,70.0,90.8,74.5
169,毕露宁,077269,2019060266903,78.3,65.1,94.0,75.9
170,云薇,300699,2022010199969,78.3,65.5,84.0,85.4
171,汪毓园,495677,2023021167735,78.3,85.6,87.7,61.7
172,姜贞雁,437721,2018100982113,78.2,91.4,68.7,74.5
173,周国,718538,2020070423847,78.2,76.3,76.6,81.7
174,齐永,957748,2021040604802,78.2,69.6,74.9,90.0
175,袁楠杰,820983,2023030348320,78.2,73.3,70.5,90.9
176,费叶,235538,2024050343808,78.2,65.8,86.5,82.3
177,时山安,692610,2021020931005,78.1,84.1,70.3,80.0
178,卜树清,738660,2023050216025,78.1,58.1,84.7,91.5
179,卜寒,240250,2019050205015,78.0,88.3,62.2,83.5
180,孔军,949147,2020020994755,78.0,91.6,51.3,91.2
181,王纨璧,734573,2018111017340,77.9,71.0,81.3,81.3
182,孙利,892195,2019070329539,77.9,90.6,62.6,80.4
183,陈美,299980,2019090328064,77.9,81.4,59.6,92.8
184,喻菁黛,518665,2021020216541,77.9,79.0,86.3,68.3
185,魏信国,164833,2022030693312,77.9,92.8,62.0,79.0
186,窦爱洁,960328,2020060512861,77.8,75.5,67.7,90.2
187,狄芬菊,530628,2022010182818,77.8,81.4,91.0,60.9
188,沈永弘,885393,2018091129345,77.7,73.6,93.2,66.2
189,苏彩,663471,2019010637125,77.7,64.0,81.3,87.8
190,计峰,347768,2019040046847,77.7,69.0,70.5,93.5
191,葛颖咏,994925,2019070662560,77.7,89.7,65.9,77.5
192,苗达楠,457739,2020030573923,77.7,75.3,90.4,67.3
193,余胜武,412926,2020010542671,77.6,76.5,89.0,67.2
194,宋茗,768159,2020101245949,77.6,93.3,45.8,93.7
195,鲍仁,769831,2021100593167,77.6,66.4,92.9,73.4
196,苏天武,836375,2024120837557,77.6,81.5,81.9,69.3
197,秦毅,325247,2019041134724,77.5,85.9,64.0,82.7
198,卜婉,845529,2021090872924,77.5,66.0,80.2,86.4
199,史达保,571613,2022060491339,77.5,71.7,77.8,83.0
200,皮贵以,630054,2023050525447,77.5,92.8,45.3,94.5
201,熊瑾,384371,2023060897141,77.5,71.0,85.3,76.2
202,姜刚泰,336149,2023071084974,77.5,71.5,89.1,71.9
203,苗明,785419,2023090861959,77.5,85.2,71.2,76.2
204,卫艺莲,910809,2024111220901,77.5,93.7,74.6,64.2
205,施波福,233687,2018010028702,77.4,63.6,86.9,81.7
206,时娥,072180,2022090348028,77.4,91.5,74.6,66.2
207,姜青,466943,2024120414326,77.4,61.4,81.4,89.4
208,云武彬,129987,2018020748744,77.3,67.2,79.4,85.2
209,郎楠,125787,2018050088737,77.3,49.1,94.9,87.9
210,施育悦,147858,2021060405837,77.3,59.8,88.0,84.0
211,毕俊,250466,2021080496671,77.3,77.8,75.3,78.8
212,严行茂,659125,2022100162524,77.3,67.7,93.1,71.0
213,卜义,377779,2023050617913,77.3,87.4,90.1,54.5
214,华国刚,386155,2023060275575,77.3,66.2,71.7,94.1
215,张珠,301222,2018021062265,77.2,68.5,89.5,73.5
216,姚眉爱,922281,2018120428132,77.2,62.1,90.9,78.6
217,罗红,943823,2019040932372,77.2,73.0,64.5,94.1
218,孔琛,171784,2019080438406,77.2,92.7,62.0,76.9
219,董强,736444,2020060484436,77.2,83.1,85.1,63.5
220,凤炎天,908298,2024101019863,77.2,84.7,81.8,65.1
221,凤杰,026742,2018020964234,77.1,94.2,79.7,57.4
222,成馥纯,719039,2019010053904,77.1,91.1,82.5,57.7
223,元保钧,536389,2021020748954,77.1,89.3,54.6,87.4
224,计飞,688867,2022090656727,77.1,91.2,84.1,56.1
225,华辰,834217,2023080441711,77.1,93.5,67.2,70.7
226,廉萍晓,703257,2024081215731,77.1,84.2,55.8,91.2
227,堪康志,378990,2020120089062,77.0,76.2,70.0,84.8
228,堪安,817551,2021051035111,76.8,58.5,89.1,82.7
229,苗露,635522,2021121102216,76.8,59.3,76.2,94.8
230,葛广中,344967,2022020256740,76.8,58.2,92.6,79.6
231,费毅刚,358349,2018110104950,76.7,59.1,90.2,80.8
232,屈永,897244,2019041034420,76.7,69.6,82.7,77.9
233,窦荔莉,919171,2023040197148,76.7,91.2,55.8,83.1
234,窦策,981971,2019061017173,76.6,64.8,89.2,75.8
235,冯娥,260288,2020011248858,76.6,87.9,50.1,91.9
236,朱融,482360,2021050506071,76.6,64.7,78.4,86.6
237,成琳,366617,2023110431712,76.6,94.2,79.0,56.5
238,狄天,673926,2018101052646,76.5,87.3,86.1,56.1
239,李桂,249699,2019021099907,76.5,72.7,87.0,69.9
240,伏芝,163604,2019100820467,76.5,62.2,84.2,83.2
241,韦华菁,504088,2018110188813,76.4,75.1,63.3,90.7
242,杨咏,097623,2020101242367,76.4,64.2,92.0,73.0
243,卫杰,455895,2024070259519,76.4,88.8,76.8,63.6
244,王娜馨,717992,2021090429244,76.3,93.2,63.2,72.5
245,葛霞,195626,2023100112638,76.3,68.8,69.0,91.2
246,费生岩,142713,2019020311343,76.2,73.6,89.3,65.8
247,花锦,913592,2022091079204,76.2,85.2,75.3,68.0
248,魏星,502137,2022120703726,76.2,61.4,86.3,80.9
249,邵燕,178183,2018060358311,76.1,79.6,90.3,58.4
250,乐波学,572564,2020040766441,76.1,73.7,74.8,79.8
251,金弘星,180978,2021030057830,76.1,83.4,49.9,94.9
252,昌妍,690943,2019090824324,76.0,88.8,58.9,80.2
253,史黛,178839,2020110243971,76.0,92.5,86.6,48.9
254,傅仁,704549,2023080654907,76.0,72.2,64.3,91.6
255,华纯娜,015184,2024070408448,76.0,61.2,85.7,81.1
256,堪玉英,852605,2021060120538,75.9,69.2,81.3,77.1
257,卫婵,113770,2021101137039,75.9,46.5,93.1,88.0
258,廉彩霭,320141,2022010234137,75.9,77.1,76.2,74.5
259,冯瑾惠,205175,2023050057561,75.9,60.4,80.8,86.6
260,邹信以,767648,2024090864865,75.9,90.3,69.4,68.1
261,贺鼎,956660,2018120276055,75.8,87.2,88.7,51.6
262,王钧,856476,2018120727671,75.8,94.6,54.2,78.6
263,冯环,694209,2020081060975,75.7,65.8,77.0,84.3
264,卫榕茂,235672,2022010767218,75.7,70.2,67.5,89.4
265,纪国天,987646,2022020264655,75.7,87.7,73.3,66.1
266,张叶荣,830115,2022051041564,75.7,71.0,77.1,78.9
267,平贞,421823,2018010302333,75.6,71.8,77.0,78.0
268,熊君,993768,2018080626839,75.6,87.6,82.3,56.9
269,祝盛树,969116,2020060191645,75.6,86.8,78.7,61.3
270,穆才航,524260,2022091096042,75.6,87.6,69.6,69.7
271,尹策,674334,2024121093425,75.6,89.8,66.4,70.7
272,汪仁炎,631793,2020100559353,75.5,54.6,87.3,84.5
273,廉璐英,529471,2022071257108,75.5,81.2,78.8,66.5
274,董光,325468,2024110736866,75.5,88.5,88.2,49.9
275,华澜,326053,2020060795337,75.4,82.2,78.0,65.9
276,水丽,969088,2022031198822,75.4,62.6,77.2,86.4
277,堪才,892994,2022040139439,75.4,56.3,91.9,78.1
278,廉娟凤,645551,2022050155110,75.4,74.5,58.7,92.9
279,华胜国,764375,2022080027569,75.4,84.9,81.9,59.5
280,屈育香,431181,2023051008118,75.4,87.5,61.3,77.3
281,郑天贵,059465,2018050096573,75.3,94.6,86.0,45.4
282,郝光,356254,2019071155407,75.3,93.9,64.1,68.0
283,窦安腾,699390,2020020209069,75.3,89.5,55.9,80.4
284,吕影,006087,2021041108753,75.3,94.8,56.8,74.4
285,尤建茂,756603,2021081000360,75.3,66.5,78.9,80.6
286,董欣云,366841,2021111254125,75.3,61.7,88.6,75.5
287,项兴波,666129,2018090382904,75.2,79.7,88.2,57.6
288,彭雪,148152,2021021145215,75.2,61.7,80.7,83.3
289,平光,322027,2022011142712,75.2,64.6,66.4,94.6
290,滕腾,542218,2022050961859,75.2,55.0,83.6,87.1
291,毕梅艳,408248,2020120364827,75.1,92.4,51.5,81.4
292,乐香荣,793744,2021030314457,75.1,93.4,66.4,65.6
293,李环凝,997209,2024050350919,75.1,91.3,83.4,50.7
294,乐韵勤,744097,2022121029725,75.0,92.2,84.0,48.8
295,施洁怡,066487,2024070888703,75.0,77.1,63.6,84.2
296,曹莲宜,447592,2020040899229,74.9,91.0,84.6,49.2
297,皮枫巧,863679,2022020607973,74.9,83.4,70.2,71.2
298,茅弘兴,492375,2024051157561,74.9,72.8,63.1,88.9
299,熊士,501223,2018020432320,74.8,66.6,84.2,73.5
300,熊枝真,758189,2019010248925,74.8,75.0,60.4,89.0
301,史茂,391334,2019030683438,74.8,94.0,49.8,80.5
302,赵娜静,296372,2019080267227,74.8,88.3,90.3,45.9
303,章蓉,089433,2020090503330,74.8,88.7,71.5,64.1
304,尹广,197949,2020090604929,74.8,80.2,93.7,50.4
305,俞平风,995115,2022111071529,74.8,92.6,49.2,82.7
306,纪军安,578458,2022120605817,74.8,83.9,47.4,93.0
307,明璧洁,029390,2023010569001,74.8,54.2,93.3,76.8
308,成腾,680385,2020040048505,74.7,72.5,58.8,92.9
309,滕清,303524,2022050152447,74.7,90.4,83.2,50.5
310,汪怡荔,436884,2022051108470,74.7,63.0,88.4,72.7
311,项宁国,718692,2023010259230,74.7,78.5,77.7,67.9
312,葛琬,753443,2023071174324,74.7,91.4,60.8,71.9
313,舒龙龙,101950,2018011085061,74.6,47.7,90.9,85.3
314,皮惠澜,233630,2020071163018,74.6,62.3,76.0,85.6
315,施星广,661333,2021120753354,74.6,60.5,74.4,89.0
316,金晓,964404,2022020210442,74.6,57.7,93.4,72.7
317,宋云香,309088,2023110768868,74.6,87.6,81.4,54.8
318,尹生,341320,2023120022071,74.6,65.6,77.1,81.1
319,元素琰,990984,2024020088422,74.6,71.2,63.9,88.7
320,祁祥胜,867289,2020031178939,74.5,86.2,54.9,82.5
321,姜菲,922274,2021050907453,74.5,78.0,82.0,63.4
322,穆娅咏,975029,2024030902922,74.5,46.2,91.3,86.0
323,杨建成,441865,2021101106561,74.4,95.0,76.1,52.0
324,王杰,309789,2022060988966,74.4,59.7,92.0,71.4
325,任纨聪,982629,2023071042927,74.4,85.1,48.2,90.0
326,花士,471143,2023091074314,74.4,93.5,82.7,47.0
327,祝晶欣,773352,2023110125271,74.4,91.8,83.6,47.9
328,齐学,371093,2018020509344,74.3,88.0,57.2,77.7
329,乐家,534022,2019040342250,74.3,91.2,64.3,67.5
330,岑祥利,856063,2022010336349,74.3,76.4,76.3,70.2
331,祁岚,906923,2022110652318,74.3,72.6,93.7,56.5
332,云巧芸,445778,2024060647828,74.3,57.4,74.6,90.8
333,汪健,989714,2024070151473,74.3,89.7,54.8,78.5
334,贝贵,646004,2024070410474,74.3,75.5,79.3,68.1
335,韦璐,224389,2024090328970,74.3,76.7,52.0,94.2
336,雷山,210613,2018040021312,74.2,68.7,82.7,71.3
337,邬园素,028558,2018051035839,74.2,88.4,57.2,76.9
338,项福保,019603,2019040290344,74.2,76.5,73.7,72.4
339,杨晶,439963,2021030766331,74.2,92.5,69.0,61.2
340,岑健,828042,2023040164271,74.2,78.1,59.3,85.1
341,范兴,744431,2018060673138,74.1,78.1,63.8,80.5
342,祁凡,291840,2021100584035,74.1,89.5,73.9,58.9
343,邵文飞,503971,2022110367159,74.1,69.3,70.4,82.6
344,姚苑,115976,2024010397643,74.1,78.2,65.6,78.4
345,韩芬,704599,2020100899936,74.0,84.0,56.0,82.0
346,曹茂,175773,2021051247352,74.0,67.4,61.1,93.4
347,魏海,865032,2023010663229,74.0,55.8,84.4,81.8
348,昌凝,117861,2023020646153,74.0,73.3,59.7,89.0
349,李子永,634735,2024030853528,74.0,79.1,73.7,69.1
350,明钧,348957,2024041155736,74.0,84.0,54.8,83.3
351,周平星,882628,2024090812852,74.0,62.1,77.7,82.2
352,凤芳,382591,2024110569145,74.0,71.1,80.0,70.9
353,孟瑗璧,288428,2021071022852,73.9,75.7,63.5,82.5
354,秦彬广,958563,2021110856327,73.9,61.2,88.9,71.5
355,和成,546777,2022090187705,73.9,79.9,81.6,60.2
356,吕菁,435041,2022121134175,73.9,63.5,87.2,70.9
357,康筠凝,686032,2023050423231,73.9,71.5,76.0,74.3
358,毕钧茂,352849,2023071094973,73.9,86.1,66.5,69.1
359,元艺,555192,2023090799268,73.9,86.7,47.8,87.3
360,贺德平,721886,2023100058656,73.9,85.9,83.3,52.6
361,柏岩力,529500,2018050450015,73.8,85.9,85.3,50.1
362,平星山,900844,2022121054428,73.8,84.3,51.1,86.1
363,毕莎聪,463736,2018041093665,73.6,86.0,61.2,73.6
364,姚峰杰,130961,2018111136152,73.6,52.5,90.2,78.2
365,顾平,403263,2019080636332,73.6,77.9,73.6,69.3
366,廉榕波,006670,2020020537056,73.6,87.8,63.0,70.0
367,殷永,681582,2021011208216,73.6,63.8,72.7,84.2
368,沈子,585472,2022010617234,73.6,84.9,56.2,79.7
369,葛仁,828597,2023040709711,73.6,88.0,85.8,47.1
370,袁杰,905818,2024050551823,73.6,61.7,70.8,88.3
371,俞妹艳,597477,2024080267755,73.6,83.7,82.9,54.3
372,皮龙彬,303620,2018080392052,73.5,89.3,83.0,48.1
373,廉纨,239998,2019060049850,73.4,63.1,94.5,62.7
374,米露,682778,2018020247819,73.3,83.8,47.6,88.6
375,戚玲,161913,2018070521354,73.3,62.2,67.5,90.3
376,顾黛,401050,2019091055027,73.3,54.2,74.5,91.3
377,孟珍,963384,2020081248454,73.3,81.0,76.7,62.2
378,顾珊苑,693629,2021100862921,73.3,86.7,87.3,45.9
379,许贞蓓,167471,2023070617102,73.3,52.4,91.6,75.9
380,孔昭筠,376296,2024030939638,73.3,71.1,83.1,65.8
381,尹芝,801447,2023031094709,73.2,82.5,76.8,60.4
382,酆光,261530,2023051063058,73.2,78.9,62.0,78.6
383,戴刚,766496,2019050889671,73.1,55.7,69.5,94.2
384,陶保钧,434732,2020101043223,73.1,68.5,79.4,71.5
385,郎星,181665,2022100816535,73.1,47.9,83.5,87.8
386,茅欢,570713,2023020611339,73.1,71.2,69.2,78.8
387,郑伟,899574,2024040157458,73.1,75.3,58.7,85.2
388,昌薇,318557,2021120955745,73.0,55.5,81.4,82.1
389,苗时,286375,2022040347570,73.0,73.7,63.7,81.5
390,窦爱,595433,2023080933306,73.0,77.4,80.2,61.4
391,穆菲希,268845,2023121224554,73.0,67.1,68.7,83.1
392,严以,798664,2019101166413,72.9,69.5,87.6,61.6
393,周岩士,686595,2023061089537,72.9,79.2,55.4,84.2
394,柳毅,223255,2024090365535,72.9,86.8,70.6,61.3
395,计山炎,261199,2024090729935,72.9,71.7,77.7,69.4
396,和力,518727,2018090782748,72.8,87.5,81.0,50.0
397,曹胜明,826302,2019011030266,72.8,81.3,83.0,54.2
398,周泰,096355,2021030725521,72.8,55.5,85.4,77.6
399,郎航,670680,2021080498012,72.8,74.2,51.2,93.0
400,皮富星,637615,2021120151544,72.8,86.8,83.9,47.6
401,雷凡,527276,2023060187663,72.8,69.4,69.2,79.9
402,尤泰,850996,2018080879618,72.7,63.8,69.1,85.2
403,马纨君,416178,2019041077825,72.7,76.5,74.5,67.1
404,舒姬,995811,2020080021114,72.7,65.6,76.0,76.4
405,华以发,671388,2020080388807,72.7,72.7,57.3,88.0
406,殷杰全,309768,2022120106835,72.7,78.2,72.8,67.1
407,岑文琛,546159,2024060625923,72.7,74.1,87.2,56.9
408,吕筠,084559,2019121085958,72.6,78.7,60.1,78.9
409,倪钧,341975,2018021257568,72.5,92.9,77.8,46.8
410,沈安茂,886746,2018081204610,72.5,82.1,66.1,69.3
411,潘才,057192,2020100919228,72.5,78.5,86.2,52.8
412,戴山,572412,2021030771212,72.5,89.2,58.4,69.8
413,严红,667341,2022051054114,72.5,83.8,61.5,72.1
414,俞昭,311225,2022120532564,72.5,94.0,56.9,66.5
415,陈辉,220534,2019020233466,72.4,70.9,88.8,57.5
416,穆世,497554,2019070155442,72.4,62.1,81.8,73.4
417,奚茗瑾,298075,2019071157525,72.4,72.3,61.7,83.2
418,秦顺,333226,2020070142667,72.4,92.6,54.6,70.1
419,董德,236900,2021030100066,72.4,77.2,45.2,94.9
420,水辰,963424,2022031242445,72.4,69.4,59.9,87.9
421,祁芬,879040,2024020414038,72.4,51.2,79.9,86.0
422,尹国文,186501,2024030360132,72.4,68.3,79.3,69.6
423,乐莉希,674983,2018080768305,72.3,77.7,64.5,74.7
424,傅倩荣,141750,2019040555020,72.3,89.4,65.9,61.5
425,廉玉,871399,2020010269903,72.3,62.1,91.7,63.2
426,倪力雄,281826,2020010322616,72.3,47.9,84.4,84.5
427,费伟,518615,2022070361509,72.3,76.3,57.5,83.0
428,项义,474235,2018120793502,72.2,63.9,68.5,84.1
429,何平,103245,2022060634563,72.2,76.6,85.7,54.3
430,姚菁,757426,2024030922639,72.2,72.1,58.6,85.8
431,傅素,540837,2021050123740,72.1,80.7,51.1,84.5
432,柏羽馨,346290,2021120219029,72.1,67.6,62.0,86.7
