2023030120718,root,1000,69.9,5
l6AoC,bXmFR,0KbL0,czOGL,Dqkii
69.8,70.2,70.3,69.5,69.7
38,±«ÖéÓ½,761312,2022100891204,82.3,81.3,87.9,63.8,86.3,92.4
39,³ÉÈá,206996,2018040399644,82.0,85.8,76.2,90.8,69.8,87.4
40,Éò°²Ã¯,886746,2018081204610,82.0,72.5,93.6,63.5,94.2,86.2
41,ÆÝóÞÇÙ,518553,2020110845336,82.0,83.2,77.4,93.1,74.3,82.0
42,ÑÏÖÐ,949555,2023080075552,82.0,70.9,92.4,82.6,76.2,88.1
43,ÅË²Å,057192,2020100919228,81.5,81.7,91.5,56.1,94.8,83.2
44,Æî²Å,201048,2022020344817,81.4,89.8,90.1,78.1,63.9,85.2
45,ºÎ¶ð,104390,2022060359036,81.4,70.7,72.2,89.2,95.0,80.1
46,ÌÕ±£¾û,434732,2020101043223,81.3,80.8,77.8,91.0,64.4,92.7
47,Æ½Õê,032935,2020121073509,81.3,84.2,74.8,76.1,77.9,93.5
48,¿×ÕÑóÞ,376296,2024030939638,81.2,72.7,82.5,86.2,86.5,77.9
49,½ðÍñ,153431,2021071213105,81.0,84.7,80.6,78.3,88.0,73.2
50,½ª¸ÕÌ©,336149,2023071084974,81.0,92.6,67.6,76.7,91.5,76.5
51,ÞÉÐÇ»Ô,838478,2024040647870,80.9,92.7,57.7,94.9,76.0,83.2
52,ÔÆÐãèµ,453409,2024030400971,80.7,88.9,92.0,81.0,49.3,92.1
53,´÷·¼Ã·,441126,2018070222650,80.6,79.9,58.8,82.1,94.5,87.6
54,Òó½Ü,999163,2018090106374,80.6,79.5,81.5,77.0,87.2,77.8
55,ÀÖ¼Ò,534022,2019040342250,80.6,83.4,52.2,84.5,93.8,89.1
56,ÀÉÔ·Êæ,959970,2019060427061,80.6,81.0,87.7,81.2,69.5,83.7
57,ÔÆÞ±,300699,2022010199969,80.6,58.9,83.9,87.6,92.0,80.5
58,ÎÀÃú,114600,2020101120006,80.5,82.6,79.2,94.1,78.2,68.5
59,ºÍÓ¢,333711,2018110841121,80.1,65.7,91.1,92.6,85.1,66.0
60,ê°ºì,522447,2020080614731,80.0,47.7,92.1,85.3,89.7,85.1
61,·ïÊÀÓÀ,947872,2022060177220,79.8,91.7,87.1,71.3,81.3,67.6
62,¼Í¾ü°²,578458,2022120605817,79.8,86.9,84.3,80.6,87.0,60.0
63,ÓÚË¬ÈØ,451089,2021090278963,79.6,84.5,88.7,75.6,82.7,66.7
64,±«ÈÊ,769831,2021100593167,79.6,76.4,72.7,64.1,94.3,90.3
65,Æ½Õê,421823,2018010302333,79.4,86.2,77.1,82.9,77.1,73.5
66,ÇüÓýÏã,431181,2023051008118,79.4,62.5,83.3,87.6,79.1,84.5
67,ÉÛÑà,178183,2018060358311,79.3,85.1,91.7,63.8,86.6,69.5
68,ÖìÐã,520572,2021120427246,79.3,84.5,69.4,68.3,80.8,93.7
69,½ðÏþ,964404,2022020210442,79.3,78.1,76.8,77.9,82.6,81.3
70,´÷Ò¶,306180,2023080098036,79.3,72.2,74.1,92.8,69.1,88.2
71,ÀÉéª,125787,2018050088737,79.2,92.4,48.4,94.3,91.7,69.2
72,³ÉÌÚ,680385,2020040048505,79.2,78.2,87.9,56.5,81.3,92.3
73,Ïî¸£±£,019603,2019040290344,79.1,78.2,66.2,88.3,70.7,91.9
74,ÓíÇÚÂ¶,626562,2024051166232,79.0,70.0,80.4,82.8,67.3,94.4
75,±ÏÃ÷,870002,2024110800209,79.0,92.2,93.1,78.7,46.5,84.3
76,ÓáÊ÷¸»,480640,2019010994043,78.9,72.2,94.0,92.1,83.8,52.6
77,ÇØÄþ¶«,129375,2023050637522,78.9,64.0,94.5,92.3,85.2,58.7
78,ÌÀÑ©,824504,2021121030418,78.8,65.7,67.9,79.3,86.3,94.7
79,±ÏÁ¼,003994,2022110749428,78.8,76.5,91.2,73.0,81.6,71.9
80,ËÎ¾§,621407,2018010400761,78.7,61.2,88.0,65.8,83.9,94.8
81,Ê©ÓýÔÃ,147858,2021060405837,78.5,57.7,77.1,92.3,94.4,70.8
82,»ªÈ«,791930,2024040923017,78.5,50.4,79.8,91.1,90.3,80.7
83,ÔªÕÑ,618289,2020010718943,78.3,77.7,57.2,77.0,85.8,93.8
84,ÖÜÑÒÊ¿,686595,2023061089537,78.3,50.1,90.5,94.9,90.3,65.8
85,ÁøÐÐ,016171,2022060157109,78.2,90.7,53.4,92.1,64.6,90.2
86,Â³è¡,634482,2023120718236,78.2,45.1,92.7,79.6,86.2,87.3
87,ÞÉÕäÃÎ,671630,2023080223062,78.1,63.3,76.7,68.3,94.9,87.4
88,ÞÉÜøèª,298075,2019071157525,78.0,54.5,92.8,87.9,79.2,75.7
89,·ÑÐË¹ó,767324,2021091232409,78.0,79.0,83.3,69.0,72.6,85.9
90,¿×Áá,278639,2018060703917,77.9,87.9,64.9,92.1,92.0,52.6
91,Êæ·ÉÐÂ,206663,2020010236323,77.9,68.4,83.6,84.9,72.8,79.7
92,ÒüÖ¥,801447,2023031094709,77.9,80.7,94.8,51.7,70.7,91.4
93,ºÂ³É¶¦,243317,2019110611718,77.8,93.6,82.9,70.7,46.9,94.9
94,ÓàÊ¤Îä,412926,2020010542671,77.8,82.8,50.7,87.5,84.6,83.4
95,Ïî»¶,834698,2022030699834,77.8,93.4,71.7,51.5,93.3,79.0
96,ÉÛÎÄ·É,503971,2022110367159,77.8,73.1,66.1,87.8,84.0,78.2
97,ÆÝÁá,161913,2018070521354,77.7,95.0,70.4,58.1,85.1,80.1
98,³Â»Ô,220534,2019020233466,77.7,78.2,53.2,92.1,75.7,89.4
99,Òü¹úÎÄ,186501,2024030360132,77.7,74.7,85.4,89.1,51.8,87.4
100,ÌÕæ«Ï£,977974,2024060967468,77.7,94.2,65.6,63.1,89.3,76.3
101,¶­¹ã,529018,2023040131825,77.6,94.4,78.4,68.4,85.1,61.6
102,²·ÄþÝº,087374,2019050777434,77.5,67.4,55.5,88.3,92.4,83.7
103,ÂÀóÞ,084559,2019121085958,77.5,69.9,94.2,46.4,88.4,88.8
104,ÆîÏéÊ¤,867289,2020031178939,77.5,86.0,56.8,76.1,90.0,78.4
105,±«Óý±ù,223658,2023050335829,77.5,82.6,90.8,64.4,80.3,69.2
106,ñ¼°®,595433,2023080933306,77.5,60.5,89.3,92.5,54.2,91.2
107,ÎéÍñ,466307,2023100510753,77.5,92.1,91.7,80.6,65.1,57.9
108,Éò¾²,847682,2024071098219,77.5,66.7,79.4,94.0,65.3,82.3
109,²·º®,240250,2019050205015,77.4,91.0,93.5,58.4,63.6,80.7
110,Ë®ÐÂ,018195,2020110959560,77.4,89.0,92.0,47.0,67.7,91.2
111,Æî·Ò,879040,2024020414038,77.4,64.0,90.5,80.2,63.7,88.5
112,Ã÷²Å°²,042036,2019080903605,77.3,69.3,50.2,80.9,90.9,95.0
113,ÅíÝ¼,860474,2019100447458,77.3,87.3,74.5,94.4,81.0,49.5
114,ÚùÐÛ¼Ò,819010,2021050041060,77.3,93.0,58.5,75.2,88.9,70.9
115,ñÒÊ±ÐÛ,922192,2021091229254,77.3,68.0,84.9,88.2,84.3,61.2
116,Ò¦ÊçË¬,644769,2024021066913,77.3,69.8,93.1,66.5,77.5,79.8
117,ºÂÖ¾,449990,2024110419023,77.3,75.5,87.1,66.0,90.2,67.5
118,¿×¸»Ã÷,304748,2019070024824,77.2,91.6,75.8,70.4,89.8,58.2
119,µÒæý¾§,059602,2020080110268,77.2,72.5,78.3,67.5,86.2,81.3
120,½¯Ê¢,843686,2023020268670,77.2,86.5,91.0,50.8,92.5,65.3
121,ÐÜèª,384371,2023060897141,77.2,82.9,76.1,81.5,86.5,59.0
122,±«Îä²Å,817966,2023070556650,77.2,49.7,61.1,94.0,88.5,92.5
123,ÞÉº½ÐÅ,743285,2022041158551,77.1,85.0,85.0,75.3,90.7,49.5
124,½¯Õäæ«,780380,2018010338027,77.0,88.1,91.0,85.0,67.0,54.0
125,Ð»ÐË,425511,2018111241101,77.0,87.9,57.2,72.5,77.2,90.3
126,ÕÂ´¿,694967,2019091186752,77.0,64.0,85.5,91.4,89.3,54.9
127,³ÂÒã¸»,007789,2021040128910,77.0,92.2,68.3,61.4,71.0,92.3
128,Æ¤¸»ÐÇ,637615,2021120151544,77.0,82.1,81.7,71.3,68.7,81.3
129,¶­´ï,491283,2022030888362,77.0,51.4,64.7,90.3,84.0,94.4
130,ÀÉÇï,186158,2023110785869,77.0,72.9,62.6,79.4,93.8,76.1
131,ÓÈ½¨Ã¯,756603,2021081000360,76.9,74.1,82.1,88.5,76.3,63.3
132,ºØ¶¦,956660,2018120276055,76.7,63.2,86.2,86.9,89.8,57.6
133,Êæ»Ô,380342,2019060104227,76.7,58.1,93.4,60.2,88.8,82.8
134,·Ñ¾û,623133,2019120623356,76.7,50.5,82.8,94.7,88.4,67.3
135,²ýÞ±,318557,2021120955745,76.7,90.4,80.1,74.5,74.0,64.6
136,Îâ²¨,782486,2022090558638,76.7,78.9,64.3,64.7,91.4,84.0
137,ÇØÁú»Ô,213917,2022121101713,76.7,48.5,80.6,78.9,87.3,88.3
138,ËïÏéÓÂ,424524,2018100592419,76.6,94.1,58.7,75.5,88.9,66.0
139,¼ÆÇï´¿,712865,2021111076523,76.6,94.4,62.8,76.5,86.6,62.5
140,Òóæ¯Ñþ,083641,2024050824140,76.6,88.0,73.5,85.7,80.3,55.6
141,´÷è¥ÃÃ,246426,2024080012603,76.6,87.1,93.3,50.7,86.5,65.3
142,·ïÑþ´¿,753250,2018010595009,76.5,76.4,92.4,80.3,75.6,57.8
143,Æë»ÔÌ©,616054,2019040265417,76.5,88.0,71.1,50.5,84.4,88.4
144,ÓÚÔÃÖ¦,934463,2020030386350,76.5,84.1,93.8,46.6,72.4,85.5
145,Æ¤Çí,997261,2023030846151,76.5,88.1,68.9,51.9,88.3,85.1
146,·ëèª»Ý,205175,2023050057561,76.5,52.7,81.3,85.0,79.0,84.3
147,¸ðçþ,753443,2023071174324,76.5,84.1,76.5,85.8,69.7,66.5
148,´÷Ê÷,766500,2019050610007,76.4,81.1,83.0,92.6,53.1,72.3
149,¿×¾ü,949147,2020020994755,76.4,90.5,53.3,80.0,65.8,92.3
150,±´¼§äÞ,374208,2020090730810,76.4,76.7,94.6,82.3,58.7,69.6
151,Ö£°®Èá,202485,2021031168553,76.4,59.8,90.1,90.5,93.5,48.2
152,ÔªÕêÃ¼,760856,2021061035626,76.4,70.2,51.8,91.0,74.0,95.0
153,Æ½¸»,427900,2022060180018,76.4,60.4,91.2,78.6,84.6,67.4
154,ÏôÖ¾ÓÂ,126895,2022080999574,76.4,82.3,78.9,82.8,77.5,60.4
155,ÀÖÜøË¬,168321,2023070272126,76.4,76.0,80.4,61.9,90.6,73.3
156,Íô½¡,989714,2024070151473,76.4,92.3,84.9,69.7,61.4,73.7
157,ÇüÍñ½õ,648334,2020100943474,76.3,52.2,86.8,69.6,86.1,86.6
158,ÌÕèµÔÃ,516827,2022060822739,76.3,90.4,79.9,90.6,47.9,72.7
159,²·Òå,377779,2023050617913,76.3,94.8,90.8,71.6,45.6,78.5
160,ÁøÐÅéÅ,215195,2024030979503,76.3,93.5,79.5,85.4,47.2,75.8
161,½ð×Ó,309955,2018071185512,76.2,58.8,67.1,90.3,89.3,75.7
162,ÓÈçþÖé,766860,2021060206059,76.2,78.3,71.1,79.4,58.5,93.5
163,Á®¾ê·ï,645551,2022050155110,76.2,82.5,69.3,76.7,65.1,87.2
164,°ØÉº÷ì,524972,2023050997238,76.2,66.1,68.0,85.2,80.2,81.3
165,Îéè¥,012235,2024050573535,76.2,66.1,67.3,83.2,71.6,92.9
166,Ê·º½ÐÅ,063067,2019020636738,76.1,81.9,73.8,85.4,64.6,74.7
167,ÃÏ»Ô,410144,2019100434440,76.1,74.1,71.0,91.6,54.4,89.5
168,ÀÖÏé±ò,186397,2020020929714,76.1,82.9,90.6,54.6,81.4,71.2
169,ÖìÈÚ,482360,2021050506071,76.0,86.5,83.2,70.3,85.2,54.6
170,ÌÕÊ÷¸£,711401,2022020760169,76.0,91.6,50.9,87.4,73.8,76.1
171,»ÆÀö,120571,2023060957115,76.0,74.1,80.3,67.8,85.8,72.2
172,Òó²¨,937547,2018090074762,75.9,68.9,78.7,47.4,91.5,93.0
173,Ò¦·å½Ü,130961,2018111136152,75.9,45.6,93.4,94.8,64.7,80.9
174,¼Í¹ú,700015,2019061251573,75.9,73.4,73.5,94.0,93.4,45.0
175,¿×è¡,171784,2019080438406,75.9,87.1,55.5,64.4,86.9,85.4
176,ÓíÎ°·¢,603662,2021090456241,75.9,72.9,84.7,61.1,91.2,69.4
177,»¨Ãú,621502,2023120480227,75.9,78.2,66.5,88.5,70.0,76.2
178,Ã÷ÐÐ,374588,2021120728873,75.8,92.5,60.1,74.1,91.7,60.6
179,ÀÉ¾Õ,978800,2022060930042,75.8,64.5,89.0,55.9,78.1,91.5
180,Æîá°,906923,2022110652318,75.8,85.9,80.7,85.7,73.6,53.2
181,°ØÓý,754239,2023070343932,75.8,77.8,69.8,73.7,68.0,89.6
182,ÀîÖ¾,027828,2024020942861,75.8,93.8,76.7,60.8,78.1,69.4
183,¹ËÆ½,403263,2019080636332,75.7,90.3,78.6,72.4,62.4,75.0
184,Óà·¼,950356,2020070955603,75.7,81.3,88.9,70.3,75.6,62.6
185,ñ¼ÀóÀò,919171,2023040197148,75.7,64.2,81.5,84.4,94.0,54.5
186,ÅÓº®Ïþ,730237,2018090173775,75.6,90.1,90.3,72.7,51.9,72.8
187,ÉÛÑÞÜç,216341,2019090214132,75.6,57.5,70.4,89.4,86.1,74.7
188,ÎÀº½ÐÐ,768885,2020100498520,75.6,61.1,78.5,86.6,73.8,78.1
189,ëøÇå,303524,2022050152447,75.6,61.9,65.9,84.4,75.0,90.6
190,ÓàÏ¼ÒË,136612,2019080511273,75.5,93.3,55.3,79.9,79.0,70.0
191,·üÖ¥,163604,2019100820467,75.5,60.2,91.1,82.0,72.7,71.7
192,Éòçþ»Ý,756147,2020030984741,75.5,56.1,94.4,90.7,53.5,82.7
193,ÌÆ¾üÖÐ,772606,2021120630647,75.5,82.0,65.3,77.3,80.6,72.3
194,×Þ¿µ,579704,2022061170426,75.5,52.6,62.4,83.5,94.5,84.3
195,½ð÷ìÀò,547140,2022081154064,75.5,86.9,59.3,94.4,90.1,46.6
196,ÉòÉºèµ,902885,2022110858555,75.5,58.2,85.5,85.1,60.5,88.2
197,ÐíÕêÝí,167471,2023070617102,75.5,71.9,91.7,50.8,76.5,86.8
198,ÃÏ·¢¸»,380695,2018030379571,75.4,68.0,89.1,71.5,63.1,85.2
199,Ð»µ¤¶ð,938104,2019061050459,75.4,82.8,91.5,58.4,62.7,81.7
200,ÓáÏé,022424,2022070622467,75.4,52.5,79.4,73.2,94.2,77.5
201,»ª¸Õ,838378,2018090337829,75.3,94.3,74.1,79.8,48.8,79.7
202,ÂÀÝ¼,435041,2022121134175,75.3,81.0,90.2,68.8,90.9,45.4
203,±´¸ÕÊ÷,712979,2019031227934,75.2,90.6,68.3,68.8,83.4,64.9
204,ÕÔºëÑÒ,883787,2019061198767,75.2,88.8,57.4,80.4,72.2,77.4
205,²·³½,687673,2019110957347,75.2,57.3,85.6,74.1,92.5,66.3
206,ÀÖÓÂµÂ,551175,2021040917559,75.2,60.5,85.2,90.7,58.1,81.5
207,Òó½ÜÈ«,309768,2022120106835,75.2,75.6,87.8,67.2,61.6,83.8
208,³Âö°»·,225719,2018030641930,75.1,77.8,79.3,88.6,80.9,48.8
209,³£Ììº£,738924,2019070342417,75.1,78.7,83.1,56.4,75.6,81.7
210,ñ¼°²ÌÚ,699390,2020020209069,75.1,59.5,71.0,85.6,88.4,71.0
211,Áº¿É½õ,068839,2020110703925,75.1,84.4,76.9,66.7,90.7,56.7
212,·½Üø,044023,2022110412371,75.1,67.3,61.7,87.2,81.9,77.5
213,Ê±Ó°,916479,2018050997911,75.0,63.4,90.0,82.2,48.4,91.1
214,ÀÖ¹ó»Ô,604492,2019080199244,75.0,47.6,75.3,66.6,91.7,93.8
215,ÕÂóÞÕê,287024,2019100862407,75.0,83.0,63.0,61.6,79.6,88.0
216,ÈÎÀò,509838,2021090893814,75.0,81.4,71.3,82.2,54.1,85.8
217,Ñ¦¶ð»·,063639,2021120943904,75.0,94.8,73.7,46.9,69.5,89.9
218,ÓàÇ¿,346283,2022030208306,75.0,93.0,65.7,68.3,80.0,68.2
219,Ê±ÓÀÀû,655476,2022120537632,75.0,77.4,79.8,80.1,76.0,61.6
220,Ã÷èµ½à,029390,2023010569001,75.0,77.7,92.9,55.3,89.8,59.1
221,³ÉÊ¿Á¦,120983,2019030768359,74.9,84.1,82.3,54.3,91.4,62.2
222,´÷Àö»ª,969581,2019071178109,74.9,92.6,70.8,76.6,89.1,45.6
223,À×·ï,807634,2019100543423,74.9,78.5,87.4,81.8,69.6,57.4
224,ÇüÒåÊ±,397671,2021030017128,74.9,67.1,86.4,74.6,93.9,52.7
225,ÆÝÈ«¾ü,015013,2018070561310,74.8,72.6,87.2,49.6,93.1,71.7
226,Îº½¡,395230,2021010093055,74.8,77.2,91.2,77.7,74.5,53.5
227,»¨¼Î,401068,2023010556829,74.8,92.6,84.6,80.2,58.6,57.9
228,ÅíÑ©,148152,2021021145215,74.7,82.9,80.1,66.3,81.0,63.2
229,ÂÀÈ«´ï,564868,2021071056872,74.7,62.0,91.5,92.8,50.8,76.3
230,ñÒÊæ,584520,2022120662052,74.7,71.0,53.7,84.8,77.2,86.7
231,ÖìÎ°,322499,2018070219957,74.6,79.8,74.3,60.8,81.4,76.7
232,×ÞÜ¿,911102,2020011020274,74.6,49.3,79.6,74.5,90.1,79.6
233,Ç®Öé,465609,2021030050961,74.6,89.4,68.2,70.7,64.8,79.8
234,ÍõÄÈÜ°,717992,2021090429244,74.6,90.8,57.7,91.6,75.9,57.2
235,ÀÖÔÏÇÚ,744097,2022121029725,74.6,86.9,70.3,56.5,76.1,83.1
236,ÄßË¬,128071,2020081007151,74.5,54.7,93.5,71.2,87.2,65.9
237,ÓÚº®ÁÕ,655353,2023030125342,74.5,85.0,83.5,80.5,51.8,71.5
238,¹Ë÷ì,401050,2019091055027,74.4,81.7,72.1,67.5,69.2,81.7
239,ÀÖÃú,832448,2020071064823,74.4,57.6,68.4,84.3,92.2,69.5
240,Ñî½¨·å,210074,2020090037445,74.4,82.4,66.7,87.0,49.4,86.5
241,Óá·å,478906,2021030140648,74.4,91.6,58.9,74.9,67.5,78.9
242,ÔÆ¾ýÖ¦,871145,2023051224538,74.4,52.3,61.2,92.8,76.8,88.8
243,ÏôÔ·Â¶,952279,2019090987958,74.3,79.1,74.0,88.8,56.7,73.0
244,Ì¸ÃÎ,736281,2020090178104,74.3,83.2,46.4,77.8,86.3,77.6
245,½ðºëÐÇ,180978,2021030057830,74.3,80.0,65.9,67.8,90.6,67.3
246,ÞÉ´ä,686960,2023120766019,74.3,71.3,64.6,87.0,56.7,92.0
247,½ªÇà,466943,2024120414326,74.3,47.5,90.0,82.2,93.8,57.8
248,ËÕÕê»Ý,091019,2018040451947,74.2,53.8,83.7,73.1,87.2,73.1
249,Æî¾§,202776,2021010707609,74.2,77.8,91.0,56.7,78.9,66.8
250,ºØÙ»,518251,2021050325107,74.2,74.5,59.5,59.1,84.5,93.3
251,ÌÆÖÐ·ç,420637,2021101113711,74.2,74.5,86.9,65.1,66.7,77.9
252,Àî¹ð,249699,2019021099907,74.1,93.5,70.9,68.2,81.1,56.7
253,ÂÞÇå,561620,2021041182049,74.1,56.1,83.7,78.3,62.5,90.0
254,ÃÏè¥èµ,288428,2021071022852,74.1,87.2,73.2,60.1,67.6,82.6
255,Ðí²ÅÊÀ,654525,2022031222526,74.1,67.8,86.0,92.6,69.8,54.1
256,×£âùÇÙ,934286,2023111148670,74.1,87.6,92.4,67.9,59.3,63.3
257,ÅíÊçÑÅ,044739,2023120683904,74.1,87.6,68.2,57.8,73.1,83.7
258,ËÕÌìÎä,836375,2024120837557,74.1,79.0,80.2,49.2,73.1,89.0
259,Ôª¿¡Ë³,586191,2018020529140,74.0,94.4,59.2,70.2,74.4,71.7
260,²ÜÊ¤Ã÷,826302,2019011030266,74.0,60.9,53.2,85.3,88.3,82.1
261,ÀÉð¥,946552,2020080695226,74.0,69.6,85.6,49.2,91.0,74.4
262,Ñî½¨³É,441865,2021101106561,74.0,86.2,66.7,86.3,73.9,57.1
263,ÀîÓÀ,612443,2022090574316,74.0,49.8,74.9,89.0,76.9,79.3
264,Ã÷¾û,348957,2024041155736,74.0,79.8,85.2,68.0,57.0,80.1
265,·ï½Ü,026742,2018020964234,73.9,87.6,70.9,93.5,64.4,53.0
266,ÈÎÆ½,584884,2020021238415,73.9,94.1,62.1,80.1,79.3,54.1
267,ÐÜ²ÅÑ×,044325,2020040492544,73.9,72.4,60.2,89.2,75.8,71.7
268,Ó÷ÓÂ,381303,2021050430313,73.9,51.7,88.5,61.3,75.0,93.0
269,ÍôÎäÏé,856778,2021091227806,73.9,91.6,72.5,77.5,53.6,74.5
270,ÏîÄþ¹ú,718692,2023010259230,73.9,70.4,54.4,93.4,93.5,57.7
271,ÏôË³Éú,283204,2023090490456,73.9,85.4,94.7,67.8,70.1,51.4
272,Î¤¹ã×Ó,665248,2023110964813,73.9,62.9,89.2,67.2,61.0,89.2
273,ÓÈÁ¼,439307,2024061150724,73.9,87.3,53.4,61.5,91.5,75.9
274,·ÑÒã¸Õ,358349,2018110104950,73.8,67.5,56.9,91.4,72.7,80.5
275,ÎºÀó,346889,2019020778947,73.8,56.1,75.5,87.9,56.0,93.4
276,Â³Ê¿°²,223507,2020030030759,73.8,52.4,88.7,72.4,67.4,88.2
277,¹Ë¹â¹ó,330946,2021120834629,73.8,74.0,47.7,87.8,86.5,73.1
278,á¯¸£,090068,2022090296811,73.8,80.5,75.9,56.6,65.0,91.0
279,Ã«»Û,993306,2023060290662,73.8,63.6,86.6,82.5,87.2,49.2
280,ÃçÌìÊ÷,987716,2018050351619,73.7,80.3,84.1,94.0,63.1,47.0
281,ñ¼¼Î,279397,2019100929736,73.7,80.5,75.1,84.6,66.0,62.1
282,¼ÆÏ£·²,970793,2020010159360,73.7,92.7,60.6,69.6,69.4,76.0
283,Ñî¾§,439963,2021030766331,73.7,52.2,93.1,77.9,65.3,80.0
284,Áø°²,825875,2022040627554,73.7,57.3,65.2,67.0,88.1,91.0
285,Î¤·¢¸£,990244,2023111184470,73.7,93.5,66.6,65.2,70.0,73.4
286,ÆëÇä·Ò,632564,2024040906452,73.7,46.2,70.2,82.7,90.1,79.2
287,ÄÂÁú¾ü,290506,2018031080632,73.6,58.6,84.1,75.5,94.0,55.9
288,±ÏÉ¯´Ï,463736,2018041093665,73.6,71.1,82.5,71.3,93.4,49.9
289,Êæ¼§,995811,2020080021114,73.6,87.0,60.6,69.8,69.0,81.6
290,ê°Òã,321070,2021020807021,73.6,74.7,77.7,93.4,45.8,76.5
291,Ëï²Ê,216539,2021111053907,73.6,81.9,85.0,85.3,59.8,55.9
292,º«ÈÊ,784077,2023050077751,73.6,94.7,94.3,55.4,49.5,74.1
293,Ïô¾²÷ì,054439,2018121053916,73.5,90.6,77.8,71.3,56.8,71.2
294,ÛºÉú²¨,385921,2022101192162,73.5,59.1,80.5,94.7,61.8,71.3
295,°²ÓÂ,938561,2024030726159,73.5,87.6,69.1,79.7,50.4,80.7
296,ºØÔªÓÂ,442576,2024090357672,73.5,50.9,66.7,82.1,82.4,85.2
297,¶­Á¼,489146,2018041034665,73.4,92.6,45.8,69.3,79.7,79.5
298,ÒüÒã¶«,066336,2021051253667,73.4,90.2,77.6,47.8,70.0,81.4
299,±Ï¿¡,250466,2021080496671,73.4,71.0,53.0,64.9,94.1,84.2
300,ÍôÉ½Î°,469230,2022111013054,73.4,65.1,49.4,90.0,73.1,89.2
301,»ª³½,834217,2023080441711,73.4,90.5,50.9,94.1,58.6,73.1
302,Àî»·Äý,997209,2024050350919,73.4,60.2,84.8,72.7,60.2,89.3
303,ÓíÊÀ,685237,2018010543710,73.3,58.8,75.6,81.5,61.0,89.7
304,Ê©Äý,292185,2018020388571,73.3,56.1,72.7,77.8,91.6,68.2
