202010270722,root,1000,70.1,4
RarW2,qlieb,0LJGv,ZPn8e
70.5,70,70,69.9
40,·½Ë¼,378345,2019110134514,83.7,87.9,79.7,88.2,78.9
41,±åÐãÝ¼,456898,2024090829832,83.5,78.1,91.8,88.3,76
42,·ïÑ§,891346,2019010134603,83.4,67.4,86.5,84.9,94.7
43,ÕÂ³½³É,598275,2018101237553,83.2,78.5,95,80.7,78.5
44,Òü½¡,820481,2021110328134,83.2,92.4,69.7,88.8,82
45,ÌÕÃú¿¡,406048,2018010404813,83.1,86.9,78.9,82.3,84.3
46,Äß±ù,335113,2019090751344,83.1,89.2,86.4,93,63.8
47,ÓÈµÂÉ½,356222,2022110432215,82.9,62.7,92.6,86.5,89.8
48,Úùèµè´,305622,2024090102259,82.9,91.8,90,70.8,79
49,Ô¬µ¤ËØ,332160,2021021206028,82.7,82.6,62.3,94.2,91.7
50,ÇØ²ÅÈÊ,220650,2018101025002,82.6,93.9,61.9,83.8,90.6
51,ÃçÂ¶·ã,677506,2019030030627,82.6,74.3,93.6,70.4,92
52,ÕÂ¹ó½Ü,390310,2023020321009,82.6,83.7,91.9,73.2,81.6
53,º«Äþ,807062,2022100536242,82.4,71.8,84.6,79.4,93.8
54,´÷³½,407792,2022120489217,82.4,94.7,83.4,87.7,63.8
55,ÇØÜ°ÑÅ,010603,2021030220338,82.3,92.5,84.2,68.9,83.8
56,½¯Ô·¾§,044138,2018010953818,82,67.5,88.4,90.5,81.4
57,Óá·å,699612,2019050381273,82,90,78.6,68.3,91.2
58,·¶èµ·Ò,282970,2021110807069,81.9,90,89.5,92.1,56
59,Úù±£,096528,2024110222866,81.9,91.7,89.3,69.4,77.2
60,ÂÀ»Ô,543150,2023100365039,81.8,93.3,70.5,83.6,79.9
61,ÓÚ·ïÃÃ,267241,2022070744115,81.7,91.1,88.8,94.4,52.6
62,ÅËÒÔ,190317,2021010381758,81.6,63.7,84.7,91,87.1
63,ÎÀµÂ´ï,691951,2024120705128,81.6,66.1,85.9,82.4,92.1
64,Òó¶ðÃÀ,745461,2022110506129,81.5,67.5,90.7,93.9,73.7
65,³£ÉúÎÄ,849238,2023080973841,81.3,83.8,93.2,77.4,70.7
66,Ñî²Å,991203,2018050510343,81.2,63.6,88.3,92.5,80.6
67,Òó·å,709527,2018110182734,81.2,93.6,92.8,71,67.3
68,º«Ê¿,583960,2019091246032,81.2,82.9,59.7,89.2,92.8
69,ÀîÒÕ,426488,2021060898874,81.2,91.9,49.2,89.6,94.3
70,¼ÍÊ±,810714,2021091081437,81.2,90.8,92.1,72.5,69.4
71,Ë®É½·ç,233584,2018020468448,81.1,71.3,87.2,74.9,91
72,Ê©Î°,746883,2019050838332,81.1,93.4,74.2,72.7,83.9
73,·¶Öñ,546028,2018071002846,81,77,87.4,83.3,76.5
74,ÅÓÑÒ,680878,2019090547864,80.8,66.3,82.2,93.2,81.5
75,Ö£Ø¹Æ¼,919217,2020120821705,80.8,89.2,53,93.9,87
76,½ðéª,879672,2021050387265,80.8,93.7,80.6,80.6,68.3
77,ëøÆ¼Öñ,390547,2021121074716,80.8,84.7,89.7,86.8,62
78,ÖÜ¾û,352051,2024080245169,80.8,94.7,84.9,56,87.6
79,ÑÏÓ°,277393,2018050459326,80.7,94,50.7,89.8,88.3
80,ÎéÃú,243155,2018050465540,80.6,89.6,66.6,82.9,83.4
81,Ïô·ãº®,827476,2024070947638,80.6,82.2,76.1,70.9,93
82,ÖÜÇ¿,402229,2018100392924,80.5,89.3,84,93.7,55
83,ÕÂæýÃ·,920934,2022020433445,80.4,63.6,92,86.2,79.9
84,²ÜÐÇ,881708,2023050030869,80.4,78,74.6,85.5,83.4
85,»¨½à,012427,2020040842739,80.3,76.4,89.2,94,61.5
86,Ó÷¾§ÔÆ,295684,2021120308459,80.2,85,89.5,75.3,71
87,ëø°²,336930,2021120313015,80.1,89.6,74.3,65.6,90.8
88,ºÎæÃäÞ,985820,2024080672035,80.1,46.7,85.9,93.5,94.1
89,Îâ¸»,277442,2020010704260,80,80.6,91.3,94.7,53.6
90,Ò¦Ö¦,271376,2024050707649,80,83.5,71.9,78.7,85.9
91,»ÆÜ¿,412089,2018060288930,79.9,85.7,82.8,61.2,90
92,Òó¹ã,579243,2020010684312,79.9,72.6,91.2,84.8,70.8
93,Ò¦Ç¿ÖÂ,616494,2021020049412,79.9,85.9,71,69.8,92.9
94,ºØæ¿Æ¼,343478,2021040997861,79.8,92.2,80.8,59.9,86.3
95,½¯Ê÷³É,076602,2024030920226,79.8,84.7,90.1,85.1,59.5
96,²ý¹ó,189876,2024090037617,79.8,88.7,85.3,67.9,77.2
97,ÐÜ½à»¶,243026,2021060512654,79.7,86.4,73.2,75.8,83.5
98,Ã«È«éÅ,487926,2022120612640,79.7,81.7,84.6,66.4,85.9
99,»ª·Æ,821568,2023100336843,79.7,89.6,60.7,80.9,87.7
100,±´¶¦¶¦,542454,2019091055444,79.6,90.2,89.4,92.1,46.6
101,ÅËÈ«Ì©,876296,2022020989663,79.5,83.5,94.4,70.6,69.6
102,»ª¼ÒÁ¼,869952,2024110995270,79.5,89,72.8,63.6,92.5
103,ÃçæýÐã,660745,2019010514518,79.4,80.4,87.9,68.9,80.3
104,Âí½¨,107617,2019100801709,79.4,87.8,80.8,89.7,59.3
105,ÀÖÎ°,446866,2021071026626,79.4,87,59.6,88.6,82.3
106,±´ÑÇ,754291,2024060599126,79.4,80.4,91.3,73,73
107,À×Ã¼,098913,2021030731346,79.2,84.6,82.5,78.4,71.5
108,ÕÔ²¨ÐÇ,700030,2022030023062,79.2,50.4,81.8,94.2,90.5
109,Á®Ê¿¶«,431692,2022030119271,79.2,79,92,65.4,80.6
110,ÂíÈáÑþ,316872,2022100597251,79.2,76.3,77.7,69.4,93.6
111,µÒ¶¦¿¡,033427,2024040922763,79.2,87.9,94.2,78.3,56.2
112,ÎâÐã½à,500497,2018010489764,79.1,86.4,51.4,86,92.4
113,»¨·ÉÀû,875303,2023020250301,79.1,86.3,76.5,92.7,61
114,¼Í¼Î,287862,2018010966237,79,94.1,59.8,91.3,70.7
115,Îâ¾ÕÀö,104265,2018080116504,79,76.7,68.9,89.6,80.9
116,ÓÚ·çéÅ,491535,2019090563567,78.9,79.1,72.6,93.6,70.2
117,ÀîÓý,662106,2024110630664,78.9,86.8,79.1,77.6,72.3
118,ñÒ³½,837175,2021010157503,78.8,93.5,87,65.4,69.1
119,°²Ó¢Ô·,170350,2022090835065,78.7,80.6,88,92,54.1
120,ÅÓÃ·ÔÆ,538138,2023090553810,78.7,92.6,92.6,64.1,65.6
121,±´¹úº½,965064,2023110366415,78.7,66.7,90.2,92.1,65.6
122,Ã×Æ®çü,220035,2020120603556,78.6,81.1,85,76.9,71.3
123,ºÂÔÆ,274728,2021010022813,78.6,90.8,83.9,79.5,60.2
124,ÌÀÑÞ,414238,2021100853829,78.6,91.7,85.1,69,68.4
125,·Ñæ¯,006933,2022050343342,78.6,75.5,71.9,78.4,88.5
126,Æ½¹ÚÊ÷,187230,2018041233062,78.5,53,83.5,87.7,89.9
127,ÅËÒã,475937,2020101003750,78.5,61.4,87.8,79.2,85.5
128,ÐÜÓÀ½Ü,954897,2023090069754,78.5,80.9,64.3,78.4,90.3
129,À×ÈÙ,903526,2022120512624,78.4,77.1,90.6,65.4,80.6
130,ÍôÇå,056993,2024121139302,78.3,77.8,67.4,84.2,83.9
131,Ôª±ò,399911,2018040491132,78.2,55.9,86.2,86.9,83.7
132,²ýÓ¢ÃÎ,302181,2019060218167,78.2,94.5,50.8,94.4,73.1
133,Ö£Ï¼,103063,2019110286370,78.2,80.4,84.9,57.9,89.4
134,ÌÆ¾§,011396,2019110459659,78.2,71.7,90.3,86.3,64.7
135,ÔªÀ½,832242,2021011124246,78.2,76.8,88.9,66.6,80.5
136,»ÆÐÛÌ©,962283,2023050748367,78.2,85.2,94.6,85.5,47.6
137,ÇØÖ¥»·,437796,2023091189616,78.2,53.8,92.2,91,75.8
138,Ã«¹óÁú,816954,2019041085428,78.1,81.5,80.8,70.3,79.9
139,Î¤ÑãÉ¯,195603,2020040490337,78.1,70.7,80.1,71.3,90.3
140,ÄÂµÂ,839999,2020060279929,78.1,91.8,93.4,45.6,81.7
141,ÕÅÜ°,267748,2023020714874,78.1,94,77.3,66.7,74.5
142,ËÎÒÔË³,765219,2018091031912,78,90.2,82.1,57.1,82.6
143,Ñî¶ð·ï,758862,2019110746273,78,92.9,85.9,51.2,82.1
144,Æ¤Ë¼Áá,637366,2021110806644,78,75.7,88.9,82.2,65.2
145,²ÜÀûÐÅ,513390,2021111069044,78,82.4,84.6,69,75.8
146,Ç®åûÓ±,553004,2022080390474,78,86.6,92.3,75.1,58.2
147,ËÕÀûÉú,238638,2024060293873,78,62.9,89.6,69.1,90.6
148,³Â·Æ,209662,2021020726259,77.9,55.8,92.5,68.9,94.3
149,·¶ÈðÓñ,866357,2023110545720,77.9,78.4,54.8,85.5,93
150,Ã©Ü°,294230,2022080013017,77.8,86.6,64.1,94.1,66.6
151,Ç®´ä,196951,2018050555128,77.7,81.2,85.9,58.3,85.2
152,À×Ù»ËØ,835691,2020071039107,77.7,85.9,83.5,70.7,70.5
153,·ü¿¡,262720,2024091192051,77.7,79.3,80.1,62,89.5
154,·Ñö°Àò,405514,2020040011443,77.5,68.8,69.7,86.2,85.4
155,Éò³É,788606,2021120360664,77.5,90.6,53.3,71.3,94.9
156,ñ¼Ñ©¾ê,488682,2021120958229,77.5,67.5,67.7,94.3,80.3
157,ÀÖèµ,378186,2023060778659,77.5,85.9,93.5,74.2,56.4
158,ÂÀÒÇ,281539,2021110333974,77.4,61.5,89.1,86.9,72
159,ÎºÇÙÜ°,485129,2022101142914,77.4,90.5,80.6,65.4,73
160,ÀÉÏ£Äý,072293,2023020209327,77.4,85.4,94,55,75.1
161,¼Í·Ò,032550,2018100145002,77.2,62,81,71.9,94
162,Ó÷Þ±,831702,2024111030201,77.2,59.9,73.5,82.1,93.1
163,ÏôÑÅÇä,378516,2021040611635,77,79.9,78.9,82.9,66.1
164,Ôª¼ÑæÂ,370072,2021111167235,77,88.8,87.1,70.1,62.1
165,×£Éú,772301,2022020090106,77,63,82.7,85.9,76.6
166,ÎâÖÐÐÅ,378169,2022080346969,77,62.2,65.7,94.4,85.6
167,Ò¦²ßÎÄ,741961,2024020046123,77,57.7,79.1,82.4,88.9
168,Ñ¦·¼,000484,2024020408426,77,59.8,86,88.2,74
169,ºÍÎ°º£,438949,2024020974951,77,64.9,94,57.8,91.3
170,ËÕÑÒ±£,145798,2024070499844,77,83.6,91.8,76.7,56.1
171,Òü´º,630287,2019020588751,76.8,79.9,59.9,93.7,73.9
172,ÓíÏéÄþ,835962,2021060926252,76.8,92.4,84.6,78.2,52.1
173,ÅíÔÆ,609167,2021100026739,76.8,91.2,68,94.7,53.4
174,ÐíæÂÈð,633639,2024031123923,76.8,92.2,80.6,69.8,64.4
175,Î¤º®ÇÉ,997211,2024050471167,76.8,60.8,77.6,93.4,75.5
176,ÓÚ¹ãÃú,882633,2022070703353,76.7,94.2,79.9,77.4,55.3
177,ËÎ¾ê,334347,2023060814701,76.7,68.9,82,85.2,70.8
178,Ô¬Ñ×·É,603714,2020070161416,76.6,90.7,55.8,92.3,67.4
179,ÑîäÞ,866744,2021030914470,76.6,60.1,90.6,76,79.7
180,°²Æ¼,462446,2019110244635,76.5,93.7,69.8,75.6,67
181,±Ï¸£,252631,2021041073109,76.5,47.4,92.2,77.9,88.7
182,Íô¶¦,541493,2018121189329,76.4,58.9,81.3,93.3,72.1
183,Ò¦ÎÄ,575996,2019120789657,76.4,69.4,84.3,68.8,83.1
184,ÁøÌÚ·É,322953,2020100875331,76.4,89.4,77.9,89,49.1
185,Ô¬Ç¿Ñ§,977661,2022020376123,76.4,91.8,69.8,93.1,50.8
186,ÌÆ×Ó,939205,2022020690508,76.4,75.1,85,55.7,89.9
187,ÒüÇä,353991,2023090709171,76.4,45.3,85,87.3,88
188,ÉÛ½Ü,483087,2024070738719,76.4,94.7,60.5,85,65.4
189,±«Æ½,527769,2024091176964,76.4,80.3,79.5,68.6,77.2
190,³£ÕêÒÇ,342499,2019120609972,76.3,70.2,90.9,90.6,53.4
191,Æî÷ì·ã,726490,2022070399057,76.3,77.3,86.9,59.7,81.3
192,ÀîÑþçþ,808750,2021090565046,76.2,54.1,73.2,90.3,87.4
193,²·ÊÀÑ×,436756,2022071195657,76.2,87.9,76.7,50.5,89.5
194,Ì¸Ï¼,846430,2024060073060,76.2,86.4,81.2,90.7,46.3
195,½¯·ã,852503,2024060950305,76.2,92.9,75,56.1,80.8
196,Íô¹Ú,742667,2018050106735,76.1,79.6,87.7,80.6,56.5
197,Ë®Òå¸Õ,735331,2018120203104,76.1,84.1,72.3,57.1,91
198,ÀîÐÐ·ç,961216,2019060801616,76.1,62.3,87.2,89.5,65.5
199,Äß·¢,014272,2019100777254,76.1,64.1,89.9,64.5,86
200,¹ËÓñ,825927,2020010132702,76.1,68.8,79.1,92.7,63.8
201,°²Ìì,253025,2020041122544,76.1,80.5,83.4,81.2,59.4
202,Ãç´ä,635702,2024030300218,76.1,79.1,93.4,84.4,47.6
203,ÕÅæý±ù,686544,2019121064475,76,77.5,72.3,78.6,75.5
204,ÞÉÝº,551580,2020050418068,76,90.6,52.2,82,79.3
205,ÇØÑ§Ãú,803212,2024010761275,76,77.8,86.2,91.1,48.8
206,ÀîÒãµÂ,249713,2021060851351,75.9,84.1,64.2,63.6,91.6
207,ÃçÊ¤±£,146003,2022021190368,75.9,87.7,80,48.9,87
208,ÎºÉúÉ½,547610,2019060561019,75.8,57.6,94.8,74,76.9
209,Ñ¦³É¾ü,568480,2019071168012,75.8,64.4,78.4,66.1,94.1
210,Ë®½¡ÌÚ,907639,2021020853967,75.8,58.7,56.6,93.4,94.3
211,·¶ÐÇ,576321,2021021032138,75.8,68.3,64,88.8,81.9
212,Ê±Ü¿Êæ,241769,2021081126936,75.8,82.6,67.1,64.2,89.3
213,ÅËÒã,234078,2023090147818,75.8,57.7,87.9,79.1,78.6
214,·Ñ»¶ÕÑ,522991,2024101009157,75.8,71,60.4,86,85.8
215,µÒ½õ,756067,2020020156738,75.7,85.6,58.3,93.8,64.9
216,ÁºæÃ,031834,2020100913469,75.7,91.5,53.3,86.7,71.1
217,ÒóÐÛº½,533732,2021080783248,75.7,82.9,65,93.3,61.6
218,ÌÆºÉÍñ,530458,2022070595844,75.7,92.7,49.4,84.9,75.6
219,ÖÜÐÛ,360144,2022100404463,75.7,77.8,93,58.1,74
220,ÅíÖñ,724432,2018061233248,75.6,94.8,73,80.9,53.6
221,µÒèª,731631,2020021193149,75.6,89.2,74.9,47.5,90.7
222,ÓíÄþ¹Ú,353288,2020060188827,75.6,59.6,86.3,73.2,83.3
223,ÀÖÁá,333736,2022080533626,75.6,92.2,63.7,76.9,69.5
224,ºØÓÀ¾û,007256,2022110885669,75.6,76.4,66.6,77.2,82.3
225,ËïÙ»¼Î,154499,2023030139906,75.6,73.1,54,81.6,93.8
226,Æî¹âÏé,814207,2023080100706,75.6,86,89.5,67.4,59.5
227,Ç®¶¦Á¦,177532,2020060823242,75.5,90.2,68.1,71.6,72.3
228,Áø×ÓÄþ,229035,2021110253501,75.5,92.8,78.7,45.6,85.1
229,Îº¿¡¶¦,368163,2022020436337,75.4,72.3,86.9,74.8,67.7
230,ê°ö°Þ±,316745,2018011254557,75.3,51,87.6,73.9,88.6
231,²·èª,870715,2018050641506,75.3,80,58.5,73.9,89
232,ÒüÃ¼Ó±,294553,2018070865313,75.3,83.9,82,88.4,46.9
233,ÌÕµ¤,194457,2019051185762,75.3,86.1,84.2,52,79
234,ÉÛÌ©½Ü,575946,2023100064628,75.3,62.3,87.4,58.4,93.2
235,ÂÞö°,361402,2024031250235,75.3,73,83.4,75.3,69.4
236,Íõ¸£,746186,2018080528609,75.2,48.2,81.9,85.3,85.2
237,ÑÏ·¢ÖÂ,063343,2019020034314,75.2,90.9,70,90.9,48.9
238,ÐÜ¹óÊ¤,293644,2019030084409,75.2,95,79.3,74.9,51.4
239,ÅíÉ¯,123496,2021010589634,75.2,90.1,75.3,53.3,82.1
240,Ã«Êæµ¤,460339,2023010343944,75.2,77.4,80.3,65.1,78
241,ÉÛ²ÊÔÂ,756339,2023081053926,75.2,81.4,50.7,90.1,78.8
242,Ö£Íñ,143558,2019021175860,75.1,60.1,88.6,68.3,83.5
243,Òüåû¿É,447397,2019120469729,75.1,51.1,94.8,81.6,72.9
244,¸µÑÅÒÇ,670918,2020010791859,75.1,82.6,88.8,56,73.1
245,À×¸Õ¹ã,721883,2021111198335,75.1,78.5,78.9,56.4,86.7
246,ÈÎóÞÈÙ,772398,2024091119849,75.1,86.7,86.1,77.4,50
247,ÎºÈï¾ý,344903,2021010750317,75,82.3,83.3,89.1,45.4
248,Éò½¨,617560,2023011186058,75,90.7,75.4,67,66.9
249,Ö£Æ¼,096506,2024080200675,75,58.5,57.2,89.2,95
250,·½»¶Äþ,536744,2019100404466,74.9,51.2,93,65.1,90.5
251,ÄÂÖñ½õ,526260,2020040856056,74.9,81,47.3,90.3,81
252,ÇØÎ°Ïé,064054,2020050745410,74.9,66.7,63.5,74.7,94.9
253,ÉòÊ÷,079092,2021050059256,74.9,75.2,87.3,59.2,77.8
254,ÇØÈ«,360872,2021071157206,74.9,88.1,74.3,70,67.4
255,ÌÀÈ«,742044,2022040904403,74.9,85.1,61.7,77.7,75
256,ê°ÔÆ,371267,2020120196731,74.8,92.6,60.6,69.4,76.6
257,Ñ¦¿É,680132,2022091053206,74.8,54.3,84.2,79.4,81.1
258,ÏîÕÑ,291589,2023120368924,74.8,75,74.8,83.7,65.5
259,ÌÀçþËØ,449406,2024050160669,74.8,73.1,83.3,59.1,83.6
260,ÖÜË³³½,163883,2020120168348,74.7,78.1,69.7,84.3,66.8
261,Òó·¼Óð,383887,2023100658763,74.7,64.3,79.5,65,90
262,Âí¾§Ë¼,778542,2024080954263,74.7,62.6,92.3,87.9,56.1
263,Óà´Ï,669736,2024120393665,74.7,78.7,85.9,79.2,55.1
264,ÒüË¬Ã¼,297201,2018120290116,74.6,82.3,46.9,85.9,83.4
265,¿°Ïþ,411420,2023040242014,74.6,49.9,90.5,73.4,84.6
266,³£ÔÆ¹ð,018850,2023061255044,74.6,67.3,75.5,66.3,89.3
267,Ã«ÖÂÎ°,867633,2018071043373,74.5,93.8,52,61.1,91.3
268,ÎéºÉ·Æ,634544,2018120094460,74.5,90.3,71.9,61.2,74.7
269,Ð»ÖÂ,452493,2020080799301,74.5,88.2,70,87.3,52.3
270,ÓáÝ¼Óð,183177,2020081107720,74.5,46.1,81.2,80.8,90
271,¿×·çË³,339842,2022090594221,74.5,66.1,75.7,66.2,89.8
272,Ö£Ñ§¶¦,040244,2022120894453,74.5,64.5,90.6,59.2,83.6
273,ÁøË³,449021,2023010392135,74.5,71,79.4,92.6,54.9
274,ÁºÃÀ,244762,2019090016214,74.4,78.8,61,91.2,66.6
275,ÀÉÌ©¶¦,622958,2019090845871,74.4,65.1,70.6,92.5,69.5
276,ÒüÔÃÁá,602783,2020061168363,74.4,78.8,45.7,84.9,88.3
277,Â³Ó¢,740522,2021010212212,74.4,71.9,89.6,78.9,57.2
278,ÑîÜø,738155,2022070085536,74.4,92.3,46,74.9,84.3
279,ê°°²,475301,2023040080105,74.4,80.7,51.5,77.1,88.3
280,Ê±ÓÀ·å,996731,2024041043119,74.4,76.1,90.8,45,85.6
281,³ÂÎÄ,164507,2018071090768,74.3,53.4,76.4,84.4,83.1
282,ÑÏ¸£,015429,2020040912919,74.3,77.1,65.4,89.7,65.1
283,Ð»Ë¼,476875,2021050757507,74.3,80.9,93.3,49.6,73.3
284,½¯Ñþ,003828,2023050902803,74.3,70,82.7,94.1,50.5
285,²Üº£´ï,660232,2019010503219,74.2,93.2,46.9,71.6,85.2
286,Ë®ÇÙ,846445,2019010574570,74.2,76.4,92.1,56.3,71.9
287,ÊæÓ½Æ¼,897842,2019050854204,74.2,60.5,94.3,58,84
288,ÕÅÏ£,550799,2021110619944,74.2,58,82,65.3,91.4
289,ËÎÈÚ,883590,2021120749002,74.2,85.9,72.4,86.6,52.1
290,ÍõÆ¼»¶,304755,2019101045513,74.1,77.2,66.8,78.8,73.6
291,ÂÀ³ÉÁ¦,566471,2024101027166,74.1,63.4,81.8,73.3,77.8
292,ÂÀÖñº®,488647,2019010514710,74,82.4,55.5,70.7,87.5
293,ÇØ½¡,330753,2021070995356,74,72.7,53.5,76.9,92.9
294,Îâ´¿óÞ,627758,2022020865830,74,88.9,82.3,48,76.7
295,»ª±ò,063902,2023050520232,74,84.5,76.7,48.6,86.1
296,ÁøÄþË¼,194615,2018071201530,73.9,58.1,84.7,75.5,77.3
297,ÕÅÁúÊ¤,424348,2022050484864,73.9,87.9,69.4,55.7,82.6
298,ÅÓÓ½,189192,2023071099226,73.9,61.4,70.8,81,82.5
299,ÊæÆ®,821584,2019070818463,73.8,85.3,86.7,48.7,74.5
300,Ð»Òã,118822,2019080822228,73.8,71,92.5,85.3,46.3
301,¼ÍµÂ,583534,2020081193450,73.8,72.4,52.5,84.8,85.5
302,ÔÆÀûÑ×,613892,2020111219251,73.8,63.4,67.8,85.3,78.9
303,ÆÝÕê,990640,2021050354027,73.8,72.2,55.6,86.8,80.6
304,±´Èï,098301,2021060450125,73.8,55.6,81.1,83.1,75.5
305,ÞÉÊÀ,315078,2023040967828,73.8,76.7,68.4,79.9,70
306,¼Æ»Ô,978972,2024011097211,73.8,63.7,89.3,63.3,78.8
307,×£¶¦Á¼,030957,2024050135762,73.8,92.8,66.4,52.6,83.4
308,Ç®´ä,849182,2024100948273,73.8,83.8,71.5,52.6,87.2
309,ÀÖÖÂ,931980,2024110118047,73.8,79.5,55.4,73.5,86.9
310,ÍôÒ¶,463862,2018040716203,73.7,84.1,47.6,89.8,73.2
311,Ê·Áú,980557,2018090515770,73.7,63.3,56.3,87.2,88
312,ÕÔ½Ü·É,746318,2020010221804,73.7,71.2,64.5,64.4,94.5
313,ÕÂº£,816914,2022081171423,73.7,58.9,91.2,91,53.5
314,Æ½ÐÂÇ¿,828818,2022110501868,73.7,57.8,62.2,89.7,85.1
315,·ï·å¹ú,381433,2018010953341,73.6,77,87.2,66,64.1
316,»ªÊæ,228456,2019080275646,73.6,85.6,47,89.7,72
317,Ô¬³½,176637,2020011113772,73.6,62.8,80.5,92.9,58
318,ÆÝ¾û·ç,778820,2022010752012,73.6,66.4,53.1,94.1,80.8
319,ÞÉÆ½éÅ,522482,2023111088249,73.6,80.8,81.8,62.5,69.2
320,Äßæý,435398,2024100799850,73.6,64.4,94.4,55.5,79.9
321,¶­ÒÔ,532357,2018020815767,73.5,82.6,68.2,52.1,90.9
322,ÒüéÅ¼Ò,147368,2019090136837,73.5,69.5,79.6,84.4,60.7
323,ê°¿¡±ò,248592,2020021209254,73.5,49.1,79.4,79,86.7
324,³£Ï¼ÑÞ,049268,2020110976817,73.5,78.1,66.9,58.3,90.8
325,ÎâÀ½,143973,2024110167374,73.5,86.1,46.7,91.2,70.1
326,Óá·¼,759167,2019051046741,73.4,85.2,61,57.7,89.8
327,Ê·¹â,965436,2019080373603,73.4,66.3,89.3,58.1,79.9
328,ÕÔÙ»ÔÆ,280141,2022120054128,73.4,88.2,73.2,83.1,49.1
329,¼Æ·Æ,516845,2018021094575,73.3,77.8,65.5,82.3,67.5
330,ÓàÇå,136477,2020070247762,73.3,83.1,83.1,74.7,52.2
331,¿µÆ½Ê¿,955643,2021060904320,73.3,72.7,84.7,55.3,80.5
332,Ê±¶«,292329,2022020812946,73.3,58.2,89.6,61.6,83.9
333,Ë®æÃÜç,482302,2022070650201,73.3,71.6,94.6,52.2,74.8
334,½¯É½,032319,2024061031941,73.3,81.4,46.3,91.6,74.1
335,Ê·ÔÏÏþ,920934,2020011163464,73.2,78.6,48.1,79.9,86.1
336,ÓÈÐÐ,175240,2020020984008,73.2,76.6,64.3,61.5,90.5
337,Óà¶ð¿É,519300,2021081020016,73.2,69.4,68.2,68.2,87.2
338,·üÊ¿Ç¿,300428,2022070862856,73.2,72.4,52.4,93.6,74.3
339,Îº¿É,236703,2022121000330,73.2,55.4,77.1,71.5,89
340,Ã÷½õ,022186,2023020508613,73.2,51,91.5,85.6,64.8
341,Ó÷ÖÂ,308261,2024110366123,73.2,75.1,79.7,63.8,74
342,¹Ë»·,648891,2019030689106,73.1,48.1,90.9,73.3,80.2
