20201211456,root,1000,69.9964,8
vKEBP,kz4bo,wEXfP,Gvy9R,oKz0B,T3nGs,bFyqg,LYiL1
69.6708,70.8,70.3,70,69.7,69.8,70.1,69.8
49,ÆëÜç,247814,2018041091429,78.8,90.8,73.4,51.9,90.7,70.2,90.9,69.5,93.4
50,ÑÏ¸£,015429,2020040912919,78.8,72.6,65.6,92.3,70,68.3,91.5,81.9,87.8
51,Âí¾§Ë¼,778542,2024080954263,78.8,81,77.5,91,46.7,93.9,87.4,63.6,89.1
52,Ò¦Ñ§,637140,2019060614003,78.7,81.2,88,90.8,88.2,74.1,68.7,82.2,56.6
53,ÎºÇÙÜ°,485129,2022101142914,78.7,86.4,93.5,90.2,53.1,51,92.8,95,67.9
54,À×Ë¼,195066,2021081076607,78.6,56.5,90.2,91.4,88.9,51.5,83.3,94.4,72.8
55,ÎºÕæÀò,428423,2023080742336,78.6,79.8,93.2,73.7,88.4,90.4,80.6,54.8,68.2
56,ñ¼½¡Ïé,945049,2023120914934,78.6,92.8,80,69,82.2,88.8,83,48.1,85
57,Æëæ·æ¯,352401,2021061170135,78.5,90.4,79.7,77.6,70.7,58.8,74.4,89.2,87
58,¼ÍÊ±,810714,2021091081437,78.5,92.4,65,89.9,90.8,91.3,89.6,47.8,61.6
59,À×¸Õ¹ã,721883,2021111198335,78.5,91.5,84.7,79.9,78.1,76.4,66,62.4,89.2
60,³Âè¡,434845,2022110654570,78.5,88.8,58,90.8,56.8,80.8,83.4,82.7,86.7
61,·¶Öñ,546028,2018071002846,78.4,69.6,83.5,67.6,84,46.1,87.6,94.9,94.2
62,ÄÂÖñ½õ,526260,2020040856056,78.4,88.1,48.2,79.5,80.6,88,80.7,85.8,76.2
63,ÁøÌÚ·É,322953,2020100875331,78.4,87.6,92.3,91.5,65.1,91.1,66.5,46.4,86.5
64,ÂÀÑþÄþ,277815,2020120811558,78.4,72.1,93.1,77.1,80.9,89.2,93.3,48.2,73.4
65,ÎâÑã,036795,2022120899516,78.4,81.7,82.7,87.4,72.9,89.7,91.9,71.4,49.7
66,¸µÝºæ«,211344,2018120924454,78.3,54.8,71,78.3,88.2,72.8,94.1,84.6,82.6
67,±´ÐÐÎ°,035286,2019040328620,78.3,84.8,90.2,66.4,73.3,76.1,81.1,90.1,64.7
68,²Üº£´ï,660232,2019010503219,78.2,83.9,88.6,64.9,90,72,72.1,63.5,91
69,ÔªÀ½,832242,2021011124246,78.2,79,91.4,90.7,85.6,68.2,49.7,75.2,85.4
70,ÇØÈ«,360872,2021071157206,78.2,64.2,63.1,65.3,88.9,78.2,94.3,78.2,93.5
71,Ã©ÐË,370552,2021080785257,78.2,48.1,93.1,71.5,63.5,92.4,86.4,84.6,86.4
72,Íõ»ª,322656,2018090805649,78,79.2,78.2,58.1,75.3,74.2,84.7,84.8,89.8
73,ÎéÐÇ·¢,382031,2021091253123,78,80.9,75.7,63.8,71.5,93.9,89.3,92.4,56.6
74,·ïÒã¾û,437136,2024060703603,78,80.4,76.1,81.6,71.4,79,62.9,91.1,81.5
75,Æ½Óý,781955,2024070105535,78,88.1,87,66.5,78.5,94.1,94.6,56.9,58.6
76,³ÂË³,583284,2021080088471,77.9,84.8,84.9,77.9,52.8,94.1,66.8,80.6,81.2
77,ÎâÀ½,143973,2024110167374,77.9,87.8,57.1,89.6,85.3,77.3,46.8,90.7,88.6
78,±«ÕÑ,725205,2019090910552,77.8,60.4,72,83.9,91.6,63.8,79.3,89.8,81.9
79,ÅËÃ¼,095814,2019100451424,77.8,52,90,72.1,67.9,66.2,93.6,94.4,86
80,±«ÑþÖé,771252,2024010725262,77.8,84.7,75.2,67.1,92,63.4,94,58.5,87.1
81,ÆîÁÕ,426921,2019050862116,77.7,77.2,63.5,76.7,89.1,94.7,46.5,89.2,84.6
82,ÓàÊ¤,522373,2024030147324,77.7,83.8,80.6,61.7,69.2,86.7,81.3,69.9,88.4
83,²ýÃ÷ÐË,509258,2022050495810,77.6,63.9,86.7,93,71.5,47.2,87.1,86.5,84.9
84,Âíè¥,030708,2018100150819,77.4,71.1,92.3,93.4,77.4,56.1,74.8,61.9,92.3
85,ÒüÀûÐÐ,718297,2020070049742,77.4,93.6,82.9,91.7,73.8,65.6,53.3,79.3,79.1
86,ºÂ·å,010196,2018110749626,77.3,52.7,93.2,72.3,83.3,78.2,72.7,83.1,83
87,ÐíÑÇ,348437,2019120263742,77.3,86,85.2,90,79.6,68.7,65.1,94.5,49.6
88,³£Ï¼ÑÞ,049268,2020110976817,77.3,91.6,74,60.5,84.3,86.6,77.2,61.1,83.5
89,¸ð´¿,614551,2022090885116,77.3,87.4,87.6,91.6,87.2,89.9,45.1,65.1,64.7
90,»¨·ÉÀû,875303,2023020250301,77.3,92.4,90.4,86.6,57.4,73.8,62.5,67.1,88.6
91,ÐÜ¹óÊ¤,293644,2019030084409,77.2,77.7,81.5,74.7,79.1,81.1,63.3,66,94.5
92,ÁºÃÀ,244762,2019090016214,77.1,54.3,87.7,84.8,69.4,93,84,84.7,59.2
93,Ô¬Ñ©Ñ©,745741,2022060274135,77.1,70.6,86.1,72.2,86.1,81.3,61,86.7,72.6
94,ÐÜ´¿,641001,2023020190172,77,75.5,89.1,81.7,48,91.2,81.5,56.6,92.8
95,ÂÀ·Æ,671997,2019050969773,76.9,92.9,77.6,75.3,76.3,63.5,89.2,55,85.1
96,»¨½à,012427,2020040842739,76.9,67.3,91.9,79.1,60.4,82.7,88.7,80.6,64.4
97,ÇØÆ½Áú,742542,2019030994254,76.8,53.8,91.1,76.5,73.5,94.7,74.7,72.3,77.7
98,Ê·ÔÏÏþ,920934,2020011163464,76.8,69.2,68.8,73,56.1,94,86.8,85,81.5
99,ÅÓË³,717105,2020060150505,76.8,79.7,76.7,89.8,69.2,70.8,81.9,92.1,54.2
100,³Â·Æ,209662,2021020726259,76.8,89.6,79.1,89.3,93.9,46.4,54.2,73.9,88.3
101,ÓÚ¹ãÃú,882633,2022070703353,76.8,54.6,77.1,75.5,84.8,55.2,87.5,86.2,93.7
102,ÕÔÙ»ÔÆ,280141,2022120054128,76.8,88.4,45,79.1,93.9,76.6,92.5,91.1,47.5
103,¼ÍÀó,980198,2018110739813,76.7,51.3,83.6,78.1,89.8,80.3,94.9,71.9,63.5
104,ÑÏ¼Ñ,214154,2019040565429,76.7,48.7,92.3,95,84.6,76.1,72.7,75.3,68.5
105,ÊæÐÇ,107797,2021010899748,76.7,82.6,86.4,81.4,54.1,92.7,85.3,68.1,62.7
106,ºØÓÀ¾û,007256,2022110885669,76.7,76.9,91.2,93,66.9,53.6,82.1,68.3,81.2
107,ËÕÀûÉú,238638,2024060293873,76.7,78.9,68.2,80.5,84.4,91.5,54.5,79.7,76.1
108,¸µÃúÒå,255797,2024120429701,76.7,63.7,78.6,76.9,74,55.4,87.3,91,86.4
109,ÎâÖÐÐÅ,378169,2022080346969,76.6,67,86.4,56.5,85.2,91.6,55.3,89,81.8
110,ÖÜÐÛ,360144,2022100404463,76.6,75.9,75.4,82.7,69.2,62.2,75.7,80.3,91.6
111,Ë®ÇÙ,846445,2019010574570,76.5,51.9,66.1,93.5,76.3,85.6,86.3,70,82.4
112,Áø×ÓÄþ,229035,2021110253501,76.5,64.6,92.3,67.1,83.2,87,71.1,90.7,55.6
113,Ò¦Ç¿ÖÂ,616494,2021020049412,76.4,70.4,82.2,55.7,81.3,84.2,76.2,89.1,71.9
114,¼ÍÔÂ,212275,2024070347514,76.3,89.9,58.4,87,67,75.6,90.6,82.4,59.4
115,ÑîÁ¦,305582,2018030108248,76.2,84.5,70.3,60,65.3,59,84.6,94,91.5
116,ËÕ¹ó¶«,893197,2018110889729,76.2,75.4,89.4,68,79.1,92,73.6,72,60.3
117,Éò°®ÔÂ,425949,2020080674942,76.2,71.5,91.2,87.1,75.4,88.7,74.6,70.9,50.3
118,ÆîÃ¼Ó¢,795794,2022040139456,76.2,76.7,87.2,77.6,58.9,90.3,94,63.9,61.1
119,ÀÉÑ©Ñã,300200,2018081180012,76.1,70,81.7,88.2,81.4,46.3,92.6,67.9,80.5
120,ÎÀÌÚ,469724,2019061012426,76.1,57.7,58.7,92.8,84.9,69.3,86.4,93.8,65
121,³£ÕêÒÇ,342499,2019120609972,76.1,85.9,71.8,84,64.2,67.4,64,83.5,88
122,Á®ºë,674674,2020060267466,76.1,61.4,61.1,84.8,59.7,84.8,73.2,93.9,90
123,Ç®¼Ò½¨,039699,2020070329914,76.1,81,94.6,70.8,48.7,65.7,94.2,83.5,70
124,ÎéÌ©,708126,2020070982662,76.1,89.3,62.1,73,85.6,83.8,71.8,54.4,88.9
125,Âí»·,505091,2020081079120,76.1,72.4,90.4,84.4,90,76,82,45.4,68.3
126,Òü½¡,820481,2021110328134,76.1,87.8,69.5,50.2,83.9,91.5,71.7,68.5,85.8
127,Çü÷ìèµ,497962,2024010656236,76.1,88,86.1,81,85.1,45.8,81.4,58.1,83
128,Ñ¦·¼,000484,2024020408426,76.1,90.8,94.9,78.2,80.6,62.9,56.7,61.8,83.2
129,ê°ö°Þ±,316745,2018011254557,76,92,94.8,50.7,64,52.5,88.2,82.8,83.3
130,ËïÖÂ,623131,2018120163138,76,67.8,58.6,68.5,67.8,88.3,82.9,94.4,79.8
131,×£±ùÒÇ,353400,2018120820002,76,73.4,69.6,67,50.6,84.2,94.7,86.6,81.7
132,²ýÓ¢ÃÎ,302181,2019060218167,76,87.7,89.5,73.6,50.1,66.4,83.6,88.8,68.6
133,ÇØÄÈÓ°,217922,2019080652228,76,86.6,89.7,52.8,83.7,84.6,75.6,68.2,67
134,·½»¶Äþ,536744,2019100404466,76,64.9,91.5,51.3,92.6,54.9,71.4,94.8,86.6
135,Æîº½,486854,2021070155448,76,69.1,94.8,80.1,85.6,80.2,84.5,56.1,57.3
136,Ñ¦Ã¼,893285,2022040708567,76,87.6,63.2,93,74.3,85.6,76.7,54.4,73.1
137,×£ÊÀ,874703,2024010050373,76,90.2,81.3,77.1,77.2,59.9,93.1,72.9,56.3
138,ëøÁú,906544,2024080214441,76,85.7,64,74.9,94.9,70,83.3,73.3,61.7
139,ÓÚ·çéÅ,491535,2019090563567,75.9,88.8,51.2,91,93,82.3,61.2,47.6,91.9
140,ÄÂ·çÊ¢,531895,2020060939569,75.9,69.1,70.1,92.4,70.2,74.5,83,54.3,93.7
141,ÎâÕä¿É,256865,2023011086560,75.9,93.1,51,87.2,92.9,57,91.4,61.8,72.7
142,Ãçæ¯´ä,390847,2024060494730,75.9,79.5,80.1,75.8,67.8,73.4,82.5,75.7,72.2
143,×ÞÑÞ,679491,2024060689115,75.9,65.1,71.6,90.2,71.3,91.2,90.6,71.2,55.9
144,¿µº®,499069,2018100176947,75.8,75.3,60.8,69.3,53.7,92.9,70.2,93,91.2
145,Ð»ÖÂ,452493,2020080799301,75.8,60.4,88.2,94.1,71.3,48.7,91.2,60.8,91.5
146,¿µÊç»ª,252299,2024030839906,75.8,80.3,73.5,65.8,63.6,88.6,93.9,70.2,70.7
147,ÃÏÁ¦,694605,2024051220520,75.8,77.3,53.1,87.1,87.2,56.1,84.1,72.2,88.9
148,ÆëÏþÇà,796117,2024100741759,75.8,58.5,87.6,78.9,89.4,67.6,72.1,88.4,64.3
149,ÎºÝ¼Ë¬,029350,2019080775039,75.7,93.8,48.1,51.6,91.3,71,88,93.1,69
150,³£´ï¹Ú,245071,2019100977165,75.7,77.6,59.2,79,76.9,91.4,91.3,81.8,48.6
151,ÎâÔÂÜç,416949,2024091184941,75.7,83.5,62.5,78.7,67.7,66.8,80.3,72.4,93.9
152,Ê··å,245742,2019110874225,75.6,79,53.7,86.3,94.7,83.1,52.4,82.4,73.3
153,ºÍÎ°º£,438949,2024020974951,75.6,53.3,84.5,80.2,53.3,85.1,89.2,76.3,83.1
154,ÉÛ½Ü,483087,2024070738719,75.6,58.8,92.5,71.3,90,62.9,79.6,94.2,55.4
155,Á®Ê¿¶«,431692,2022030119271,75.5,77.3,83.8,80.6,80,86.6,73.1,55.5,66.7
156,Á®ö°,745695,2022030239563,75.5,88.1,92,83.1,78.5,77.3,67.4,47.4,70.6
157,ÈÎÇÙ,041908,2022080480835,75.5,71.1,87.9,71.2,54.8,92.6,79.3,84.1,62.7
158,»ÆÜ¿,412089,2018060288930,75.4,88.9,80.2,86.8,72.4,81.5,46.9,93.9,52.5
159,ÏîÜç,368004,2018070850428,75.4,84.5,88.1,88.5,75.2,72.6,48.8,59.8,85.7
160,»Æçù,282947,2019080904749,75.4,76.5,70.6,79.6,76.6,71.9,88.4,55.9,83.9
161,Ê·ÑÇ,793593,2020020299308,75.4,84,74.7,92.5,66.1,66.7,50.5,92,76.5
162,ÌÆ×Ó,939205,2022020690508,75.4,68.1,91.8,93.7,82.5,65.7,61.6,65.1,74.6
163,Ãç´ä,635702,2024030300218,75.4,89.7,81.9,57.1,75.6,94.1,61.6,89.8,53.8
164,ÑÏ·¢ÖÂ,063343,2019020034314,75.3,82.8,55,61.7,75.4,83.8,88.8,83.4,71.6
165,Ñ¦¿É,680132,2022091053206,75.3,88,72.5,53.4,56.1,68.6,84.9,94,85
166,Ö£Á«¹ð,096542,2023051024261,75.3,48.1,72.9,75.8,80.8,91.2,81.2,63.7,88.5
167,ÓàÞ±,179284,2018070928452,75.2,64.6,55,77,93.1,74.8,58.1,84.9,94.3
168,Ì¸ÇÚÝº,433917,2019070801748,75.2,54,80.8,91.1,50,93.1,67.5,73.1,91.6
169,ëøÁ¼,542591,2021070509126,75.2,60.5,91.6,92.5,64.1,87.9,77.3,57.7,69.6
170,Ñî³É,114354,2021100965456,75.2,89,83.6,77.3,63.6,76.1,63.2,88.7,59.7
171,ÎºÜ°¶ð,584632,2022010663237,75.2,92.7,88.5,77.7,89.7,60.9,53.4,88,50.4
172,Ö£ÈØ,209030,2023110183071,75.2,66.1,86.2,82.1,72.8,68,67.8,89.9,68.7
173,ÐíÁú,610961,2023121066136,75.2,75.6,76,91.2,45.6,88,67.2,65.5,92.2
174,ÉÛÓýæý,323156,2020040085615,75.1,77.3,94.4,73.6,68.6,76.8,61.6,66.2,82.3
175,²ÜÑÒÁ¦,851176,2020070297609,75.1,85.4,59.3,64.8,88.3,53.1,71.7,86.4,91.6
176,¿×¶¦º½,295872,2024060877266,75.1,84.9,61.6,86.4,83,51.1,93.7,48,91.8
177,Ì¸ËØÉ¯,951693,2020010769372,75,62.6,73.2,93.2,94.9,64.1,45.8,77.7,88.4
178,ÅÓÓ½,189192,2023071099226,75,77.9,94.6,78.1,82.2,47.9,85,73.7,60.2
179,±åÐãÝ¼,456898,2024090829832,75,94,83.3,72.7,71.6,70.6,59.2,82.3,66.2
180,Ê·Áú,980557,2018090515770,74.9,89,70.6,93.4,88,53.9,86,73.2,45.2
181,¿°Ïþ,411420,2023040242014,74.9,54.1,94.6,54.9,81,70.5,81.9,78.9,83.6
182,ÅÓÃ·ÔÆ,538138,2023090553810,74.9,46.9,45.5,73.5,94.6,75.8,86.7,91.3,84.8
183,Ã«ÖÂÎ°,867633,2018071043373,74.8,56.3,89.5,72.6,89.8,83.7,46.5,86.7,73
184,°²ÃÃÕä,671444,2020020254466,74.8,78.3,59.8,75.6,93.7,92.3,67.4,84.6,46.3
185,Ê·Ë³Òå,386169,2019030856940,74.7,56.8,73.1,78.8,78.1,82.8,73.3,65.8,89.1
186,ÖìÆ®æµ,973121,2021030132116,74.7,54.9,85.8,53.8,90.5,53.5,90.1,93.5,75.7
187,¼Íº®ÕÑ,336760,2021030346027,74.7,73.6,69.2,70.6,92.5,58.8,93.8,71.7,67
188,á¯Ë³¸£,123150,2022040665034,74.7,48.4,86.6,89.6,61.8,59.9,77.1,84,89.9
189,Ç®åûÓ±,553004,2022080390474,74.7,53.4,70.9,59.3,83,94.7,86.7,54.6,94.9
190,Ì¸Óý,818364,2023020096431,74.7,70.9,65.4,59.9,91.9,60.9,92,79.3,77.5
191,ÖÜè´,203700,2024020270022,74.7,59,90.1,58.2,46.4,85.3,89.3,85.2,84.1
192,Íô´ïÐÇ,709562,2024090516260,74.7,77.2,76.6,84.2,81,60.3,51.1,72.6,94.3
193,×ÞÐË¸Õ,278272,2018101067269,74.6,63,82.5,86.8,80,81,62.3,57.2,83.9
194,Ô¬³½,176637,2020011113772,74.6,89.5,54.9,64.8,61.7,94.4,64.6,88.4,78.9
195,Âí¸£éª,616170,2020121187074,74.6,53.3,91.2,71.4,89.4,58.9,90.3,90.3,52.3
196,ÀîÒãµÂ,249713,2021060851351,74.6,81.2,72.2,56.9,79.8,91.9,84.5,69.8,60.9
197,ëøÆ¼Öñ,390547,2021121074716,74.6,48.1,82.4,78.4,54.5,78.5,81.2,87.8,86.3
198,¿×Èðæ¿,481575,2023011257501,74.6,91.6,65.7,63,84.4,84,73.2,45.9,88.8
199,½¯·ã,852503,2024060950305,74.6,84.5,65,90.2,57.1,86.6,88.6,65.6,59.3
200,½ªÇÙÑ©,210938,2024080893849,74.6,54.3,86.7,90.8,45.6,73.3,87.8,64.2,94
201,º«ÒË,961048,2024111114803,74.6,59.1,75.2,69.1,91.6,82.3,64,74.8,80.5
202,ÃÏÕê½õ,645768,2019030806859,74.5,73,75.2,93,86,49.5,88.1,71.2,59.6
203,Ëï¾üÐÂ,467663,2019070126364,74.5,94.7,73,74.7,63.3,77.4,57.7,74,81.6
204,·ïÉºóÞ,338393,2019070889332,74.5,46.7,88.6,85.4,81.5,74.3,87,67,65.8
205,ÖÜè¥,075777,2020120637759,74.5,69,58,87.7,89.1,60.3,88.2,61.2,82.5
206,Ô¬²Ê,129421,2021090742133,74.5,69.5,84.5,80.2,79.4,60.4,54.4,85.9,81.5
207,·½É¯,995449,2022030774916,74.5,76.7,58.9,89.6,75.5,52.2,59.8,91.8,91.1
208,ÖÜÑÒ,642977,2022051117753,74.5,93.6,50.4,62,59.1,87.9,85.9,82.5,74.3
209,ÓÚæ¼´Ï,928200,2022110400049,74.5,74.7,90.2,79.5,91.5,62.6,69.1,55.8,72.8
210,Ç®è´·Æ,736863,2024080686363,74.5,71.6,76.2,68.7,77.7,88.9,83.9,59.7,69.2
211,ÌÕÒ¶,479946,2024100524622,74.5,92.3,68.7,80,82.4,75,78.1,52.1,67.4
212,Íô¶¦,541493,2018121189329,74.4,85.8,65.4,86.5,58.9,88.8,73.4,61,75.7
213,Ö£Íñ,143558,2019021175860,74.4,76.1,75,60.7,94.7,85.9,47.8,75.1,80.1
214,ÁºÆ®,737541,2019051044139,74.4,70.2,79.8,77,73.3,93.8,47.2,91.9,61.7
215,Ñ¦³½¸»,820687,2019100928729,74.4,91.7,72.6,70.7,78.7,49.2,80.8,72.6,79.2
216,ÂÞÊÀ·¢,914230,2020091183072,74.4,71.7,47.6,65,54.3,91.2,94,86.5,84.9
217,»ª¹ãÖÂ,511815,2023010921567,74.4,53.1,92.4,58.8,67.8,89,78.8,72.1,83.3
218,»ª¶¦,183547,2023030204758,74.4,71.8,72.5,90.3,60.6,88,69.1,81,61.5
219,ñ¼²ßÌÚ,273221,2023080682167,74.4,69.1,87.7,57.5,51.7,75.1,83.3,86.8,83.9
220,½ðéªÈÊ,727986,2024111158625,74.4,60.8,83.5,80.2,50.1,91.4,60.3,84.3,84.8
221,ºÂ½¡Ì©,325563,2024120886324,74.4,65.5,61.9,77.4,93.1,95,60.3,66.5,75.8
222,á¯²Å,955432,2019120343266,74.3,84.7,69.9,65.6,69.3,65.8,85.5,63.9,89.7
223,»Æ·çº£,588309,2022070960902,74.3,92.1,76.3,92.4,83.3,54.1,93.5,53.4,49.2
224,Ñî²Å,991203,2018050510343,74.2,50,90.8,86.9,65.9,81.2,72.5,92.8,53.7
225,±´º£Äþ,369761,2018101186103,74.2,57.1,90.8,83.2,53.9,91.5,73.5,52.7,90.7
226,×£½Ü,521562,2019030186260,74.2,88.8,49.4,51,64.5,80.8,79.6,85.7,93.4
227,ÆÝÊ¿¹ó,096983,2020010658338,74.2,64.6,79,49.1,79.1,61.8,91.7,75.2,93.5
228,Òü±òè¡,195111,2021120791140,74.2,94.7,91.6,54.5,66.1,94.2,81.8,52.2,58.3
229,ñ¼Ñ©¾ê,488682,2021120958229,74.2,89.2,79.8,75.5,45.8,93.8,64,86.6,58.8
230,ÒüÇä,353991,2023090709171,74.2,76.8,80.2,62.8,66.7,61,93.9,58.8,93.6
231,·Ñ»¶ÕÑ,522991,2024101009157,74.2,69.8,71.6,89.1,73.1,87.4,66.4,57.9,78.5
232,ÉòÊ÷,079092,2021050059256,74.1,80.9,70.5,68.8,48.1,71.3,80.8,91,81.2
233,¿×Èï,179484,2022040908454,74.1,72.6,81.6,47.2,72.6,71.4,92.3,89.3,65.8
234,¿µÎÄ,141611,2019030281135,74,54.4,94.6,82.1,70.4,52.6,88.3,89.2,60.5
235,±´»·Ô·,678691,2019100519160,74,75.2,61.8,82.6,85.7,72.9,80.8,59.3,73.4
236,Íô²¨ÐÛ,586548,2021050574840,74,73.6,68.7,90,71.8,94.7,90,46.1,57.1
237,ÛºÝº,662569,2022021146915,74,72.6,73.7,46.5,64.3,76.9,84.6,78.6,94.4
238,²·Æ½,893397,2022111239726,74,65.5,70.5,85.2,80.9,58,57.8,80.1,94.4
239,³£ÉúÎÄ,849238,2023080973841,74,88.1,58,92.3,61.1,93.7,63.6,58.7,76.8
240,±«¹ó¸»,897197,2023100819716,74,90,93,53.6,89.5,52.1,89.8,70.4,53.2
241,ÏôÑÇËØ,479735,2019020213546,73.9,45.1,81.1,81.1,77.6,79.8,81.5,84.7,60.2
242,ñ¼æ¼,034542,2020101114240,73.9,85.5,93.1,83.4,64.3,51.1,68.1,80.9,65.1
243,ÞÉÕêæ¼,517868,2021070866816,73.9,72.6,46.4,81.9,68.9,85.3,91.4,81.5,63.3
244,»ª·Æ,821568,2023100336843,73.9,67,73.7,79.7,52.3,84.6,81.8,89.2,62.9
245,±´Â¶Ó¢,136664,2019020396421,73.8,56.5,76.2,89.3,53.1,72.8,83.6,75.2,83.9
246,ñÒÖÂ,803704,2019120930401,73.8,72.4,73,69.9,51.3,91.8,74,67.1,90.8
247,Ê·»ª½à,576399,2022080079910,73.8,59.3,86.6,82.1,77.1,57.2,52.5,94.3,81.3
